t,p_t_x,p_t_y,h_t,v_t,e_t,|A_t|,|M_t|,o_s_t,Pi,D_t,dt_wait,dt_x,dt_y
291,3.40,-108.97,5.04,2.00,0.9937,19,0,1.00,None,1,0.00,0.00,0.00
292,3.35,-108.85,5.04,2.00,0.9937,19,0,1.00,None,1,0.00,0.00,0.00
293,3.35,-108.85,5.04,2.00,0.9937,19,0,1.00,None,1,0.00,0.00,0.00
294,3.35,-108.85,5.04,2.00,0.9937,19,0,1.00,None,1,0.00,0.00,0.00
295,3.35,-108.85,5.04,2.00,0.9937,19,0,1.00,None,1,0.00,0.00,0.00
296,3.35,-108.85,5.04,2.00,0.9937,19,0,1.00,None,1,0.00,0.00,0.00
297,3.35,-108.85,5.04,2.00,0.9937,19,0,1.00,None,1,0.00,0.00,0.00
298,3.27,-108.65,5.04,2.00,0.9936,19,0,1.00,None,1,0.00,0.00,0.00
299,3.27,-108.65,5.04,2.00,0.9936,19,0,1.00,None,1,0.00,0.00,0.00
300,3.27,-108.65,5.04,2.00,0.9936,19,0,1.00,None,1,0.00,0.00,0.00
301,3.22,-108.53,5.04,2.00,0.9936,19,0,1.00,None,1,0.00,0.00,0.00
302,3.22,-108.53,5.04,2.00,0.9936,19,0,1.00,None,1,0.00,0.00,0.00
303,3.22,-108.53,5.04,2.00,0.9936,19,0,1.00,None,1,0.00,0.00,0.00
304,3.17,-108.41,5.04,2.00,0.9936,19,0,1.00,None,1,0.00,0.00,0.00
305,3.17,-108.41,5.04,2.00,0.9936,19,0,1.00,None,1,0.00,0.00,0.00
306,3.17,-108.41,5.04,2.00,0.9936,19,0,1.00,None,1,0.00,0.00,0.00
307,3.17,-108.41,5.04,2.00,0.9936,19,0,1.00,None,1,0.00,0.00,0.00
308,3.12,-108.28,5.04,2.00,0.9935,19,0,1.00,None,1,0.00,0.00,0.00
309,3.12,-108.28,5.04,2.00,0.9935,19,0,1.00,None,1,0.00,0.00,0.00
310,3.12,-108.28,5.04,2.00,0.9935,19,0,1.00,None,1,0.00,0.00,0.00
311,3.07,-108.16,5.04,2.00,0.9935,19,0,1.00,None,1,0.00,0.00,0.00
312,3.07,-108.16,5.04,2.00,0.9935,19,0,1.00,None,1,0.00,0.00,0.00
313,3.07,-108.16,5.04,2.00,0.9935,19,0,1.00,None,1,0.00,0.00,0.00
314,3.03,-108.04,5.04,2.00,0.9935,19,0,1.00,None,1,0.00,0.00,0.00
315,3.03,-108.04,5.04,2.00,0.9935,19,0,1.00,None,1,0.00,0.00,0.00
316,3.00,-107.99,5.04,2.00,0.9934,19,0,1.00,None,1,0.00,0.00,0.00
317,3.00,-107.99,5.04,2.00,0.9934,19,0,1.00,None,1,0.00,0.00,0.00
318,3.00,-107.99,5.04,2.00,0.9934,19,0,1.00,None,1,0.00,0.00,0.00
319,2.95,-107.86,5.04,2.00,0.9934,19,0,1.00,None,1,0.00,0.00,0.00
320,2.95,-107.86,5.04,2.00,0.9934,19,0,1.00,None,1,0.00,0.00,0.00
321,2.95,-107.86,5.04,2.00,0.9934,19,0,1.00,None,1,0.00,0.00,0.00
322,2.90,-107.74,5.04,2.00,0.9934,19,0,1.00,None,1,0.00,0.00,0.00
323,2.90,-107.74,5.04,2.00,0.9934,19,0,1.00,None,1,0.00,0.00,0.00
324,2.90,-107.74,5.04,2.00,0.9934,19,0,1.00,None,1,0.00,0.00,0.00
325,2.90,-107.74,5.04,2.00,0.9934,19,0,1.00,None,1,0.00,0.00,0.00
326,2.85,-107.61,5.07,2.05,0.9933,19,0,1.00,None,1,0.00,0.00,0.00
327,2.85,-107.61,5.07,2.05,0.9933,19,0,1.00,None,1,0.00,0.00,0.00
328,2.85,-107.61,5.07,2.05,0.9933,19,0,1.00,None,1,0.00,0.00,0.00
329,2.80,-107.49,5.10,2.05,0.9933,19,0,1.00,None,1,0.00,0.00,0.00
330,2.80,-107.49,5.10,2.05,0.9933,19,0,1.00,None,1,0.00,0.00,0.00
331,2.80,-107.49,5.10,2.05,0.9933,19,0,1.00,None,1,0.00,0.00,0.00
332,2.75,-107.36,5.13,2.05,0.9933,19,0,1.00,None,1,0.00,0.00,0.00
333,2.75,-107.36,5.13,2.05,0.9933,19,0,1.00,None,1,0.00,0.00,0.00
334,2.75,-107.36,5.13,2.05,0.9933,19,0,1.00,None,1,0.00,0.00,0.00
335,2.75,-107.36,5.13,2.05,0.9933,19,0,1.00,None,1,0.00,0.00,0.00
336,2.75,-107.36,5.13,2.05,0.9933,19,0,1.00,None,1,0.00,0.00,0.00
337,2.75,-107.36,5.13,2.05,0.9933,19,0,1.00,None,1,0.00,0.00,0.00
338,2.68,-107.18,5.17,2.05,0.9932,19,0,1.00,None,1,0.00,0.00,0.00
339,2.68,-107.18,5.17,2.05,0.9932,19,0,1.00,None,1,0.00,0.00,0.00
340,2.68,-107.18,5.17,2.05,0.9932,19,0,1.00,None,1,0.00,0.00,0.00
341,2.62,-107.05,5.20,2.05,0.9932,19,0,1.00,None,1,0.00,0.00,0.00
342,2.62,-107.05,5.20,2.05,0.9932,19,0,1.00,None,1,0.00,0.00,0.00
343,2.60,-106.98,5.22,2.05,0.9931,19,0,1.00,None,1,0.00,0.00,0.00
344,2.60,-106.98,5.22,2.05,0.9931,19,0,1.00,None,1,0.00,0.00,0.00
345,2.60,-106.98,5.22,2.05,0.9931,19,0,1.00,None,1,0.00,0.00,0.00
346,2.55,-106.87,5.25,2.05,0.9931,19,0,1.00,None,1,0.00,0.00,0.00
347,2.55,-106.87,5.25,2.05,0.9931,19,0,1.00,None,1,0.00,0.00,0.00
348,2.55,-106.87,5.25,2.05,0.9931,19,0,1.00,None,1,0.00,0.00,0.00
349,2.55,-106.87,5.25,2.05,0.9931,19,0,1.00,None,1,0.00,0.00,0.00
350,2.55,-106.87,5.25,2.05,0.9931,19,0,1.00,None,1,0.00,0.00,0.00
351,2.47,-106.67,5.28,2.02,0.9930,19,0,1.00,None,1,0.00,0.00,0.00
352,2.47,-106.67,5.28,2.02,0.9930,19,0,1.00,None,1,0.00,0.00,0.00
353,2.47,-106.67,5.28,2.02,0.9930,19,0,1.00,None,1,0.00,0.00,0.00
354,2.47,-106.67,5.28,2.02,0.9930,19,0,1.00,None,1,0.00,0.00,0.00
355,2.42,-106.55,5.27,2.00,0.9930,19,0,1.00,None,1,0.00,0.00,0.00
356,2.42,-106.55,5.27,2.00,0.9930,19,0,1.00,None,1,0.00,0.00,0.00
357,2.42,-106.55,5.27,2.00,0.9930,19,0,1.00,None,1,0.00,0.00,0.00
358,2.42,-106.55,5.27,2.00,0.9930,19,0,1.00,None,1,0.00,0.00,0.00
359,2.35,-106.38,5.27,2.00,0.9930,19,0,1.00,None,1,0.00,0.00,0.00
360,2.35,-106.38,5.27,2.00,0.9930,19,0,1.00,None,1,0.00,0.00,0.00
361,2.35,-106.38,5.27,2.00,0.9930,19,0,1.00,None,1,0.00,0.00,0.00
362,2.35,-106.38,5.27,2.00,0.9930,19,0,1.00,None,1,0.00,0.00,0.00
363,2.30,-106.25,5.27,2.00,0.9929,19,0,1.00,None,1,0.00,0.00,0.00
364,2.27,-106.18,5.27,2.00,0.9929,19,0,1.00,None,1,0.00,0.00,0.00
365,2.27,-106.18,5.27,2.00,0.9929,19,0,1.00,None,1,0.00,0.00,0.00
366,2.25,-106.13,5.27,2.00,0.9929,19,0,1.00,None,1,0.00,0.00,0.00
367,2.25,-106.13,5.27,2.00,0.9929,19,0,1.00,None,1,0.00,0.00,0.00
368,2.25,-106.13,5.27,2.00,0.9929,19,0,1.00,None,1,0.00,0.00,0.00
369,2.25,-106.13,5.27,2.00,0.9929,19,0,1.00,None,1,0.00,0.00,0.00
370,2.25,-106.13,5.27,2.00,0.9929,19,0,1.00,None,1,0.00,0.00,0.00
371,2.17,-105.93,5.27,2.00,0.9928,19,0,1.00,None,1,0.00,0.00,0.00
372,2.17,-105.93,5.27,2.00,0.9928,19,0,1.00,None,1,0.00,0.00,0.00
373,2.17,-105.93,5.27,2.00,0.9928,19,0,1.00,None,1,0.00,0.00,0.00
374,2.12,-105.81,5.27,2.00,0.9928,19,0,1.00,None,1,0.00,0.00,0.00
375,2.12,-105.81,5.27,2.00,0.9928,19,0,1.00,None,1,0.00,0.00,0.00
376,2.10,-105.75,5.27,2.00,0.9928,19,0,1.00,None,1,0.00,0.00,0.00
377,2.10,-105.75,5.27,2.00,0.9928,19,0,1.00,None,1,0.00,0.00,0.00
378,2.10,-105.75,5.27,2.00,0.9928,19,0,1.00,None,1,0.00,0.00,0.00
379,2.05,-105.63,5.27,2.00,0.9927,19,0,1.00,None,1,0.00,0.00,0.00
380,2.05,-105.63,5.27,2.00,0.9927,19,0,1.00,None,1,0.00,0.00,0.00
381,2.05,-105.63,5.27,2.00,0.9927,19,0,1.00,None,1,0.00,0.00,0.00
382,2.05,-105.63,5.27,2.00,0.9927,19,0,1.00,None,1,0.00,0.00,0.00
383,2.00,-105.51,5.27,2.00,0.9927,19,0,1.00,None,1,0.00,0.00,0.00
384,2.00,-105.51,5.27,2.00,0.9927,19,0,1.00,None,1,0.00,0.00,0.00
385,2.00,-105.51,5.27,2.00,0.9927,19,0,1.00,None,1,0.00,0.00,0.00
386,1.95,-105.38,5.26,2.00,0.9927,19,0,1.00,None,1,0.00,0.00,0.00
387,1.95,-105.38,5.26,2.00,0.9927,19,0,1.00,None,1,0.00,0.00,0.00
388,1.95,-105.38,5.26,2.00,0.9927,19,0,1.00,None,1,0.00,0.00,0.00
389,1.90,-105.26,5.26,2.00,0.9926,19,0,1.00,None,1,0.00,0.00,0.00
390,1.90,-105.26,5.26,2.00,0.9926,19,0,1.00,None,1,0.00,0.00,0.00
391,1.90,-105.26,5.26,2.00,0.9926,19,0,1.00,None,1,0.00,0.00,0.00
392,1.90,-105.26,5.26,2.00,0.9926,19,0,1.00,None,1,0.00,0.00,0.00
393,1.85,-105.13,5.26,2.00,0.9926,19,0,1.00,None,1,0.00,0.00,0.00
394,1.85,-105.13,5.26,2.00,0.9926,19,0,1.00,None,1,0.00,0.00,0.00
395,1.85,-105.13,5.26,2.00,0.9926,19,0,1.00,None,1,0.00,0.00,0.00
396,1.80,-105.01,5.26,2.00,0.9925,19,0,1.00,None,1,0.00,0.00,0.00
397,1.80,-105.01,5.26,2.00,0.9925,19,0,1.00,None,1,0.00,0.00,0.00
398,1.80,-105.01,5.26,2.00,0.9925,19,0,1.00,None,1,0.00,0.00,0.00
399,1.75,-104.88,5.26,2.00,0.9925,19,0,1.00,None,1,0.00,0.00,0.00
400,1.75,-104.88,5.26,2.00,0.9925,19,0,1.00,None,1,0.00,0.00,0.00
401,1.75,-104.88,5.26,2.00,0.9925,19,0,1.00,None,1,0.00,0.00,0.00
402,1.75,-104.88,5.26,2.00,0.9925,19,0,1.00,None,1,0.00,0.00,0.00
403,1.70,-104.76,5.26,2.00,0.9925,19,0,1.00,None,1,0.00,0.00,0.00
404,1.70,-104.76,5.26,2.00,0.9925,19,0,1.00,None,1,0.00,0.00,0.00
405,1.70,-104.76,5.26,2.00,0.9925,19,0,1.00,None,1,0.00,0.00,0.00
406,1.65,-104.63,5.26,2.00,0.9924,19,0,1.00,None,1,0.00,0.00,0.00
407,1.65,-104.63,5.26,2.00,0.9924,19,0,1.00,None,1,0.00,0.00,0.00
408,1.65,-104.63,5.26,2.00,0.9924,19,0,1.00,None,1,0.00,0.00,0.00
409,1.65,-104.63,5.26,2.00,0.9924,19,0,1.00,None,1,0.00,0.00,0.00
410,1.65,-104.63,5.26,2.00,0.9924,19,0,1.00,None,1,0.00,0.00,0.00
411,1.57,-104.44,5.26,2.00,0.9924,19,0,1.00,None,1,0.00,0.00,0.00
412,1.57,-104.44,5.26,2.00,0.9924,19,0,1.00,None,1,0.00,0.00,0.00
413,1.57,-104.44,5.26,2.00,0.9924,19,0,1.00,None,1,0.00,0.00,0.00
414,1.57,-104.44,5.26,2.00,0.9924,19,0,1.00,None,1,0.00,0.00,0.00
415,1.52,-104.31,5.26,2.00,0.9923,19,0,1.00,None,1,0.00,0.00,0.00
416,1.52,-104.31,5.26,2.00,0.9923,19,0,1.00,None,1,0.00,0.00,0.00
417,1.52,-104.31,5.26,2.00,0.9923,19,0,1.00,None,1,0.00,0.00,0.00
418,1.46,-104.18,5.26,2.00,0.9923,19,0,1.00,None,1,0.00,0.00,0.00
419,1.46,-104.18,5.26,2.00,0.9923,19,0,1.00,None,1,0.00,0.00,0.00
420,1.46,-104.18,5.26,2.00,0.9923,19,0,1.00,None,1,0.00,0.00,0.00
421,1.42,-104.07,5.26,2.00,0.9923,19,0,1.00,None,1,0.00,0.00,0.00
422,1.42,-104.07,5.26,2.00,0.9923,19,0,1.00,None,1,0.00,0.00,0.00
423,1.42,-104.07,5.26,2.00,0.9923,19,0,1.00,None,1,0.00,0.00,0.00
424,1.42,-104.07,5.26,2.00,0.9923,19,0,1.00,None,1,0.00,0.00,0.00
425,1.37,-103.94,5.26,2.00,0.9922,19,0,1.00,None,1,0.00,0.00,0.00
426,1.37,-103.94,5.26,2.00,0.9922,19,0,1.00,None,1,0.00,0.00,0.00
427,1.37,-103.94,5.26,2.00,0.9922,19,0,1.00,None,1,0.00,0.00,0.00
428,1.32,-103.82,5.27,2.00,0.9922,19,0,1.00,None,1,0.00,0.00,0.00
429,1.32,-103.82,5.27,2.00,0.9922,19,0,1.00,None,1,0.00,0.00,0.00
430,1.29,-103.76,5.27,2.00,0.9922,19,0,1.00,None,1,0.00,0.00,0.00
431,1.29,-103.76,5.27,2.00,0.9922,19,0,1.00,None,1,0.00,0.00,0.00
432,1.29,-103.76,5.27,2.00,0.9922,19,0,1.00,None,1,0.00,0.00,0.00
433,1.24,-103.63,5.27,2.00,0.9921,19,0,1.00,None,1,0.00,0.00,0.00
434,1.24,-103.63,5.27,2.00,0.9921,19,0,1.00,None,1,0.00,0.00,0.00
435,1.24,-103.63,5.27,2.00,0.9921,19,0,1.00,None,1,0.00,0.00,0.00
436,1.24,-103.63,5.27,2.00,0.9921,19,0,1.00,None,1,0.00,0.00,0.00
437,1.24,-103.63,5.27,2.00,0.9921,19,0,1.00,None,1,0.00,0.00,0.00
438,1.16,-103.44,5.27,2.00,0.9921,19,0,1.00,None,1,0.00,0.00,0.00
439,1.16,-103.44,5.27,2.00,0.9921,19,0,1.00,None,1,0.00,0.00,0.00
440,1.16,-103.44,5.27,2.00,0.9921,19,0,1.00,None,1,0.00,0.00,0.00
441,1.16,-103.44,5.27,2.00,0.9921,19,0,1.00,None,1,0.00,0.00,0.00
442,1.11,-103.31,5.28,2.00,0.9920,19,0,1.00,None,1,0.00,0.00,0.00
443,1.11,-103.31,5.28,2.00,0.9920,19,0,1.00,None,1,0.00,0.00,0.00
444,1.11,-103.31,5.28,2.00,0.9920,19,0,1.00,None,1,0.00,0.00,0.00
445,1.06,-103.19,5.28,2.00,0.9920,19,0,1.00,None,1,0.00,0.00,0.00
446,1.06,-103.19,5.28,2.00,0.9920,19,0,1.00,None,1,0.00,0.00,0.00
447,1.04,-103.13,5.28,2.00,0.9920,19,0,1.00,None,1,0.00,0.00,0.00
448,1.04,-103.13,5.28,2.00,0.9920,19,0,1.00,None,1,0.00,0.00,0.00
449,1.04,-103.13,5.28,2.00,0.9920,19,0,1.00,None,1,0.00,0.00,0.00
450,0.99,-103.01,5.28,2.00,0.9920,19,0,1.00,None,1,0.00,0.00,0.00
451,0.99,-103.01,5.28,2.00,0.9920,19,0,1.00,None,1,0.00,0.00,0.00
452,0.99,-103.01,5.28,2.00,0.9920,19,0,1.00,None,1,0.00,0.00,0.00
453,0.94,-102.89,5.28,2.00,0.9919,19,0,1.00,None,1,0.00,0.00,0.00
454,0.94,-102.89,5.28,2.00,0.9919,19,0,1.00,None,1,0.00,0.00,0.00
455,0.94,-102.89,5.28,2.00,0.9919,19,0,1.00,None,1,0.00,0.00,0.00
456,0.94,-102.89,5.28,2.00,0.9919,19,0,1.00,None,1,0.00,0.00,0.00
457,0.94,-102.89,5.28,2.00,0.9919,19,0,1.00,None,1,0.00,0.00,0.00
458,0.94,-102.89,5.28,2.00,0.9919,19,0,1.00,None,1,0.00,0.00,0.00
459,0.86,-102.69,5.28,2.00,0.9919,19,0,1.00,None,1,0.00,0.00,0.00
460,0.86,-102.69,5.28,2.00,0.9919,19,0,1.00,None,1,0.00,0.00,0.00
461,0.86,-102.69,5.28,2.00,0.9919,19,0,1.00,None,1,0.00,0.00,0.00
462,0.81,-102.56,5.28,2.00,0.9918,19,0,1.00,None,1,0.00,0.00,0.00
463,0.81,-102.56,5.28,2.00,0.9918,19,0,1.00,None,1,0.00,0.00,0.00
464,0.81,-102.56,5.28,2.00,0.9918,19,0,1.00,None,1,0.00,0.00,0.00
465,0.76,-102.45,5.28,2.00,0.9918,19,0,1.00,None,1,0.00,0.00,0.00
466,0.76,-102.45,5.28,2.00,0.9918,19,0,1.00,None,1,0.00,0.00,0.00
467,0.74,-102.39,5.28,2.00,0.9918,19,0,1.00,None,1,0.00,0.00,0.00
468,0.74,-102.39,5.28,2.00,0.9918,19,0,0.80,None,1,0.00,0.00,0.00
469,0.74,-102.39,5.28,2.00,0.9918,19,0,0.80,None,1,0.00,0.00,0.00
470,0.69,-102.27,5.28,2.00,0.9917,19,0,1.00,None,1,0.00,0.00,0.00
471,0.69,-102.27,5.28,2.00,0.9917,19,0,0.80,None,1,0.00,0.00,0.00
472,0.69,-102.27,5.28,2.00,0.9917,19,0,0.80,None,1,0.00,0.00,0.00
473,0.69,-102.27,5.28,2.00,0.9917,19,0,0.80,None,1,0.00,0.00,0.00
474,0.69,-102.27,5.28,2.00,0.9917,19,0,0.80,None,1,0.00,0.00,0.00
475,0.61,-102.07,5.28,2.00,0.9917,19,0,1.00,None,1,0.00,0.00,0.00
476,0.61,-102.07,5.28,2.00,0.9917,19,0,1.00,None,1,0.00,0.00,0.00
477,0.61,-102.07,5.28,2.00,0.9917,19,0,1.00,None,1,0.00,0.00,0.00
478,0.61,-102.07,5.28,2.00,0.9917,19,0,1.00,None,1,0.00,0.00,0.00
479,0.56,-101.94,5.28,2.00,0.9916,19,0,1.00,None,1,0.00,0.00,0.00
480,0.56,-101.94,5.28,2.00,0.9916,19,0,1.00,None,1,0.00,0.00,0.00
481,0.56,-101.94,5.28,2.00,0.9916,19,0,1.00,None,1,0.00,0.00,0.00
482,0.51,-101.82,5.28,2.00,0.9916,19,0,1.00,None,1,0.00,0.00,0.00
483,0.51,-101.82,5.28,2.00,0.9916,19,0,1.00,None,1,0.00,0.00,0.00
484,0.51,-101.82,5.28,2.00,0.9916,19,0,1.00,None,1,0.00,0.00,0.00
485,0.46,-101.70,5.28,2.00,0.9916,19,0,1.00,None,1,0.00,0.00,0.00
486,0.46,-101.70,5.28,2.00,0.9916,19,0,1.00,None,1,0.00,0.00,0.00
487,0.44,-101.65,5.28,2.00,0.9915,19,0,1.00,None,1,0.00,0.00,0.00
488,0.44,-101.65,5.28,2.00,0.9915,19,0,1.00,None,1,0.00,0.00,0.00
489,0.44,-101.65,5.28,2.00,0.9915,19,0,1.00,None,1,0.00,0.00,0.00
490,0.39,-101.53,5.28,2.00,0.9915,19,0,1.00,None,1,0.00,0.00,0.00
491,0.39,-101.53,5.28,2.00,0.9915,19,0,0.80,None,1,0.00,0.00,0.00
492,0.39,-101.53,5.28,2.00,0.9915,19,0,0.80,None,1,0.00,0.00,0.00
493,0.39,-101.53,5.28,2.00,0.9915,19,0,0.80,None,1,0.00,0.00,0.00
494,0.39,-101.53,5.28,2.00,0.9915,19,0,0.80,None,1,0.00,0.00,0.00
495,0.31,-101.34,5.28,2.00,0.9914,19,0,1.00,None,1,0.00,0.00,0.00
496,0.31,-101.34,5.28,2.00,0.9914,19,0,0.80,None,1,0.00,0.00,0.00
497,0.31,-101.34,5.28,2.00,0.9914,19,0,0.80,None,1,0.00,0.00,0.00
498,0.26,-101.21,5.28,2.00,0.9914,19,0,0.80,None,1,0.00,0.00,0.00
499,0.26,-101.21,5.28,2.00,0.9914,19,0,0.80,None,1,0.00,0.00,0.00
500,0.26,-101.21,5.28,2.00,0.9914,19,0,0.80,None,1,0.00,0.00,0.00
501,0.22,-101.10,5.28,2.00,0.9914,19,0,0.80,None,1,0.00,0.00,0.00
502,0.22,-101.10,5.28,2.00,0.9914,19,0,0.80,None,1,0.00,0.00,0.00
503,0.20,-101.04,5.28,2.00,0.9914,19,0,0.80,None,1,0.00,0.00,0.00
504,0.20,-101.04,5.28,2.00,0.9914,19,0,0.80,None,1,0.00,0.00,0.00
505,0.20,-101.04,5.28,2.00,0.9914,19,0,0.80,None,1,0.00,0.00,0.00
506,0.15,-100.92,5.28,2.00,0.9913,19,0,0.80,None,1,0.00,0.00,0.00
507,0.15,-100.92,5.28,2.00,0.9913,19,0,0.80,None,1,0.00,0.00,0.00
508,0.15,-100.92,5.28,2.00,0.9913,19,0,0.80,None,1,0.00,0.00,0.00
509,0.10,-100.80,5.28,2.00,0.9913,19,0,0.80,None,1,0.00,0.00,0.00
510,0.10,-100.80,5.28,2.00,0.9913,19,0,0.80,None,1,0.00,0.00,0.00
511,0.10,-100.80,5.28,2.00,0.9913,19,0,0.80,None,1,0.00,0.00,0.00
512,0.10,-100.80,5.28,2.00,0.9913,19,0,0.80,None,1,0.00,0.00,0.00
513,0.05,-100.68,5.28,2.00,0.9913,19,0,0.80,None,1,0.00,0.00,0.00
514,0.05,-100.68,5.28,2.00,0.9913,19,0,0.80,None,1,0.00,0.00,0.00
515,0.05,-100.68,5.28,2.00,0.9913,19,0,0.80,None,1,0.00,0.00,0.00
516,0.00,-100.56,5.28,2.00,0.9912,19,0,0.80,None,1,0.00,0.00,0.00
517,0.00,-100.56,5.28,2.00,0.9912,19,0,0.80,None,1,0.00,0.00,0.00
518,0.00,-100.56,5.28,2.00,0.9912,19,0,0.80,None,1,0.00,0.00,0.00
519,-0.05,-100.44,5.28,2.00,0.9912,19,0,0.80,None,1,0.00,0.00,0.00
520,-0.05,-100.44,5.28,2.00,0.9912,19,0,0.80,None,1,0.00,0.00,0.00
521,-0.05,-100.44,5.28,2.00,0.9912,19,0,0.80,None,1,0.00,0.00,0.00
522,-0.10,-100.32,5.28,2.00,0.9911,19,0,0.80,None,1,0.00,0.00,0.00
523,-0.10,-100.32,5.28,2.00,0.9911,19,0,0.80,None,1,0.00,0.00,0.00
524,-0.10,-100.32,5.28,2.00,0.9911,19,0,0.80,None,1,0.00,0.00,0.00
525,-0.10,-100.32,5.28,2.00,0.9911,19,0,0.80,None,1,0.00,0.00,0.00
526,-0.10,-100.32,5.28,2.00,0.9911,19,0,0.80,None,1,0.00,0.00,0.00
527,-0.10,-100.32,5.28,2.00,0.9911,19,0,0.80,None,1,0.00,0.00,0.00
528,-0.17,-100.13,5.28,2.00,0.9911,19,0,0.80,None,1,0.00,0.00,0.00
529,-0.17,-100.13,5.28,2.00,0.9911,19,0,0.80,None,1,0.00,0.00,0.00
530,-0.17,-100.13,5.28,2.00,0.9911,19,0,0.80,None,1,0.00,0.00,0.00
531,-0.22,-100.01,5.27,2.00,0.9911,19,0,0.80,None,1,0.00,0.00,0.00
532,-0.24,-99.96,5.27,2.00,0.9910,19,0,0.80,None,1,0.00,0.00,0.00
533,-0.24,-99.96,5.27,2.00,0.9910,19,0,0.80,None,1,0.00,0.00,0.00
534,-0.24,-99.96,5.27,2.00,0.9910,19,0,0.80,None,1,0.00,0.00,0.00
535,-0.29,-99.84,5.27,2.00,0.9910,19,0,0.80,None,1,0.00,0.00,0.00
536,-0.29,-99.84,5.27,2.00,0.9910,19,0,0.80,None,1,0.00,0.00,0.00
537,-0.29,-99.84,5.27,2.00,0.9910,19,0,0.80,None,1,0.00,0.00,0.00
538,-0.29,-99.84,5.27,2.00,0.9910,19,0,0.80,None,1,0.00,0.00,0.00
539,-0.34,-99.72,5.27,1.99,0.9910,19,0,0.80,None,1,0.00,0.00,0.00
540,-0.34,-99.72,5.27,1.99,0.9910,19,0,0.80,None,1,0.00,0.00,0.00
541,-0.34,-99.72,5.27,1.99,0.9910,19,0,0.80,None,1,0.00,0.00,0.00
542,-0.39,-99.60,5.27,1.99,0.9909,19,0,0.80,None,1,0.00,0.00,0.00
543,-0.39,-99.60,5.27,1.99,0.9909,19,0,0.80,None,1,0.00,0.00,0.00
544,-0.39,-99.60,5.27,1.99,0.9909,19,0,0.80,None,1,0.00,0.00,0.00
545,-0.44,-99.48,5.27,1.99,0.9909,19,0,1.00,None,1,0.00,0.00,0.00
546,-0.44,-99.48,5.27,1.99,0.9909,19,0,1.00,None,1,0.00,0.00,0.00
547,-0.44,-99.48,5.27,1.99,0.9909,19,0,1.00,None,1,0.00,0.00,0.00
548,-0.49,-99.36,5.26,1.99,0.9909,19,0,1.00,None,1,0.00,0.00,0.00
549,-0.49,-99.36,5.26,1.99,0.9909,19,0,1.00,None,1,0.00,0.00,0.00
550,-0.49,-99.36,5.26,1.99,0.9909,19,0,1.00,None,1,0.00,0.00,0.00
551,-0.49,-99.36,5.26,1.99,0.9909,19,0,1.00,None,1,0.00,0.00,0.00
552,-0.49,-99.36,5.26,1.99,0.9909,19,0,1.00,None,1,0.00,0.00,0.00
553,-0.56,-99.18,5.26,1.99,0.9908,19,0,1.00,None,1,0.00,0.00,0.00
554,-0.56,-99.18,5.26,1.99,0.9908,19,0,1.00,None,1,0.00,0.00,0.00
555,-0.56,-99.18,5.26,1.99,0.9908,19,0,1.00,None,1,0.00,0.00,0.00
556,-0.56,-99.18,5.26,1.99,0.9908,19,0,1.00,None,1,0.00,0.00,0.00
557,-0.61,-99.05,5.26,1.99,0.9908,19,0,1.00,None,1,0.00,0.00,0.00
558,-0.64,-98.99,5.26,2.00,0.9907,19,0,1.00,None,1,0.00,0.00,0.00
559,-0.64,-98.99,5.26,2.00,0.9907,19,0,1.00,None,1,0.00,0.00,0.00
560,-0.64,-98.99,5.26,2.00,0.9907,19,0,1.00,None,1,0.00,0.00,0.00
561,-0.68,-98.88,5.25,1.99,0.9907,19,0,1.00,None,1,0.00,0.00,0.00
562,-0.68,-98.88,5.25,1.99,0.9907,19,0,1.00,None,1,0.00,0.00,0.00
563,-0.68,-98.88,5.25,1.99,0.9907,19,0,1.00,None,1,0.00,0.00,0.00
564,-0.68,-98.88,5.25,1.99,0.9907,19,0,1.00,None,1,0.00,0.00,0.00
565,-0.73,-98.76,5.25,1.99,0.9907,19,0,1.00,None,1,0.00,0.00,0.00
566,-0.73,-98.76,5.25,1.99,0.9907,19,0,1.00,None,1,0.00,0.00,0.00
567,-0.73,-98.76,5.25,1.99,0.9907,19,0,1.00,None,1,0.00,0.00,0.00
568,-0.78,-98.63,5.25,1.99,0.9906,19,0,1.00,None,1,0.00,0.00,0.00
569,-0.78,-98.63,5.25,1.99,0.9906,19,0,1.00,None,1,0.00,0.00,0.00
570,-0.78,-98.63,5.25,1.99,0.9906,19,0,1.00,None,1,0.00,0.00,0.00
571,-0.83,-98.51,5.25,1.99,0.9906,19,0,1.00,None,1,0.00,0.00,0.00
572,-0.83,-98.51,5.25,1.99,0.9906,19,0,1.00,None,1,0.00,0.00,0.00
573,-0.83,-98.51,5.25,1.99,0.9906,19,0,1.00,None,1,0.00,0.00,0.00
574,-0.83,-98.51,5.25,1.99,0.9906,19,0,1.00,None,1,0.00,0.00,0.00
575,-0.88,-98.39,5.24,2.00,0.9906,19,0,1.00,None,1,0.00,0.00,0.00
576,-0.88,-98.39,5.24,2.00,0.9906,19,0,1.00,None,1,0.00,0.00,0.00
577,-0.88,-98.39,5.24,2.00,0.9906,19,0,1.00,None,1,0.00,0.00,0.00
578,-0.93,-98.27,5.24,1.99,0.9905,19,0,1.00,None,1,0.00,0.00,0.00
