t,agent_id,y_t_x,y_t_y,nu_t,kappa_i
492,14,-53.04,-61.29,0.00,Pedestrian
492,15,-105.65,20.38,0.00,Pedestrian
492,16,140.80,19.65,0.00,Pedestrian
492,17,73.60,62.50,0.00,Pedestrian
492,18,-62.58,-137.37,0.00,Pedestrian
493,0,145.01,28.99,0.00,Vehicle
493,1,146.51,-138.69,0.01,Vehicle
493,2,-11.57,-96.86,0.00,Vehicle
493,3,10.83,-136.44,0.01,Vehicle
493,4,-99.09,-12.07,0.00,Vehicle
493,5,56.45,-138.54,0.01,Vehicle
493,6,-146.49,-138.95,0.00,Vehicle
493,7,-137.58,-4.18,0.01,Vehicle
493,8,-62.58,-129.93,0.00,Pedestrian
493,9,-115.06,-95.80,0.00,Pedestrian
493,10,95.80,-89.31,0.00,Pedestrian
493,11,135.36,143.33,0.00,Pedestrian
493,12,15.50,122.72,0.00,Pedestrian
493,13,15.50,133.72,0.00,Pedestrian
493,14,-53.04,-61.29,0.00,Pedestrian
493,15,-105.65,20.38,0.00,Pedestrian
493,16,140.80,19.65,0.00,Pedestrian
493,17,73.60,62.50,0.00,Pedestrian
493,18,-62.58,-137.37,0.00,Pedestrian
494,0,145.01,28.99,0.00,Vehicle
494,1,146.51,-138.69,0.01,Vehicle
494,2,-11.57,-96.86,0.00,Vehicle
494,3,10.83,-136.44,0.00,Vehicle
494,4,-99.09,-12.07,0.00,Vehicle
494,5,56.45,-138.54,0.00,Vehicle
494,6,-146.49,-138.95,0.00,Vehicle
494,7,-137.58,-4.18,0.01,Vehicle
494,8,-62.58,-129.93,0.00,Pedestrian
494,9,-115.06,-95.80,0.00,Pedestrian
494,10,95.80,-89.31,0.00,Pedestrian
494,11,135.36,143.33,0.00,Pedestrian
494,12,15.50,122.72,0.00,Pedestrian
494,13,15.50,133.72,0.00,Pedestrian
494,14,-53.04,-61.29,0.00,Pedestrian
494,15,-105.65,20.38,0.00,Pedestrian
494,16,140.80,19.65,0.00,Pedestrian
494,17,73.60,62.50,0.00,Pedestrian
494,18,-62.58,-137.37,0.00,Pedestrian
495,0,145.01,28.99,0.00,Vehicle
495,1,146.51,-138.69,0.01,Vehicle
495,2,-11.57,-96.86,0.00,Vehicle
495,3,10.83,-136.44,0.00,Vehicle
495,4,-99.09,-12.07,0.00,Vehicle
495,5,56.45,-138.54,0.00,Vehicle
495,6,-146.49,-138.95,0.00,Vehicle
495,7,-137.58,-4.18,0.01,Vehicle
495,8,-62.58,-129.93,0.00,Pedestrian
495,9,-115.06,-95.80,0.00,Pedestrian
495,10,95.80,-89.31,0.00,Pedestrian
495,11,135.36,143.33,0.00,Pedestrian
495,12,15.50,122.72,0.00,Pedestrian
495,13,15.50,133.72,0.00,Pedestrian
495,14,-53.04,-61.29,0.00,Pedestrian
495,15,-105.65,20.38,0.00,Pedestrian
495,16,140.80,19.65,0.00,Pedestrian
495,17,73.60,62.50,0.00,Pedestrian
495,18,-62.58,-137.37,0.00,Pedestrian
496,0,145.01,28.99,0.00,Vehicle
496,1,146.51,-138.69,0.01,Vehicle
496,2,-11.57,-96.86,0.00,Vehicle
496,3,10.83,-136.44,0.00,Vehicle
496,4,-99.09,-12.07,0.00,Vehicle
496,5,56.45,-138.54,0.00,Vehicle
496,6,-146.49,-138.95,0.00,Vehicle
496,7,-137.58,-4.18,0.01,Vehicle
496,8,-62.58,-129.93,0.00,Pedestrian
496,9,-115.06,-95.80,0.00,Pedestrian
496,10,95.80,-89.31,0.00,Pedestrian
496,11,135.36,143.33,0.00,Pedestrian
496,12,15.50,122.72,0.00,Pedestrian
496,13,15.50,133.72,0.00,Pedestrian
496,14,-53.04,-61.29,0.00,Pedestrian
496,15,-105.65,20.38,0.00,Pedestrian
496,16,140.80,19.65,0.00,Pedestrian
496,17,73.60,62.50,0.00,Pedestrian
496,18,-62.58,-137.37,0.00,Pedestrian
497,0,145.03,29.99,0.00,Vehicle
497,1,146.51,-138.69,0.01,Vehicle
497,2,-10.28,-96.85,0.00,Vehicle
497,3,11.24,-135.22,0.00,Vehicle
497,4,-99.09,-12.07,0.00,Vehicle
497,5,56.45,-138.54,0.00,Vehicle
497,6,-146.49,-138.95,0.00,Vehicle
497,7,-137.57,-2.90,0.01,Vehicle
497,8,-63.53,-130.08,0.00,Pedestrian
497,9,-116.03,-95.80,0.00,Pedestrian
497,10,95.80,-88.34,0.00,Pedestrian
497,11,134.39,143.33,0.00,Pedestrian
497,12,16.45,122.88,0.00,Pedestrian
497,13,16.46,133.80,0.00,Pedestrian
497,14,-53.76,-61.93,0.00,Pedestrian
497,15,-105.64,21.35,0.00,Pedestrian
497,16,140.82,20.62,0.00,Pedestrian
497,17,74.56,62.50,0.00,Pedestrian
497,18,-63.54,-137.44,0.00,Pedestrian
498,0,145.03,29.99,0.00,Vehicle
498,1,146.52,-138.69,0.08,Vehicle
498,2,-10.29,-96.85,0.38,Vehicle
498,3,11.19,-135.23,1.81,Vehicle
498,4,-99.08,-12.05,0.40,Vehicle
498,5,56.45,-138.54,0.20,Vehicle
498,6,-146.49,-138.95,0.00,Vehicle
498,7,-137.56,-2.96,0.30,Vehicle
498,8,-63.33,-130.08,0.00,Pedestrian
498,9,-116.03,-95.80,0.00,Pedestrian
498,10,95.80,-88.34,0.00,Pedestrian
498,11,134.39,143.33,0.00,Pedestrian
498,12,16.25,122.88,0.00,Pedestrian
498,13,16.26,133.80,0.00,Pedestrian
498,14,-53.76,-61.93,0.00,Pedestrian
498,15,-105.64,21.35,0.00,Pedestrian
498,16,140.82,20.62,0.00,Pedestrian
498,17,74.56,62.50,0.00,Pedestrian
498,18,-63.34,-137.44,0.00,Pedestrian
499,0,145.03,29.99,0.00,Vehicle
499,1,146.52,-138.69,0.02,Vehicle
499,2,-10.29,-96.85,0.22,Vehicle
499,3,11.17,-135.23,1.64,Vehicle
499,4,-99.07,-12.04,0.39,Vehicle
499,5,56.45,-138.54,0.39,Vehicle
499,6,-146.49,-138.95,0.00,Vehicle
499,7,-137.56,-3.02,0.79,Vehicle
499,8,-63.13,-130.08,0.00,Pedestrian
499,9,-116.03,-95.80,0.00,Pedestrian
499,10,95.80,-88.34,0.00,Pedestrian
499,11,134.39,143.33,0.00,Pedestrian
499,12,16.05,122.88,0.00,Pedestrian
499,13,16.06,133.80,0.00,Pedestrian
499,14,-53.76,-61.93,0.00,Pedestrian
499,15,-105.64,21.35,0.00,Pedestrian
499,16,140.82,20.62,0.00,Pedestrian
499,17,74.56,62.50,0.00,Pedestrian
499,18,-63.14,-137.44,0.00,Pedestrian
500,0,145.03,29.99,0.00,Vehicle
500,1,146.52,-138.69,0.00,Vehicle
500,2,-10.29,-96.85,0.11,Vehicle
500,3,11.16,-135.23,1.47,Vehicle
500,4,-99.06,-12.04,0.46,Vehicle
500,5,56.45,-138.54,0.59,Vehicle
500,6,-146.49,-138.95,0.00,Vehicle
500,7,-137.57,-3.08,0.65,Vehicle
500,8,-62.93,-130.08,0.00,Pedestrian
500,9,-116.03,-95.80,0.00,Pedestrian
500,10,95.80,-88.34,0.00,Pedestrian
500,11,134.39,143.33,0.00,Pedestrian
500,12,15.85,122.88,0.00,Pedestrian
500,13,15.86,133.80,0.00,Pedestrian
500,14,-53.76,-61.93,0.00,Pedestrian
500,15,-105.64,21.35,0.00,Pedestrian
500,16,140.82,20.62,0.00,Pedestrian
500,17,74.56,62.50,0.00,Pedestrian
500,18,-62.94,-137.44,0.00,Pedestrian
501,0,145.04,30.72,0.00,Vehicle
501,1,146.52,-138.69,0.00,Vehicle
501,2,-10.00,-96.85,0.00,Vehicle
501,3,11.14,-135.23,1.31,Vehicle
501,4,-99.02,-12.03,0.59,Vehicle
501,5,56.45,-138.51,0.79,Vehicle
501,6,-146.49,-138.95,0.00,Vehicle
501,7,-137.56,-2.85,0.57,Vehicle
501,8,-62.95,-130.12,0.00,Pedestrian
501,9,-116.25,-95.80,0.00,Pedestrian
501,10,95.80,-88.12,0.00,Pedestrian
501,11,134.17,143.33,0.00,Pedestrian
501,12,15.87,122.91,0.00,Pedestrian
501,13,15.88,133.81,0.00,Pedestrian
501,14,-53.92,-62.08,0.00,Pedestrian
501,15,-105.64,21.57,0.00,Pedestrian
501,16,140.82,20.84,0.00,Pedestrian
501,17,74.79,62.49,0.00,Pedestrian
501,18,-62.97,-137.45,0.00,Pedestrian
502,0,145.05,31.05,0.00,Vehicle
502,1,146.52,-138.69,0.03,Vehicle
502,2,-9.87,-96.85,0.06,Vehicle
502,3,11.16,-135.11,1.16,Vehicle
502,4,-98.99,-12.02,0.63,Vehicle
502,5,56.44,-138.49,0.98,Vehicle
502,6,-146.49,-138.95,0.00,Vehicle
502,7,-137.57,-2.74,0.41,Vehicle
502,8,-62.85,-130.13,0.00,Pedestrian
502,9,-116.35,-95.81,0.00,Pedestrian
502,10,95.80,-88.02,0.00,Pedestrian
502,11,134.07,143.33,0.00,Pedestrian
502,12,15.77,122.93,0.00,Pedestrian
502,13,15.78,133.82,0.00,Pedestrian
502,14,-54.00,-62.14,0.00,Pedestrian
502,15,-105.64,21.67,0.00,Pedestrian
502,16,140.82,20.94,0.00,Pedestrian
502,17,74.89,62.49,0.00,Pedestrian
502,18,-62.87,-137.46,0.00,Pedestrian
503,0,145.05,31.05,0.00,Vehicle
503,1,146.52,-138.69,0.02,Vehicle
503,2,-9.87,-96.85,0.03,Vehicle
503,3,11.15,-135.11,1.03,Vehicle
503,4,-98.98,-12.01,0.78,Vehicle
503,5,56.44,-138.49,1.18,Vehicle
503,6,-146.49,-138.95,0.00,Vehicle
503,7,-137.57,-2.74,0.29,Vehicle
503,8,-62.65,-130.13,0.00,Pedestrian
503,9,-116.35,-95.81,0.00,Pedestrian
503,10,95.80,-88.02,0.00,Pedestrian
503,11,134.07,143.33,0.00,Pedestrian
503,12,15.57,122.93,0.00,Pedestrian
503,13,15.58,133.82,0.00,Pedestrian
503,14,-54.00,-62.14,0.00,Pedestrian
503,15,-105.64,21.67,0.00,Pedestrian
503,16,140.82,20.94,0.00,Pedestrian
503,17,74.89,62.49,0.00,Pedestrian
503,18,-62.67,-137.46,0.00,Pedestrian
504,0,145.05,31.05,0.00,Vehicle
504,1,146.52,-138.69,0.00,Vehicle
504,2,-9.87,-96.85,0.01,Vehicle
504,3,11.13,-135.11,0.92,Vehicle
504,4,-98.98,-12.01,0.16,Vehicle
504,5,56.44,-138.49,1.38,Vehicle
504,6,-146.49,-138.95,0.00,Vehicle
504,7,-137.58,-2.74,0.28,Vehicle
504,8,-62.60,-130.13,0.00,Pedestrian
504,9,-116.35,-95.81,0.00,Pedestrian
504,10,95.80,-88.02,0.00,Pedestrian
504,11,134.07,143.33,0.00,Pedestrian
504,12,15.51,122.93,0.00,Pedestrian
504,13,15.52,133.82,0.00,Pedestrian
504,14,-54.00,-62.14,0.00,Pedestrian
504,15,-105.64,21.67,0.00,Pedestrian
504,16,140.82,20.94,0.00,Pedestrian
504,17,74.89,62.49,0.00,Pedestrian
504,18,-62.60,-137.46,0.00,Pedestrian
505,0,145.06,31.60,0.00,Vehicle
505,1,146.52,-138.69,0.00,Vehicle
505,2,-9.64,-96.85,0.00,Vehicle
505,3,11.18,-134.89,0.84,Vehicle
505,4,-98.93,-12.01,0.10,Vehicle
505,5,56.44,-138.41,0.65,Vehicle
505,6,-146.49,-138.95,0.00,Vehicle
505,7,-137.58,-2.52,0.39,Vehicle
505,8,-62.75,-130.16,0.00,Pedestrian
505,9,-116.52,-95.81,0.00,Pedestrian
505,10,95.80,-87.85,0.00,Pedestrian
505,11,133.90,143.33,0.00,Pedestrian
505,12,15.67,122.95,0.00,Pedestrian
505,13,15.67,133.83,0.00,Pedestrian
505,14,-54.12,-62.26,0.00,Pedestrian
505,15,-105.64,21.84,0.00,Pedestrian
505,16,140.83,21.11,0.00,Pedestrian
505,17,75.05,62.49,0.00,Pedestrian
505,18,-62.76,-137.47,0.00,Pedestrian
506,0,145.06,31.60,0.00,Vehicle
506,1,146.52,-138.69,0.03,Vehicle
506,2,-9.65,-96.85,0.13,Vehicle
506,3,11.17,-134.89,0.81,Vehicle
506,4,-98.92,-12.00,0.20,Vehicle
506,5,56.44,-138.41,0.13,Vehicle
506,6,-146.49,-138.95,0.00,Vehicle
506,7,-137.59,-2.52,0.55,Vehicle
506,8,-62.62,-130.16,0.00,Pedestrian
506,9,-116.52,-95.81,0.00,Pedestrian
506,10,95.80,-87.85,0.00,Pedestrian
506,11,133.90,143.33,0.00,Pedestrian
506,12,15.53,122.95,0.00,Pedestrian
506,13,15.53,133.83,0.00,Pedestrian
506,14,-54.12,-62.26,0.00,Pedestrian
506,15,-105.64,21.84,0.00,Pedestrian
506,16,140.83,21.11,0.00,Pedestrian
506,17,75.05,62.49,0.00,Pedestrian
506,18,-62.62,-137.47,0.00,Pedestrian
507,0,145.07,31.97,0.00,Vehicle
507,1,146.52,-138.69,0.01,Vehicle
507,2,-9.50,-96.85,0.27,Vehicle
507,3,11.20,-134.76,0.82,Vehicle
507,4,-98.87,-12.00,0.32,Vehicle
507,5,56.44,-138.34,0.03,Vehicle
507,6,-146.49,-138.95,0.00,Vehicle
507,7,-137.59,-2.38,0.24,Vehicle
507,8,-62.70,-130.18,0.00,Pedestrian
507,9,-116.63,-95.81,0.00,Pedestrian
507,10,95.80,-87.74,0.00,Pedestrian
507,11,133.79,143.33,0.00,Pedestrian
507,12,15.62,122.97,0.00,Pedestrian
507,13,15.62,133.84,0.00,Pedestrian
507,14,-54.21,-62.33,0.00,Pedestrian
507,15,-105.64,21.95,0.00,Pedestrian
507,16,140.83,21.22,0.00,Pedestrian
507,17,75.17,62.49,0.00,Pedestrian
507,18,-62.70,-137.48,0.00,Pedestrian
508,0,145.07,31.97,0.00,Vehicle
508,1,146.52,-138.69,0.02,Vehicle
508,2,-9.51,-96.85,0.40,Vehicle
508,3,11.18,-134.76,0.67,Vehicle
508,4,-98.87,-12.00,0.44,Vehicle
508,5,56.44,-138.34,0.01,Vehicle
508,6,-146.49,-138.95,0.00,Vehicle
508,7,-137.59,-2.38,0.44,Vehicle
508,8,-62.61,-130.18,0.00,Pedestrian
508,9,-116.63,-95.81,0.00,Pedestrian
508,10,95.80,-87.74,0.00,Pedestrian
508,11,133.79,143.33,0.00,Pedestrian
508,12,15.52,122.97,0.00,Pedestrian
508,13,15.52,133.84,0.00,Pedestrian
508,14,-54.21,-62.33,0.00,Pedestrian
508,15,-105.64,21.95,0.00,Pedestrian
508,16,140.83,21.22,0.00,Pedestrian
508,17,75.17,62.49,0.00,Pedestrian
508,18,-62.61,-137.48,0.00,Pedestrian
509,0,145.07,32.34,0.00,Vehicle
509,1,146.52,-138.69,0.01,Vehicle
509,2,-9.51,-96.85,0.54,Vehicle
509,3,11.22,-134.62,0.69,Vehicle
509,4,-98.82,-12.00,0.19,Vehicle
509,5,56.44,-138.25,0.00,Vehicle
509,6,-146.49,-138.95,0.00,Vehicle
509,7,-137.59,-2.23,0.63,Vehicle
509,8,-62.70,-130.19,0.00,Pedestrian
509,9,-116.74,-95.81,0.00,Pedestrian
509,10,95.80,-87.63,0.00,Pedestrian
509,11,133.68,143.33,0.00,Pedestrian
509,12,15.62,122.99,0.00,Pedestrian
509,13,15.62,133.84,0.00,Pedestrian
509,14,-54.29,-62.40,0.00,Pedestrian
509,15,-105.64,22.06,0.00,Pedestrian
509,16,140.83,21.33,0.00,Pedestrian
509,17,75.28,62.49,0.00,Pedestrian
509,18,-62.70,-137.48,0.00,Pedestrian
510,0,145.07,32.34,0.00,Vehicle
510,1,146.52,-138.69,0.02,Vehicle
510,2,-9.52,-96.85,0.73,Vehicle
510,3,11.21,-134.62,0.71,Vehicle
510,4,-98.81,-12.00,0.32,Vehicle
510,5,56.44,-138.25,0.00,Vehicle
510,6,-146.49,-138.95,0.00,Vehicle
510,7,-137.59,-2.23,0.53,Vehicle
510,8,-62.61,-130.19,0.00,Pedestrian
510,9,-116.74,-95.81,0.00,Pedestrian
510,10,95.80,-87.63,0.00,Pedestrian
510,11,133.68,143.33,0.00,Pedestrian
510,12,15.52,122.99,0.00,Pedestrian
510,13,15.52,133.84,0.00,Pedestrian
510,14,-54.29,-62.40,0.00,Pedestrian
510,15,-105.64,22.06,0.00,Pedestrian
510,16,140.83,21.33,0.00,Pedestrian
510,17,75.28,62.49,0.00,Pedestrian
510,18,-62.61,-137.48,0.00,Pedestrian
511,0,145.07,32.34,0.00,Vehicle
511,1,146.52,-138.69,0.01,Vehicle
511,2,-9.52,-96.85,0.92,Vehicle
511,3,11.19,-134.63,0.77,Vehicle
511,4,-98.81,-12.00,0.19,Vehicle
511,5,56.44,-138.25,0.00,Vehicle
511,6,-146.49,-138.95,0.00,Vehicle
511,7,-137.59,-2.24,0.44,Vehicle
511,8,-62.59,-130.19,0.00,Pedestrian
511,9,-116.74,-95.81,0.00,Pedestrian
511,10,95.80,-87.63,0.00,Pedestrian
511,11,133.68,143.33,0.00,Pedestrian
511,12,15.50,122.99,0.00,Pedestrian
511,13,15.50,133.84,0.00,Pedestrian
511,14,-54.29,-62.40,0.00,Pedestrian
511,15,-105.64,22.06,0.00,Pedestrian
511,16,140.83,21.33,0.00,Pedestrian
511,17,75.28,62.49,0.00,Pedestrian
511,18,-62.59,-137.48,0.00,Pedestrian
512,0,145.07,32.34,0.00,Vehicle
512,1,146.52,-138.69,0.01,Vehicle
512,2,-9.53,-96.85,0.98,Vehicle
512,3,11.19,-134.64,0.63,Vehicle
512,4,-98.80,-12.00,0.16,Vehicle
512,5,56.44,-138.25,0.00,Vehicle
512,6,-146.49,-138.95,0.00,Vehicle
512,7,-137.59,-2.24,0.09,Vehicle
512,8,-62.58,-130.19,0.00,Pedestrian
512,9,-116.74,-95.81,0.00,Pedestrian
512,10,95.80,-87.63,0.00,Pedestrian
512,11,133.68,143.33,0.00,Pedestrian
512,12,15.50,122.99,0.00,Pedestrian
512,13,15.50,133.84,0.00,Pedestrian
512,14,-54.29,-62.40,0.00,Pedestrian
512,15,-105.64,22.06,0.00,Pedestrian
512,16,140.83,21.33,0.00,Pedestrian
512,17,75.28,62.49,0.00,Pedestrian
512,18,-62.58,-137.48,0.00,Pedestrian
513,0,145.07,32.34,0.00,Vehicle
513,1,146.52,-138.69,0.01,Vehicle
513,2,-9.54,-96.85,0.94,Vehicle
513,3,11.18,-134.65,0.62,Vehicle
513,4,-98.80,-12.00,0.17,Vehicle
513,5,56.44,-138.25,0.00,Vehicle
513,6,-146.49,-138.95,0.00,Vehicle
513,7,-137.59,-2.24,0.02,Vehicle
513,8,-62.58,-130.19,0.00,Pedestrian
513,9,-116.74,-95.81,0.00,Pedestrian
513,10,95.80,-87.63,0.00,Pedestrian
513,11,133.68,143.33,0.00,Pedestrian
513,12,15.50,122.99,0.00,Pedestrian
513,13,15.50,133.84,0.00,Pedestrian
513,14,-54.29,-62.40,0.00,Pedestrian
513,15,-105.64,22.06,0.00,Pedestrian
513,16,140.83,21.33,0.00,Pedestrian
513,17,75.28,62.49,0.00,Pedestrian
513,18,-62.58,-137.48,0.00,Pedestrian
514,0,145.09,33.34,0.00,Vehicle
514,1,146.52,-138.69,0.01,Vehicle
514,2,-9.54,-96.85,0.03,Vehicle
514,3,11.32,-134.27,0.30,Vehicle
514,4,-98.55,-12.01,0.18,Vehicle
514,5,56.43,-137.90,0.00,Vehicle
514,6,-146.49,-138.95,0.00,Vehicle
514,7,-137.59,-1.85,0.00,Vehicle
514,8,-62.88,-130.24,0.00,Pedestrian
514,9,-117.04,-95.81,0.00,Pedestrian
514,10,95.80,-87.33,0.00,Pedestrian
514,11,133.38,143.33,0.00,Pedestrian
514,12,15.80,123.03,0.00,Pedestrian
514,13,15.80,133.87,0.00,Pedestrian
514,14,-54.52,-62.61,0.00,Pedestrian
514,15,-105.64,22.36,0.00,Pedestrian
514,16,140.84,21.63,0.00,Pedestrian
514,17,75.58,62.49,0.00,Pedestrian
514,18,-62.88,-137.51,0.00,Pedestrian
515,0,145.09,33.34,0.00,Vehicle
515,1,146.52,-138.69,0.05,Vehicle
515,2,-9.54,-96.85,0.05,Vehicle
515,3,11.33,-134.28,0.38,Vehicle
515,4,-98.56,-11.97,0.99,Vehicle
515,5,56.43,-137.90,0.00,Vehicle
515,6,-146.49,-138.95,0.00,Vehicle
515,7,-137.59,-1.85,0.05,Vehicle
515,8,-62.68,-130.24,0.00,Pedestrian
515,9,-117.04,-95.81,0.00,Pedestrian
515,10,95.80,-87.33,0.00,Pedestrian
515,11,133.38,143.33,0.00,Pedestrian
515,12,15.60,123.03,0.00,Pedestrian
515,13,15.60,133.87,0.00,Pedestrian
515,14,-54.52,-62.61,0.00,Pedestrian
515,15,-105.64,22.36,0.00,Pedestrian
515,16,140.84,21.63,0.00,Pedestrian
515,17,75.58,62.49,0.00,Pedestrian
515,18,-62.68,-137.51,0.00,Pedestrian
516,0,145.09,33.34,0.00,Vehicle
516,1,146.52,-138.69,0.02,Vehicle
516,2,-9.54,-96.85,0.02,Vehicle
516,3,11.34,-134.28,0.51,Vehicle
516,4,-98.57,-11.96,0.87,Vehicle
516,5,56.43,-137.90,0.00,Vehicle
516,6,-146.49,-138.95,0.00,Vehicle
516,7,-137.59,-1.85,0.11,Vehicle
516,8,-62.60,-130.24,0.00,Pedestrian
516,9,-117.04,-95.81,0.00,Pedestrian
516,10,95.80,-87.33,0.00,Pedestrian
516,11,133.38,143.33,0.00,Pedestrian
516,12,15.52,123.03,0.00,Pedestrian
516,13,15.52,133.87,0.00,Pedestrian
516,14,-54.52,-62.61,0.00,Pedestrian
516,15,-105.64,22.36,0.00,Pedestrian
516,16,140.84,21.63,0.00,Pedestrian
516,17,75.58,62.49,0.00,Pedestrian
516,18,-62.60,-137.51,0.00,Pedestrian
517,0,145.11,33.99,0.00,Vehicle
517,1,146.52,-138.69,0.01,Vehicle
517,2,-9.54,-96.85,0.00,Vehicle
517,3,11.43,-134.03,0.64,Vehicle
517,4,-98.36,-11.95,0.78,Vehicle
517,5,56.43,-137.63,0.00,Vehicle
517,6,-146.49,-138.95,0.00,Vehicle
517,7,-137.59,-1.60,0.16,Vehicle
517,8,-62.78,-130.27,0.00,Pedestrian
517,9,-117.24,-95.81,0.00,Pedestrian
517,10,95.80,-87.13,0.00,Pedestrian
517,11,133.18,143.33,0.00,Pedestrian
517,12,15.70,123.06,0.00,Pedestrian
517,13,15.70,133.88,0.00,Pedestrian
517,14,-54.66,-62.74,0.00,Pedestrian
517,15,-105.63,22.56,0.00,Pedestrian
517,16,140.84,21.83,0.00,Pedestrian
517,17,75.78,62.49,0.00,Pedestrian
517,18,-62.78,-137.52,0.00,Pedestrian
518,0,145.11,33.99,0.00,Vehicle
518,1,146.52,-138.69,0.03,Vehicle
518,2,-9.54,-96.85,0.01,Vehicle
518,3,11.44,-134.04,0.36,Vehicle
518,4,-98.37,-11.93,0.74,Vehicle
518,5,56.43,-137.63,0.00,Vehicle
518,6,-146.49,-138.95,0.00,Vehicle
518,7,-137.59,-1.60,0.19,Vehicle
518,8,-62.62,-130.27,0.00,Pedestrian
518,9,-117.24,-95.81,0.00,Pedestrian
518,10,95.80,-87.13,0.00,Pedestrian
518,11,133.18,143.33,0.00,Pedestrian
518,12,15.54,123.06,0.00,Pedestrian
518,13,15.54,133.88,0.00,Pedestrian
518,14,-54.66,-62.74,0.20,Pedestrian
518,15,-105.63,22.56,0.00,Pedestrian
518,16,140.84,21.83,0.00,Pedestrian
518,17,75.78,62.49,0.00,Pedestrian
518,18,-62.62,-137.52,0.00,Pedestrian
519,0,145.11,33.99,0.00,Vehicle
519,1,146.52,-138.69,0.02,Vehicle
519,2,-9.54,-96.85,0.00,Vehicle
519,3,11.45,-134.04,0.36,Vehicle
519,4,-98.38,-11.91,0.74,Vehicle
519,5,56.43,-137.63,0.00,Vehicle
519,6,-146.49,-138.95,0.00,Vehicle
519,7,-137.59,-1.61,0.23,Vehicle
519,8,-62.59,-130.27,0.00,Pedestrian
519,9,-117.24,-95.81,0.00,Pedestrian
519,10,95.80,-87.13,0.00,Pedestrian
519,11,133.18,143.33,0.00,Pedestrian
519,12,15.51,123.06,0.00,Pedestrian
519,13,15.51,133.88,0.00,Pedestrian
519,14,-54.66,-62.74,0.20,Pedestrian
519,15,-105.63,22.56,0.00,Pedestrian
519,16,140.84,21.83,0.00,Pedestrian
519,17,75.78,62.49,0.00,Pedestrian
519,18,-62.59,-137.52,0.00,Pedestrian
520,0,145.11,33.99,0.00,Vehicle
520,1,146.52,-138.69,0.01,Vehicle
520,2,-9.54,-96.85,0.00,Vehicle
520,3,11.45,-134.05,0.38,Vehicle
520,4,-98.38,-11.90,0.80,Vehicle
520,5,56.43,-137.63,0.00,Vehicle
520,6,-146.49,-138.95,0.00,Vehicle
520,7,-137.59,-1.61,0.27,Vehicle
520,8,-62.58,-130.27,0.00,Pedestrian
520,9,-117.24,-95.81,0.00,Pedestrian
520,10,95.80,-87.13,0.00,Pedestrian
520,11,133.18,143.33,0.00,Pedestrian
520,12,15.50,123.06,0.00,Pedestrian
520,13,15.50,133.88,0.00,Pedestrian
520,14,-54.66,-62.74,0.04,Pedestrian
520,15,-105.63,22.56,0.00,Pedestrian
520,16,140.84,21.83,0.00,Pedestrian
520,17,75.78,62.49,0.00,Pedestrian
520,18,-62.58,-137.52,0.00,Pedestrian
521,0,145.11,33.99,0.00,Vehicle
521,1,146.52,-138.69,0.00,Vehicle
521,2,-9.54,-96.85,0.00,Vehicle
521,3,11.46,-134.06,0.40,Vehicle
521,4,-98.39,-11.89,0.89,Vehicle
521,5,56.43,-137.63,0.00,Vehicle
521,6,-146.49,-138.95,0.00,Vehicle
521,7,-137.59,-1.62,0.31,Vehicle
521,8,-62.58,-130.27,0.00,Pedestrian
521,9,-117.24,-95.81,0.00,Pedestrian
521,10,95.80,-87.13,0.00,Pedestrian
521,11,133.18,143.33,0.00,Pedestrian
521,12,15.50,123.06,0.00,Pedestrian
521,13,15.50,133.88,0.00,Pedestrian
521,14,-54.66,-62.74,0.01,Pedestrian
521,15,-105.63,22.56,0.00,Pedestrian
521,16,140.84,21.83,0.00,Pedestrian
521,17,75.78,62.49,0.00,Pedestrian
521,18,-62.58,-137.52,0.00,Pedestrian
522,0,145.13,34.98,0.00,Vehicle
522,1,146.52,-138.69,0.00,Vehicle
522,2,-9.54,-96.85,0.00,Vehicle
522,3,11.60,-133.69,0.43,Vehicle
522,4,-97.97,-11.88,1.02,Vehicle
522,5,56.42,-137.13,0.00,Vehicle
522,6,-146.49,-138.95,0.00,Vehicle
522,7,-137.59,-1.24,0.35,Vehicle
522,8,-62.88,-130.32,0.00,Pedestrian
522,9,-117.54,-95.81,0.00,Pedestrian
522,10,95.80,-86.83,0.00,Pedestrian
522,11,132.88,143.33,0.00,Pedestrian
522,12,15.80,123.11,0.00,Pedestrian
522,13,15.80,133.90,0.00,Pedestrian
522,14,-54.89,-62.94,0.00,Pedestrian
522,15,-105.63,22.86,0.00,Pedestrian
522,16,140.84,22.13,0.00,Pedestrian
522,17,76.08,62.49,0.00,Pedestrian
522,18,-62.88,-137.54,0.00,Pedestrian
523,0,145.13,34.98,0.00,Vehicle
523,1,146.51,-138.69,0.06,Vehicle
523,2,-9.54,-96.85,0.01,Vehicle
523,3,11.61,-133.69,0.43,Vehicle
523,4,-97.98,-11.86,1.16,Vehicle
523,5,56.42,-137.13,0.00,Vehicle
523,6,-146.49,-138.95,0.00,Vehicle
523,7,-137.59,-1.25,0.35,Vehicle
523,8,-62.68,-130.32,0.00,Pedestrian
523,9,-117.54,-95.81,0.00,Pedestrian
523,10,95.80,-86.83,0.00,Pedestrian
523,11,132.88,143.33,0.00,Pedestrian
523,12,15.60,123.11,0.00,Pedestrian
523,13,15.60,133.90,0.00,Pedestrian
