t,agent_id,y_t_x,y_t_y,nu_t,kappa_i
1,0,88.88,11.80,0.01,Vehicle
1,1,146.45,-138.74,0.00,Vehicle
1,2,-47.72,-97.04,0.02,Vehicle
1,3,7.62,-98.45,0.00,Vehicle
1,4,-103.62,-12.49,0.44,Vehicle
1,5,55.96,-105.13,0.00,Vehicle
1,6,-146.49,-138.95,0.00,Vehicle
1,7,-138.01,-3.85,0.43,Vehicle
1,8,-62.77,-124.62,0.00,Pedestrian
1,9,-86.25,-95.72,0.00,Pedestrian
1,10,95.72,-118.12,0.00,Pedestrian
1,11,140.93,123.78,0.00,Pedestrian
1,12,15.69,117.76,0.00,Pedestrian
1,13,15.69,131.48,0.00,Pedestrian
1,14,-30.50,-60.69,0.00,Pedestrian
1,15,-129.60,15.45,0.00,Pedestrian
1,16,140.80,40.33,0.00,Pedestrian
1,17,60.57,65.19,0.00,Pedestrian
1,18,-62.77,-135.08,0.00,Pedestrian
2,0,88.88,11.79,0.13,Vehicle
2,1,146.45,-138.74,0.03,Vehicle
2,2,-47.72,-97.05,0.11,Vehicle
2,3,7.62,-98.45,0.00,Vehicle
2,4,-103.63,-12.47,0.53,Vehicle
2,5,55.96,-105.13,0.00,Vehicle
2,6,-146.49,-138.95,0.00,Vehicle
2,7,-138.03,-4.05,0.75,Vehicle
2,8,-62.62,-124.62,0.00,Pedestrian
2,9,-86.25,-95.72,0.00,Pedestrian
2,10,95.72,-118.12,0.00,Pedestrian
2,11,140.93,123.78,0.00,Pedestrian
2,12,15.54,117.76,0.00,Pedestrian
2,13,15.54,131.48,0.00,Pedestrian
2,14,-30.50,-60.61,0.00,Pedestrian
2,15,-129.60,15.45,0.00,Pedestrian
2,16,140.80,40.33,0.00,Pedestrian
2,17,60.57,65.19,0.00,Pedestrian
2,18,-62.62,-135.08,0.00,Pedestrian
3,0,88.88,11.79,0.07,Vehicle
3,1,146.45,-138.74,0.01,Vehicle
3,2,-47.72,-97.05,0.09,Vehicle
3,3,7.62,-98.45,0.00,Vehicle
3,4,-103.63,-12.46,0.59,Vehicle
3,5,55.96,-105.13,0.00,Vehicle
3,6,-146.49,-138.95,0.00,Vehicle
3,7,-138.03,-4.09,0.48,Vehicle
3,8,-62.59,-124.62,0.00,Pedestrian
3,9,-86.25,-95.72,0.00,Pedestrian
3,10,95.72,-118.12,0.00,Pedestrian
3,11,140.93,123.78,0.00,Pedestrian
3,12,15.51,117.76,0.00,Pedestrian
3,13,15.51,131.48,0.00,Pedestrian
3,14,-30.50,-60.59,0.00,Pedestrian
3,15,-129.60,15.45,0.00,Pedestrian
3,16,140.80,40.33,0.00,Pedestrian
3,17,60.57,65.19,0.00,Pedestrian
3,18,-62.59,-135.08,0.00,Pedestrian
4,0,89.51,11.80,0.05,Vehicle
4,1,146.45,-138.74,0.01,Vehicle
4,2,-47.46,-97.04,0.02,Vehicle
4,3,7.72,-98.64,0.00,Vehicle
4,4,-103.62,-12.45,0.33,Vehicle
4,5,55.94,-105.77,0.00,Vehicle
4,6,-146.49,-138.95,0.00,Vehicle
4,7,-137.99,-3.85,0.47,Vehicle
4,8,-62.77,-124.66,0.00,Pedestrian
4,9,-86.44,-95.72,0.00,Pedestrian
4,10,95.72,-117.93,0.00,Pedestrian
4,11,140.93,123.97,0.00,Pedestrian
4,12,15.69,117.80,0.00,Pedestrian
4,13,15.69,131.50,0.00,Pedestrian
4,14,-30.65,-60.70,0.00,Pedestrian
4,15,-129.41,15.45,0.00,Pedestrian
4,16,140.80,40.14,0.00,Pedestrian
4,17,60.71,65.32,0.00,Pedestrian
4,18,-62.77,-135.10,0.00,Pedestrian
5,0,89.51,11.79,0.14,Vehicle
5,1,146.45,-138.74,0.03,Vehicle
5,2,-47.47,-97.05,0.10,Vehicle
5,3,7.72,-98.64,0.00,Vehicle
5,4,-103.63,-12.44,0.42,Vehicle
5,5,55.94,-105.77,0.00,Vehicle
5,6,-146.49,-138.95,0.00,Vehicle
5,7,-138.00,-4.05,0.72,Vehicle
5,8,-62.62,-124.66,0.00,Pedestrian
5,9,-86.44,-95.72,0.00,Pedestrian
5,10,95.72,-117.93,0.00,Pedestrian
5,11,140.93,123.97,0.00,Pedestrian
5,12,15.54,117.80,0.00,Pedestrian
5,13,15.54,131.50,0.00,Pedestrian
5,14,-30.65,-60.61,0.00,Pedestrian
5,15,-129.41,15.45,0.00,Pedestrian
5,16,140.80,40.14,0.00,Pedestrian
5,17,60.61,65.32,0.00,Pedestrian
5,18,-62.62,-135.10,0.00,Pedestrian
6,0,89.51,11.79,0.08,Vehicle
6,1,146.45,-138.74,0.01,Vehicle
6,2,-47.47,-97.05,0.08,Vehicle
6,3,7.72,-98.64,0.00,Vehicle
6,4,-103.62,-12.43,0.48,Vehicle
6,5,55.94,-105.77,0.00,Vehicle
6,6,-146.49,-138.95,0.00,Vehicle
6,7,-138.00,-4.09,0.46,Vehicle
6,8,-62.59,-124.66,0.00,Pedestrian
6,9,-86.44,-95.72,0.00,Pedestrian
6,10,95.72,-117.93,0.00,Pedestrian
6,11,140.93,123.97,0.00,Pedestrian
6,12,15.51,117.80,0.00,Pedestrian
6,13,15.51,131.50,0.00,Pedestrian
6,14,-30.65,-60.59,0.00,Pedestrian
6,15,-129.41,15.45,0.00,Pedestrian
6,16,140.80,40.14,0.00,Pedestrian
6,17,60.59,65.32,0.00,Pedestrian
6,18,-62.59,-135.10,0.00,Pedestrian
7,0,89.51,11.79,0.05,Vehicle
7,1,146.45,-138.74,0.01,Vehicle
7,2,-47.47,-97.05,0.02,Vehicle
7,3,7.72,-98.64,0.00,Vehicle
7,4,-103.62,-12.42,0.55,Vehicle
7,5,55.94,-105.77,0.00,Vehicle
7,6,-146.49,-138.95,0.00,Vehicle
7,7,-137.99,-4.11,0.48,Vehicle
7,8,-62.58,-124.66,0.00,Pedestrian
7,9,-86.44,-95.72,0.00,Pedestrian
7,10,95.72,-117.93,0.00,Pedestrian
7,11,140.93,123.97,0.00,Pedestrian
7,12,15.50,117.80,0.00,Pedestrian
7,13,15.50,131.50,0.00,Pedestrian
7,14,-30.65,-60.58,0.00,Pedestrian
7,15,-129.41,15.45,0.00,Pedestrian
7,16,140.80,40.14,0.00,Pedestrian
7,17,60.58,65.32,0.00,Pedestrian
7,18,-62.58,-135.10,0.00,Pedestrian
8,0,89.51,11.79,0.03,Vehicle
8,1,146.45,-138.74,0.00,Vehicle
8,2,-47.47,-97.05,0.01,Vehicle
8,3,7.72,-98.64,0.00,Vehicle
8,4,-103.62,-12.42,0.09,Vehicle
8,5,55.94,-105.77,0.00,Vehicle
8,6,-146.49,-138.95,0.00,Vehicle
8,7,-137.99,-4.11,0.32,Vehicle
8,8,-62.58,-124.66,0.00,Pedestrian
8,9,-86.44,-95.72,0.00,Pedestrian
8,10,95.72,-117.93,0.00,Pedestrian
8,11,140.93,123.97,0.00,Pedestrian
8,12,15.50,117.80,0.00,Pedestrian
8,13,15.50,131.50,0.00,Pedestrian
8,14,-30.65,-60.58,0.00,Pedestrian
8,15,-129.41,15.45,0.00,Pedestrian
8,16,140.80,40.14,0.00,Pedestrian
8,17,60.58,65.32,0.00,Pedestrian
8,18,-62.58,-135.10,0.00,Pedestrian
9,0,90.50,11.81,0.01,Vehicle
9,1,146.45,-138.74,0.00,Vehicle
9,2,-47.07,-97.03,0.01,Vehicle
9,3,7.79,-98.80,0.00,Vehicle
9,4,-103.62,-12.42,0.04,Vehicle
9,5,55.92,-106.76,0.00,Vehicle
9,6,-146.49,-138.95,0.00,Vehicle
9,7,-137.94,-3.72,0.33,Vehicle
9,8,-62.87,-124.73,0.00,Pedestrian
9,9,-86.74,-95.72,0.00,Pedestrian
9,10,95.72,-117.63,0.00,Pedestrian
9,11,140.93,124.27,0.00,Pedestrian
9,12,15.79,117.86,0.00,Pedestrian
9,13,15.80,131.52,0.00,Pedestrian
9,14,-30.90,-60.76,0.00,Pedestrian
9,15,-129.12,15.45,0.00,Pedestrian
9,16,140.81,39.84,0.00,Pedestrian
9,17,60.56,65.02,0.00,Pedestrian
9,18,-62.88,-135.12,0.00,Pedestrian
10,0,90.49,11.79,0.52,Vehicle
10,1,146.45,-138.74,0.05,Vehicle
10,2,-47.08,-97.04,0.15,Vehicle
10,3,7.79,-98.80,0.01,Vehicle
10,4,-103.62,-12.41,0.14,Vehicle
10,5,55.92,-106.76,0.00,Vehicle
10,6,-146.49,-138.95,0.00,Vehicle
10,7,-137.96,-3.92,0.78,Vehicle
10,8,-62.67,-124.73,0.00,Pedestrian
10,9,-86.74,-95.72,0.00,Pedestrian
10,10,95.72,-117.63,0.00,Pedestrian
10,11,140.93,124.27,0.00,Pedestrian
10,12,15.59,117.86,0.00,Pedestrian
10,13,15.60,131.52,0.00,Pedestrian
10,14,-30.90,-60.62,0.00,Pedestrian
10,15,-129.12,15.45,0.00,Pedestrian
10,16,140.81,39.84,0.00,Pedestrian
10,17,60.56,65.02,0.00,Pedestrian
10,18,-62.68,-135.12,0.00,Pedestrian
11,0,90.49,11.78,0.21,Vehicle
11,1,146.45,-138.74,0.01,Vehicle
11,2,-47.08,-97.04,0.08,Vehicle
11,3,7.79,-98.80,0.00,Vehicle
11,4,-103.62,-12.41,0.16,Vehicle
11,5,55.92,-106.76,0.00,Vehicle
11,6,-146.49,-138.95,0.00,Vehicle
11,7,-137.97,-4.07,0.68,Vehicle
11,8,-62.60,-124.73,0.00,Pedestrian
11,9,-86.74,-95.72,0.00,Pedestrian
11,10,95.72,-117.63,0.00,Pedestrian
11,11,140.93,124.27,0.00,Pedestrian
11,12,15.52,117.86,0.00,Pedestrian
11,13,15.52,131.52,0.00,Pedestrian
11,14,-30.90,-60.59,0.00,Pedestrian
11,15,-129.12,15.45,0.00,Pedestrian
11,16,140.81,39.84,0.00,Pedestrian
11,17,60.56,65.02,0.00,Pedestrian
11,18,-62.60,-135.12,0.00,Pedestrian
12,0,91.16,11.80,0.07,Vehicle
12,1,146.45,-138.74,0.01,Vehicle
12,2,-46.81,-97.03,0.03,Vehicle
12,3,7.81,-98.87,0.00,Vehicle
12,4,-103.62,-12.40,0.23,Vehicle
12,5,55.90,-107.43,0.00,Vehicle
12,6,-146.49,-138.95,0.00,Vehicle
12,7,-137.93,-3.83,0.46,Vehicle
12,8,-62.78,-124.77,0.00,Pedestrian
12,9,-86.94,-95.72,0.00,Pedestrian
12,10,95.72,-117.43,0.00,Pedestrian
12,11,140.93,124.47,0.00,Pedestrian
12,12,15.70,117.89,0.00,Pedestrian
12,13,15.70,131.54,0.00,Pedestrian
12,14,-31.06,-60.70,0.00,Pedestrian
12,15,-128.92,15.44,0.00,Pedestrian
12,16,140.81,39.64,0.00,Pedestrian
12,17,60.71,65.16,0.00,Pedestrian
12,18,-62.79,-135.14,0.00,Pedestrian
13,0,91.16,11.79,0.09,Vehicle
13,1,146.45,-138.74,0.03,Vehicle
13,2,-46.81,-97.03,0.08,Vehicle
13,3,7.81,-98.87,0.00,Vehicle
13,4,-103.62,-12.39,0.32,Vehicle
13,5,55.90,-107.43,0.00,Vehicle
13,6,-146.49,-138.95,0.00,Vehicle
13,7,-137.94,-4.03,0.78,Vehicle
13,8,-62.62,-124.77,0.00,Pedestrian
13,9,-86.94,-95.72,0.00,Pedestrian
13,10,95.72,-117.43,0.00,Pedestrian
13,11,140.93,124.47,0.00,Pedestrian
13,12,15.54,117.89,0.00,Pedestrian
13,13,15.54,131.54,0.00,Pedestrian
13,14,-31.06,-60.61,0.00,Pedestrian
13,15,-128.92,15.44,0.00,Pedestrian
13,16,140.81,39.64,0.00,Pedestrian
13,17,60.61,65.16,0.00,Pedestrian
13,18,-62.62,-135.14,0.00,Pedestrian
14,0,91.16,11.78,0.09,Vehicle
14,1,146.45,-138.74,0.01,Vehicle
14,2,-46.81,-97.03,0.05,Vehicle
14,3,7.81,-98.87,0.00,Vehicle
14,4,-103.62,-12.38,0.38,Vehicle
14,5,55.90,-107.43,0.00,Vehicle
14,6,-146.49,-138.95,0.00,Vehicle
14,7,-137.94,-4.09,0.60,Vehicle
14,8,-62.59,-124.77,0.00,Pedestrian
14,9,-86.94,-95.72,0.00,Pedestrian
14,10,95.72,-117.43,0.00,Pedestrian
14,11,140.93,124.47,0.00,Pedestrian
14,12,15.51,117.89,0.00,Pedestrian
14,13,15.51,131.54,0.00,Pedestrian
14,14,-31.06,-60.59,0.00,Pedestrian
14,15,-128.92,15.44,0.00,Pedestrian
14,16,140.81,39.64,0.00,Pedestrian
14,17,60.59,65.16,0.00,Pedestrian
14,18,-62.59,-135.14,0.00,Pedestrian
15,0,91.75,11.80,0.02,Vehicle
15,1,146.45,-138.74,0.01,Vehicle
15,2,-46.57,-97.02,0.02,Vehicle
15,3,7.83,-98.92,0.00,Vehicle
15,4,-103.62,-12.37,0.45,Vehicle
15,5,55.89,-108.02,0.00,Vehicle
15,6,-146.49,-138.95,0.00,Vehicle
15,7,-137.91,-3.87,0.51,Vehicle
15,8,-62.76,-124.81,0.00,Pedestrian
15,9,-87.12,-95.72,0.00,Pedestrian
15,10,95.72,-117.25,0.00,Pedestrian
15,11,140.93,124.65,0.00,Pedestrian
15,12,15.68,117.93,0.00,Pedestrian
15,13,15.68,131.56,0.00,Pedestrian
15,14,-31.20,-60.69,0.00,Pedestrian
15,15,-128.74,15.44,0.00,Pedestrian
15,16,140.81,39.46,0.00,Pedestrian
15,17,60.57,64.98,0.00,Pedestrian
15,18,-62.76,-135.16,0.00,Pedestrian
16,0,91.75,11.79,0.25,Vehicle
16,1,146.45,-138.74,0.03,Vehicle
16,2,-46.58,-97.03,0.07,Vehicle
16,3,7.83,-98.92,0.00,Vehicle
16,4,-103.62,-12.36,0.55,Vehicle
16,5,55.89,-108.02,0.00,Vehicle
16,6,-146.49,-138.95,0.00,Vehicle
16,7,-137.92,-4.06,0.77,Vehicle
16,8,-62.62,-124.81,0.00,Pedestrian
16,9,-87.12,-95.72,0.00,Pedestrian
16,10,95.72,-117.25,0.00,Pedestrian
16,11,140.93,124.65,0.00,Pedestrian
16,12,15.54,117.93,0.00,Pedestrian
16,13,15.54,131.56,0.00,Pedestrian
16,14,-31.20,-60.60,0.00,Pedestrian
16,15,-128.74,15.44,0.00,Pedestrian
16,16,140.81,39.46,0.00,Pedestrian
16,17,60.57,64.98,0.00,Pedestrian
16,18,-62.62,-135.16,0.00,Pedestrian
17,0,91.74,11.78,0.28,Vehicle
17,1,146.45,-138.74,0.01,Vehicle
17,2,-46.58,-97.03,0.05,Vehicle
17,3,7.83,-98.92,0.00,Vehicle
17,4,-103.62,-12.35,0.61,Vehicle
17,5,55.89,-108.02,0.00,Vehicle
17,6,-146.49,-138.95,0.00,Vehicle
17,7,-137.91,-4.10,0.50,Vehicle
17,8,-62.59,-124.81,0.00,Pedestrian
17,9,-87.12,-95.72,0.00,Pedestrian
17,10,95.72,-117.25,0.00,Pedestrian
17,11,140.93,124.65,0.00,Pedestrian
17,12,15.51,117.93,0.00,Pedestrian
17,13,15.51,131.56,0.00,Pedestrian
17,14,-31.20,-60.59,0.00,Pedestrian
17,15,-128.74,15.44,0.00,Pedestrian
17,16,140.81,39.46,0.00,Pedestrian
17,17,60.57,64.98,0.00,Pedestrian
17,18,-62.59,-135.16,0.00,Pedestrian
18,0,92.38,11.80,0.11,Vehicle
18,1,146.45,-138.74,0.00,Vehicle
18,2,-46.32,-97.02,0.02,Vehicle
18,3,7.84,-98.95,0.00,Vehicle
18,4,-103.62,-12.33,0.69,Vehicle
18,5,55.87,-108.66,0.00,Vehicle
18,6,-146.49,-138.95,0.00,Vehicle
18,7,-137.88,-3.86,0.49,Vehicle
18,8,-62.77,-124.85,0.00,Pedestrian
18,9,-87.31,-95.72,0.00,Pedestrian
18,10,95.72,-117.06,0.00,Pedestrian
18,11,140.93,124.84,0.00,Pedestrian
18,12,15.69,117.97,0.00,Pedestrian
18,13,15.69,131.57,0.00,Pedestrian
18,14,-31.36,-60.70,0.00,Pedestrian
18,15,-128.55,15.44,0.00,Pedestrian
18,16,140.81,39.27,0.00,Pedestrian
18,17,60.71,65.11,0.00,Pedestrian
18,18,-62.77,-135.18,0.00,Pedestrian
19,0,92.37,11.78,0.31,Vehicle
19,1,146.45,-138.74,0.03,Vehicle
19,2,-46.32,-97.02,0.08,Vehicle
19,3,7.84,-98.95,0.00,Vehicle
19,4,-103.62,-12.31,0.79,Vehicle
19,5,55.87,-108.66,0.00,Vehicle
19,6,-146.49,-138.95,0.00,Vehicle
19,7,-137.89,-4.06,0.74,Vehicle
19,8,-62.62,-124.85,0.00,Pedestrian
19,9,-87.31,-95.72,0.00,Pedestrian
19,10,95.72,-117.06,0.00,Pedestrian
19,11,140.93,124.84,0.00,Pedestrian
19,12,15.54,117.97,0.00,Pedestrian
19,13,15.54,131.57,0.00,Pedestrian
19,14,-31.36,-60.61,0.00,Pedestrian
19,15,-128.55,15.44,0.00,Pedestrian
19,16,140.81,39.27,0.00,Pedestrian
19,17,60.61,65.11,0.00,Pedestrian
19,18,-62.62,-135.18,0.00,Pedestrian
20,0,92.69,11.79,0.26,Vehicle
20,1,146.45,-138.74,0.01,Vehicle
20,2,-46.32,-97.02,0.05,Vehicle
20,3,7.84,-98.96,0.00,Vehicle
20,4,-103.62,-12.30,0.86,Vehicle
20,5,55.87,-108.98,0.00,Vehicle
20,6,-146.49,-138.95,0.00,Vehicle
20,7,-137.87,-3.97,0.47,Vehicle
20,8,-62.68,-124.87,0.00,Pedestrian
20,9,-87.40,-95.72,0.00,Pedestrian
20,10,95.72,-116.97,0.00,Pedestrian
20,11,140.93,124.93,0.00,Pedestrian
20,12,15.60,117.98,0.00,Pedestrian
20,13,15.60,131.58,0.00,Pedestrian
20,14,-31.43,-60.64,0.00,Pedestrian
20,15,-128.45,15.44,0.00,Pedestrian
20,16,140.81,39.17,0.00,Pedestrian
20,17,60.58,65.02,0.00,Pedestrian
20,18,-62.69,-135.19,0.00,Pedestrian
21,0,92.69,11.78,0.21,Vehicle
21,1,146.45,-138.74,0.02,Vehicle
21,2,-46.32,-97.02,0.02,Vehicle
21,3,7.84,-98.96,0.00,Vehicle
21,4,-103.62,-12.28,0.94,Vehicle
21,5,55.87,-108.98,0.00,Vehicle
21,6,-146.49,-138.95,0.00,Vehicle
21,7,-137.87,-4.09,0.69,Vehicle
21,8,-62.60,-124.87,0.00,Pedestrian
21,9,-87.40,-95.72,0.00,Pedestrian
21,10,95.72,-116.97,0.00,Pedestrian
21,11,140.93,124.93,0.00,Pedestrian
21,12,15.52,117.98,0.00,Pedestrian
21,13,15.52,131.58,0.00,Pedestrian
21,14,-31.43,-60.60,0.00,Pedestrian
21,15,-128.45,15.44,0.00,Pedestrian
21,16,140.81,39.17,0.00,Pedestrian
21,17,60.58,65.02,0.00,Pedestrian
21,18,-62.60,-135.19,0.00,Pedestrian
22,0,92.69,11.78,0.06,Vehicle
22,1,146.46,-138.74,0.01,Vehicle
22,2,-46.32,-97.02,0.01,Vehicle
22,3,7.84,-98.96,0.00,Vehicle
22,4,-103.62,-12.28,0.23,Vehicle
22,5,55.87,-108.98,0.00,Vehicle
22,6,-146.49,-138.95,0.00,Vehicle
22,7,-137.87,-4.11,0.42,Vehicle
22,8,-62.59,-124.87,0.00,Pedestrian
22,9,-87.40,-95.72,0.00,Pedestrian
22,10,95.72,-116.97,0.00,Pedestrian
22,11,140.93,124.93,0.00,Pedestrian
22,12,15.50,117.98,0.00,Pedestrian
22,13,15.50,131.58,0.00,Pedestrian
22,14,-31.43,-60.59,0.00,Pedestrian
22,15,-128.45,15.44,0.00,Pedestrian
22,16,140.81,39.17,0.00,Pedestrian
22,17,60.58,65.02,0.00,Pedestrian
22,18,-62.59,-135.19,0.00,Pedestrian
23,0,93.26,11.79,0.03,Vehicle
23,1,146.46,-138.74,0.00,Vehicle
23,2,-46.10,-97.01,0.01,Vehicle
23,3,7.84,-98.98,0.00,Vehicle
23,4,-103.62,-12.28,0.18,Vehicle
23,5,55.85,-109.55,0.00,Vehicle
23,6,-146.49,-138.95,0.00,Vehicle
23,7,-137.84,-3.89,0.29,Vehicle
23,8,-62.75,-124.91,0.00,Pedestrian
23,9,-87.58,-95.72,0.00,Pedestrian
23,10,95.72,-116.79,0.00,Pedestrian
23,11,140.93,125.11,0.00,Pedestrian
23,12,15.67,118.02,0.00,Pedestrian
23,13,15.67,131.60,0.00,Pedestrian
23,14,-31.57,-60.68,0.00,Pedestrian
23,15,-128.28,15.44,0.00,Pedestrian
23,16,140.81,39.00,0.00,Pedestrian
23,17,60.71,65.13,0.00,Pedestrian
23,18,-62.75,-135.20,0.00,Pedestrian
24,0,93.25,11.78,0.30,Vehicle
24,1,146.46,-138.74,0.03,Vehicle
24,2,-46.10,-97.02,0.09,Vehicle
24,3,7.84,-98.98,0.00,Vehicle
24,4,-103.62,-12.27,0.15,Vehicle
24,5,55.85,-109.55,0.00,Vehicle
24,6,-146.49,-138.95,0.00,Vehicle
24,7,-137.85,-4.07,0.66,Vehicle
24,8,-62.62,-124.91,0.00,Pedestrian
24,9,-87.58,-95.72,0.00,Pedestrian
24,10,95.72,-116.79,0.00,Pedestrian
24,11,140.93,125.11,0.00,Pedestrian
24,12,15.53,118.02,0.00,Pedestrian
24,13,15.53,131.60,0.00,Pedestrian
24,14,-31.57,-60.60,0.00,Pedestrian
24,15,-128.28,15.44,0.00,Pedestrian
24,16,140.81,39.00,0.00,Pedestrian
24,17,60.61,65.13,0.00,Pedestrian
24,18,-62.62,-135.20,0.00,Pedestrian
25,0,93.25,11.77,0.29,Vehicle
25,1,146.46,-138.74,0.01,Vehicle
25,2,-46.10,-97.02,0.04,Vehicle
25,3,7.84,-98.98,0.00,Vehicle
25,4,-103.62,-12.27,0.18,Vehicle
25,5,55.85,-109.55,0.00,Vehicle
25,6,-146.49,-138.95,0.00,Vehicle
25,7,-137.84,-4.10,0.43,Vehicle
25,8,-62.59,-124.91,0.00,Pedestrian
25,9,-87.58,-95.72,0.00,Pedestrian
25,10,95.72,-116.79,0.00,Pedestrian
25,11,140.93,125.11,0.00,Pedestrian
25,12,15.51,118.02,0.00,Pedestrian
25,13,15.51,131.60,0.00,Pedestrian
25,14,-31.57,-60.59,0.00,Pedestrian
25,15,-128.28,15.44,0.00,Pedestrian
25,16,140.81,39.00,0.00,Pedestrian
25,17,60.59,65.13,0.00,Pedestrian
25,18,-62.59,-135.20,0.00,Pedestrian
26,0,93.25,11.77,0.11,Vehicle
26,1,146.46,-138.74,0.01,Vehicle
26,2,-46.10,-97.02,0.01,Vehicle
26,3,7.84,-98.98,0.00,Vehicle
26,4,-103.62,-12.26,0.26,Vehicle
26,5,55.85,-109.55,0.00,Vehicle
26,6,-146.49,-138.95,0.00,Vehicle
26,7,-137.84,-4.11,0.41,Vehicle
26,8,-62.58,-124.91,0.00,Pedestrian
26,9,-87.58,-95.72,0.00,Pedestrian
26,10,95.72,-116.79,0.00,Pedestrian
26,11,140.93,125.11,0.00,Pedestrian
26,12,15.50,118.02,0.00,Pedestrian
26,13,15.50,131.60,0.00,Pedestrian
26,14,-31.57,-60.58,0.00,Pedestrian
26,15,-128.28,15.44,0.00,Pedestrian
26,16,140.81,39.00,0.00,Pedestrian
26,17,60.58,65.13,0.00,Pedestrian
26,18,-62.58,-135.20,0.00,Pedestrian
27,0,93.25,11.77,0.01,Vehicle
27,1,146.46,-138.74,0.00,Vehicle
27,2,-46.10,-97.02,0.01,Vehicle
27,3,7.84,-98.98,0.00,Vehicle
27,4,-103.62,-12.26,0.35,Vehicle
27,5,55.85,-109.55,0.00,Vehicle
27,6,-146.49,-138.95,0.00,Vehicle
27,7,-137.83,-4.12,0.27,Vehicle
27,8,-62.58,-124.91,0.00,Pedestrian
27,9,-87.58,-95.72,0.00,Pedestrian
27,10,95.72,-116.79,0.00,Pedestrian
27,11,140.93,125.11,0.00,Pedestrian
27,12,15.50,118.02,0.00,Pedestrian
27,13,15.50,131.60,0.00,Pedestrian
27,14,-31.57,-60.58,0.00,Pedestrian
27,15,-128.28,15.44,0.00,Pedestrian
27,16,140.81,39.00,0.00,Pedestrian
27,17,60.58,65.13,0.00,Pedestrian
27,18,-62.58,-135.20,0.00,Pedestrian
28,0,94.23,11.80,0.02,Vehicle
28,1,146.46,-138.74,0.00,Vehicle
28,2,-45.71,-97.00,0.01,Vehicle
28,3,7.85,-99.00,0.00,Vehicle
28,4,-103.62,-12.25,0.16,Vehicle
28,5,55.83,-110.53,0.00,Vehicle
28,6,-146.49,-138.95,0.00,Vehicle
28,7,-137.80,-3.73,0.27,Vehicle
28,8,-62.87,-124.97,0.00,Pedestrian
28,9,-87.87,-95.73,0.00,Pedestrian
28,10,95.72,-116.50,0.00,Pedestrian
28,11,140.93,125.40,0.00,Pedestrian
28,12,15.79,118.07,0.00,Pedestrian
28,13,15.79,131.62,0.00,Pedestrian
28,14,-31.81,-60.76,0.00,Pedestrian
28,15,-127.99,15.44,0.00,Pedestrian
28,16,140.81,38.71,0.00,Pedestrian
28,17,60.56,64.84,0.00,Pedestrian
28,18,-62.88,-135.23,0.00,Pedestrian
29,0,94.21,11.78,0.55,Vehicle
29,1,146.46,-138.74,0.04,Vehicle
29,2,-45.71,-97.01,0.13,Vehicle
29,3,7.85,-99.00,0.01,Vehicle
29,4,-103.62,-12.24,0.32,Vehicle
29,5,55.83,-110.53,0.00,Vehicle
29,6,-146.49,-138.95,0.00,Vehicle
29,7,-137.81,-3.93,0.67,Vehicle
29,8,-62.67,-124.97,0.00,Pedestrian
29,9,-87.87,-95.73,0.00,Pedestrian
29,10,95.72,-116.50,0.00,Pedestrian
29,11,140.93,125.40,0.00,Pedestrian
29,12,15.59,118.07,0.00,Pedestrian
29,13,15.59,131.62,0.00,Pedestrian
29,14,-31.81,-60.62,0.00,Pedestrian
29,15,-127.99,15.44,0.00,Pedestrian
29,16,140.81,38.71,0.00,Pedestrian
29,17,60.56,64.84,0.00,Pedestrian
29,18,-62.68,-135.23,0.00,Pedestrian
30,0,94.21,11.77,0.51,Vehicle
30,1,146.46,-138.74,0.01,Vehicle
30,2,-45.71,-97.01,0.06,Vehicle
30,3,7.85,-99.00,0.00,Vehicle
30,4,-103.62,-12.23,0.35,Vehicle
30,5,55.83,-110.53,0.00,Vehicle
30,6,-146.49,-138.95,0.00,Vehicle
30,7,-137.81,-4.08,0.72,Vehicle
30,8,-62.60,-124.97,0.00,Pedestrian
30,9,-87.87,-95.73,0.00,Pedestrian
30,10,95.72,-116.50,0.00,Pedestrian
30,11,140.93,125.40,0.00,Pedestrian
30,12,15.52,118.07,0.00,Pedestrian
30,13,15.52,131.62,0.00,Pedestrian
30,14,-31.81,-60.59,0.00,Pedestrian
30,15,-127.99,15.44,0.00,Pedestrian
30,16,140.81,38.71,0.00,Pedestrian
30,17,60.56,64.84,0.00,Pedestrian
30,18,-62.60,-135.23,0.00,Pedestrian
31,0,94.87,11.79,0.48,Vehicle
31,1,146.46,-138.74,0.01,Vehicle
31,2,-45.45,-97.00,0.02,Vehicle
31,3,7.85,-99.03,0.00,Vehicle
31,4,-103.62,-12.22,0.43,Vehicle
31,5,55.81,-111.19,0.00,Vehicle
31,6,-146.49,-138.95,0.00,Vehicle
31,7,-137.78,-3.84,0.53,Vehicle
31,8,-62.78,-125.02,0.00,Pedestrian
31,9,-88.07,-95.73,0.00,Pedestrian
31,10,95.72,-116.30,0.00,Pedestrian
31,11,140.94,125.60,0.00,Pedestrian
31,12,15.70,118.11,0.00,Pedestrian
31,13,15.70,131.64,0.00,Pedestrian
31,14,-31.97,-60.70,0.00,Pedestrian
31,15,-127.79,15.44,0.00,Pedestrian
31,16,140.81,38.51,0.00,Pedestrian
31,17,60.70,64.98,0.00,Pedestrian
31,18,-62.78,-135.25,0.00,Pedestrian
