t,p_t_x,p_t_y,h_t,v_t,e_t,|A_t|,|M_t|,Pi
3790,-4.68,37.90,5.03,20.61,0.9559,19,0,None
3791,-4.68,37.90,5.03,20.61,0.9559,19,0,None
3792,-4.63,39.92,5.04,20.84,0.9558,19,0,None
3793,-4.63,39.92,5.04,20.84,0.9558,19,0,None
3794,-4.63,39.92,5.04,20.84,0.9558,19,0,None
3795,-4.63,39.92,5.04,20.84,0.9558,19,0,None
3796,-4.60,41.68,5.04,21.81,0.9558,19,0,None
3797,-4.60,41.68,5.04,21.81,0.9558,19,0,None
3798,-4.60,41.68,5.04,21.81,0.9558,19,0,None
3799,-4.58,42.68,5.04,22.61,0.9557,19,0,None
3800,-4.58,42.68,5.04,22.61,0.9557,19,0,None
3801,-4.55,44.03,5.04,23.05,0.9557,19,0,None
3802,-4.55,44.03,5.04,23.05,0.9557,19,0,None
3803,-4.55,44.03,5.04,23.05,0.9557,19,0,None
3804,-4.55,44.03,5.04,23.05,0.9557,19,0,None
3805,-4.51,45.86,5.04,23.64,0.9557,19,0,None
3806,-4.51,45.86,5.04,23.64,0.9557,19,0,None
3807,-4.51,45.86,5.04,23.64,0.9557,19,0,None
3808,-4.49,46.93,5.04,24.42,0.9556,19,0,None
3809,-4.48,47.49,5.04,24.85,0.9556,19,0,None
3810,-4.48,47.49,5.04,24.85,0.9556,19,0,None
3811,-4.48,47.49,5.04,24.85,0.9556,19,0,None
3812,-4.48,47.49,5.04,24.85,0.9556,19,0,None
3813,-4.43,49.87,5.04,25.08,0.9556,19,0,None
3814,-4.43,49.87,5.04,25.08,0.9556,19,0,None
3815,-4.43,49.87,5.04,25.08,0.9556,19,0,None
3816,-4.43,49.87,5.04,25.08,0.9556,19,0,None
3817,-4.39,51.85,5.04,26.03,0.9555,19,0,None
3818,-4.39,51.85,5.04,26.03,0.9555,19,0,None
3819,-4.37,53.03,5.04,26.79,0.9555,19,0,None
3820,-4.37,53.03,5.04,26.79,0.9555,19,0,None
3821,-4.37,53.03,5.04,26.79,0.9555,19,0,None
3822,-4.35,54.00,5.04,0.00,0.9555,19,0,None
3823,-4.35,54.00,5.04,0.00,0.9555,19,0,None
3824,-4.35,54.00,5.04,0.00,0.9555,19,0,None
3825,-4.35,54.00,5.04,0.00,0.9555,19,0,None
3826,-4.35,54.00,5.04,0.00,0.9554,19,0,None
3827,-4.35,54.00,5.04,0.00,0.9554,19,0,None
3828,-4.35,54.00,5.04,0.00,0.9554,19,0,None
3829,-4.35,54.00,5.04,0.00,0.9554,19,0,None
3830,-4.35,54.00,5.04,0.00,0.9554,19,0,None
3831,-4.35,54.00,5.04,0.00,0.9554,19,0,None
3832,-4.35,54.00,5.04,0.00,0.9554,19,0,None
3833,-4.35,54.00,5.04,0.00,0.9554,19,0,None
3834,-4.35,54.00,5.04,0.00,0.9554,19,0,None
3835,-4.35,54.00,5.04,0.00,0.9554,19,0,None
3836,-4.35,54.00,5.04,0.00,0.9554,19,0,None
3837,-4.35,54.00,5.04,0.00,0.9553,19,0,None
3838,-4.35,54.00,5.04,0.00,0.9553,19,0,None
3839,-4.35,54.00,5.04,0.00,0.9553,19,0,None
3840,-4.35,54.00,5.04,0.00,0.9553,19,0,None
3841,-4.35,54.00,5.04,0.00,0.9553,19,0,None
3842,-4.35,54.00,5.04,0.00,0.9553,19,0,None
3843,-4.35,54.00,5.04,0.00,0.9552,19,0,None
3844,-4.35,54.00,5.04,0.00,0.9552,19,0,None
3845,-4.35,54.00,5.04,0.00,0.9552,19,0,None
3846,-4.35,54.00,5.04,0.00,0.9552,19,0,None
3847,-4.35,54.00,5.04,0.00,0.9552,19,0,None
3848,-4.35,54.00,5.04,0.00,0.9552,19,0,None
3849,-4.35,54.00,5.04,0.00,0.9552,19,0,None
3850,-4.35,54.00,5.04,0.00,0.9552,19,0,None
3851,-4.35,54.00,5.04,0.00,0.9552,19,0,None
3852,-4.35,54.00,5.04,0.00,0.9551,19,0,None
3853,-4.35,54.00,5.04,0.00,0.9551,19,0,None
3854,-4.35,54.00,5.04,0.00,0.9551,19,0,None
3855,-4.35,54.00,5.04,0.00,0.9551,19,0,None
3856,-4.35,54.00,5.04,0.00,0.9551,19,0,None
3857,-4.35,54.00,5.04,0.00,0.9551,19,0,None
3858,-4.35,54.00,5.04,0.00,0.9551,19,0,None
3859,-4.35,54.00,5.04,0.00,0.9551,19,0,None
3860,-4.35,54.00,5.04,0.00,0.9550,19,0,None
3861,-4.35,54.00,5.04,0.00,0.9550,19,0,None
3862,-4.35,54.00,5.04,0.00,0.9550,19,0,None
3863,-4.35,54.00,5.04,0.00,0.9550,19,0,None
3864,-4.35,54.00,5.04,0.00,0.9550,19,0,None
3865,-4.35,54.00,5.04,0.00,0.9550,19,0,None
3866,-4.35,54.00,5.04,0.00,0.9550,19,0,None
3867,-4.35,54.00,5.04,0.00,0.9550,19,0,None
3868,-4.35,54.00,5.04,0.00,0.9550,19,0,None
3869,-4.35,54.00,5.04,0.00,0.9550,19,0,None
3870,-4.35,54.00,5.04,0.00,0.9550,19,0,None
3871,-4.35,54.00,5.04,0.00,0.9550,19,0,None
3872,-4.35,54.00,5.04,0.00,0.9549,19,0,None
3873,-4.35,54.00,5.04,0.00,0.9549,19,0,None
3874,-4.35,54.00,5.04,0.00,0.9549,19,0,None
3875,-4.35,54.00,5.04,0.00,0.9549,19,0,None
3876,-4.35,54.00,5.04,0.00,0.9549,19,0,None
3877,-4.35,53.97,5.04,0.57,0.9549,19,0,None
3878,-4.35,53.97,5.04,0.57,0.9549,19,0,None
3879,-4.35,53.97,5.04,0.57,0.9549,19,0,None
3880,-4.35,53.90,5.04,1.14,0.9548,19,0,None
3881,-4.35,53.90,5.04,1.14,0.9548,19,0,None
3882,-4.35,53.90,5.04,1.14,0.9548,19,0,None
3883,-4.35,53.80,5.04,1.71,0.9548,19,0,None
3884,-4.35,53.80,5.04,1.71,0.9548,19,0,None
3885,-4.35,53.80,5.04,1.71,0.9548,19,0,None
3886,-4.35,53.80,5.04,1.71,0.9548,19,0,None
3887,-4.35,53.80,5.04,1.71,0.9548,19,0,None
3888,-4.34,53.57,5.04,2.29,0.9547,19,0,None
3889,-4.34,53.57,5.04,2.29,0.9547,19,0,None
3890,-4.34,53.57,5.04,2.29,0.9547,19,0,None
3891,-4.34,53.34,5.04,3.33,0.9547,19,0,None
3892,-4.34,53.34,5.04,3.33,0.9547,19,0,None
3893,-4.34,53.34,5.04,3.33,0.9547,19,0,None
3894,-4.34,53.34,5.04,3.33,0.9547,19,0,None
3895,-4.33,53.09,5.04,4.00,0.9547,19,0,None
3896,-4.33,53.09,5.04,4.00,0.9547,19,0,None
3897,-4.33,52.89,5.04,4.62,0.9546,19,0,None
3898,-4.33,52.79,5.04,5.06,0.9546,19,0,None
3899,-4.33,52.79,5.04,5.06,0.9546,19,0,None
3900,-4.33,52.79,5.04,5.06,0.9546,19,0,None
3901,-4.33,52.79,5.04,5.06,0.9546,19,0,None
3902,-4.33,52.79,5.04,5.06,0.9546,19,0,None
3903,-4.31,52.26,5.04,5.27,0.9546,19,0,None
3904,-4.31,52.26,5.04,5.27,0.9546,19,0,None
3905,-4.31,52.26,5.04,5.27,0.9546,19,0,None
3906,-4.31,52.26,5.04,5.27,0.9546,19,0,None
3907,-4.31,52.26,5.04,5.27,0.9546,19,0,None
3908,-4.31,52.26,5.04,5.27,0.9546,19,0,None
3909,-4.30,51.54,5.04,6.27,0.9545,19,0,None
3910,-4.30,51.54,5.04,6.27,0.9545,19,0,None
3911,-4.30,51.54,5.04,6.27,0.9545,19,0,None
3912,-4.29,51.09,5.04,7.42,0.9545,19,0,None
3913,-4.29,51.09,5.04,7.42,0.9545,19,0,None
3914,-4.28,50.70,5.04,8.03,0.9544,19,0,None
3915,-4.28,50.70,5.04,8.03,0.9544,19,0,None
3916,-4.28,50.70,5.04,8.03,0.9544,19,0,None
3917,-4.27,50.12,5.04,8.50,0.9544,19,0,None
3918,-4.27,50.12,5.04,8.50,0.9544,19,0,None
3919,-4.27,50.12,5.04,8.50,0.9544,19,0,None
3920,-4.26,49.68,5.04,9.19,0.9544,19,0,None
3921,-4.26,49.68,5.04,9.19,0.9544,19,0,None
3922,-4.26,49.68,5.04,9.19,0.9544,19,0,None
3923,-4.25,49.08,5.04,9.67,0.9543,19,0,None
3924,-4.25,49.08,5.04,9.67,0.9543,19,0,None
3925,-4.25,49.08,5.04,9.67,0.9543,19,0,None
3926,-4.24,48.50,5.04,10.29,0.9543,19,0,None
3927,-4.24,48.50,5.04,10.29,0.9543,19,0,None
3928,-4.24,48.50,5.04,10.29,0.9543,19,0,None
3929,-4.23,47.88,5.04,10.85,0.9543,19,0,None
3930,-4.23,47.88,5.04,10.85,0.9543,19,0,None
3931,-4.23,47.88,5.04,10.85,0.9543,19,0,None
3932,-4.21,47.01,5.04,11.43,0.9542,19,0,None
3933,-4.21,47.01,5.04,11.43,0.9542,19,0,None
3934,-4.21,47.01,5.04,11.43,0.9542,19,0,None
3935,-4.20,46.45,5.04,12.19,0.9542,19,0,None
3936,-4.19,46.17,5.04,12.64,0.9542,19,0,None
3937,-4.19,46.17,5.04,12.64,0.9542,19,0,None
3938,-4.19,46.17,5.04,12.64,0.9542,19,0,None
3939,-4.19,46.17,5.04,12.64,0.9542,19,0,None
3940,-4.19,46.17,5.04,12.64,0.9542,19,0,None
3941,-4.17,44.93,5.04,12.87,0.9542,19,0,None
3942,-4.17,44.93,5.04,12.87,0.9542,19,0,None
3943,-4.17,44.93,5.04,12.87,0.9542,19,0,None
3944,-4.17,44.93,5.04,12.87,0.9542,19,0,None
3945,-4.14,43.82,5.04,13.83,0.9541,19,0,None
3946,-4.14,43.82,5.04,13.83,0.9541,19,0,None
3947,-4.13,43.18,5.04,14.64,0.9541,19,0,None
3948,-4.13,43.18,5.04,14.64,0.9541,19,0,None
3949,-4.13,43.18,5.04,14.64,0.9541,19,0,None
3950,-4.11,42.28,5.04,15.07,0.9540,19,0,None
3951,-4.11,42.28,5.04,15.07,0.9540,19,0,None
3952,-4.11,42.28,5.04,15.07,0.9540,19,0,None
3953,-4.11,42.28,5.04,15.07,0.9540,19,0,None
3954,-4.09,40.98,5.04,15.67,0.9540,19,0,None
3955,-4.09,40.98,5.04,15.67,0.9540,19,0,None
3956,-4.07,40.24,5.04,16.50,0.9540,19,0,None
3957,-4.07,40.24,5.04,16.50,0.9540,19,0,None
3958,-4.06,39.80,5.04,16.95,0.9540,19,0,None
3959,-4.06,39.80,5.04,16.95,0.9540,19,0,None
3960,-4.06,39.80,5.04,16.95,0.9540,19,0,None
3961,-4.06,39.80,5.04,16.95,0.9540,19,0,None
3962,-4.06,39.80,5.04,16.95,0.9540,19,0,None
3963,-4.06,39.80,5.04,16.95,0.9540,19,0,None
3964,-4.02,37.73,5.04,17.21,0.9539,19,0,None
3965,-4.02,37.73,5.04,17.21,0.9539,19,0,None
3966,-4.02,37.73,5.04,17.21,0.9539,19,0,None
3967,-3.99,36.48,5.04,18.41,0.9539,19,0,None
3968,-3.99,36.48,5.04,18.41,0.9539,19,0,None
3969,-3.98,35.56,5.04,19.09,0.9538,19,0,None
3970,-3.98,35.56,5.04,19.09,0.9538,19,0,None
3971,-3.98,35.56,5.04,19.09,0.9538,19,0,None
3972,-3.98,35.56,5.04,19.09,0.9538,19,0,None
3973,-3.98,35.56,5.04,19.09,0.9538,19,0,None
3974,-3.94,33.89,5.04,19.57,0.9538,19,0,None
3975,-3.94,33.89,5.04,19.57,0.9538,19,0,None
3976,-3.92,32.88,5.04,20.42,0.9538,19,0,None
3977,-3.92,32.88,5.04,20.42,0.9538,19,0,None
3978,-3.92,32.88,5.04,20.42,0.9538,19,0,None
3979,-3.92,32.88,5.04,20.42,0.9538,19,0,None
3980,-3.89,31.42,5.04,20.92,0.9537,19,0,None
3981,-3.89,31.42,5.04,20.92,0.9537,19,0,None
3982,-3.89,31.42,5.04,20.92,0.9537,19,0,None
3983,-3.89,31.42,5.04,20.92,0.9537,19,0,None
3984,-3.85,29.45,5.04,21.62,0.9537,19,0,None
3985,-3.85,29.45,5.04,21.62,0.9537,19,0,None
3986,-3.85,29.45,5.04,21.62,0.9537,19,0,None
3987,-3.85,29.45,5.04,21.62,0.9537,19,0,None
3988,-3.82,27.74,5.04,22.53,0.9536,19,0,None
3989,-3.82,27.74,5.04,22.53,0.9536,19,0,None
3990,-3.80,26.69,5.04,23.29,0.9536,19,0,None
3991,-3.80,26.69,5.04,23.29,0.9536,19,0,None
3992,-3.80,26.69,5.04,23.29,0.9536,19,0,None
3993,-3.80,26.69,5.04,23.29,0.9536,19,0,None
3994,-3.76,24.95,5.04,23.74,0.9536,19,0,None
3995,-3.76,24.95,5.04,23.74,0.9536,19,0,None
3996,-3.76,24.95,5.04,23.74,0.9536,19,0,None
3997,-3.76,24.95,5.04,23.74,0.9536,19,0,None
3998,-3.76,24.95,5.04,23.74,0.9536,19,0,None
3999,-3.71,22.38,5.04,24.47,0.9535,19,0,None
4000,-3.71,22.38,5.04,24.47,0.9535,19,0,None
4001,-3.69,21.21,5.04,25.52,0.9535,19,0,None
4002,-3.69,21.21,5.04,25.52,0.9535,19,0,None
4003,-3.69,21.21,5.04,25.52,0.9535,19,0,None
4004,-3.69,21.21,5.04,25.52,0.9535,19,0,None
4005,-3.69,21.21,5.04,25.52,0.9535,19,0,None
4006,-3.63,18.66,5.04,25.98,0.9534,19,0,None
4007,-3.63,18.66,5.04,25.98,0.9534,19,0,None
4008,-3.63,18.66,5.04,25.98,0.9534,19,0,None
4009,-3.63,18.66,5.04,25.98,0.9534,19,0,None
4010,-3.60,17.00,5.04,0.00,0.9534,19,0,None
4011,-3.60,17.00,5.04,0.00,0.9534,19,0,None
4012,-3.60,17.00,5.04,0.00,0.9534,19,0,None
4013,-3.60,17.00,5.04,0.00,0.9534,19,0,None
4014,-3.60,17.00,5.04,0.00,0.9534,19,0,None
4015,-3.60,17.00,5.04,0.00,0.9534,19,0,None
4016,-3.60,17.00,5.04,0.00,0.9534,19,0,None
4017,-3.60,17.00,5.04,0.00,0.9533,19,0,None
4018,-3.60,17.00,5.04,0.00,0.9533,19,0,None
4019,-3.60,17.00,5.04,0.00,0.9533,19,0,None
4020,-3.60,17.00,5.04,0.00,0.9533,19,0,None
4021,-3.60,17.00,5.04,0.00,0.9533,19,0,None
4022,-3.60,17.00,5.04,0.00,0.9533,19,0,None
4023,-3.60,17.00,5.04,0.00,0.9532,19,0,None
4024,-3.60,17.00,5.04,0.00,0.9532,19,0,None
4025,-3.60,17.00,5.04,0.00,0.9532,19,0,None
4026,-3.60,17.00,5.04,0.00,0.9532,19,0,None
4027,-3.60,17.00,5.04,0.00,0.9532,19,0,None
4028,-3.60,17.00,5.04,0.00,0.9532,19,0,None
4029,-3.60,17.00,5.04,0.00,0.9532,19,0,None
4030,-3.60,17.00,5.04,0.00,0.9532,19,0,None
4031,-3.60,17.00,5.04,0.00,0.9532,19,0,None
4032,-3.60,17.00,5.04,0.00,0.9532,19,0,None
4033,-3.60,17.00,5.04,0.00,0.9532,19,0,None
4034,-3.60,17.00,5.04,0.00,0.9531,19,0,None
4035,-3.60,17.00,5.04,0.00,0.9531,19,0,None
4036,-3.60,17.00,5.04,0.00,0.9531,19,0,None
4037,-3.60,17.00,5.04,0.00,0.9531,19,0,None
4038,-3.60,17.00,5.04,0.00,0.9531,19,0,None
4039,-3.60,17.00,5.04,0.00,0.9531,19,0,None
4040,-3.60,17.00,5.04,0.00,0.9531,19,0,None
4041,-3.60,17.00,5.04,0.00,0.9530,19,0,None
4042,-3.60,17.00,5.04,0.00,0.9530,19,0,None
4043,-3.60,17.00,5.04,0.00,0.9530,19,0,None
4044,-3.60,17.00,5.04,0.00,0.9530,19,0,None
4045,-3.60,17.00,5.04,0.00,0.9530,19,0,None
4046,-3.60,17.00,5.04,0.00,0.9530,19,0,None
4047,-3.60,17.00,5.04,0.00,0.9530,19,0,None
4048,-3.60,17.00,5.04,0.00,0.9530,19,0,None
4049,-3.60,17.00,5.04,0.00,0.9530,19,0,None
4050,-3.60,17.00,5.04,0.00,0.9530,19,0,None
4051,-3.60,17.00,5.04,0.00,0.9529,19,0,None
4052,-3.60,17.00,5.04,0.00,0.9529,19,0,None
4053,-3.60,17.00,5.04,0.00,0.9529,19,0,None
4054,-3.60,17.00,5.04,0.00,0.9529,19,0,None
4055,-3.60,17.00,5.04,0.00,0.9529,19,0,None
4056,-3.60,17.00,5.04,0.00,0.9529,19,0,None
4057,-3.60,17.00,5.04,0.00,0.9529,19,0,None
4058,-3.60,17.00,5.04,0.00,0.9528,19,0,None
4059,-3.60,17.00,5.04,0.00,0.9528,19,0,None
4060,-3.60,17.00,5.04,0.00,0.9528,19,0,None
4061,-3.60,17.00,5.04,0.00,0.9528,19,0,None
4062,-3.60,17.00,5.04,0.00,0.9528,19,0,None
4063,-3.60,17.00,5.04,0.00,0.9528,19,0,None
4064,-3.60,17.00,5.04,0.00,0.9528,19,0,None
4065,-3.60,17.00,5.04,0.00,0.9528,19,0,None
4066,-3.60,17.00,5.04,0.00,0.9528,19,0,None
4067,-3.60,17.00,5.04,0.00,0.9528,19,0,None
4068,-3.60,17.00,5.04,0.00,0.9527,19,0,None
4069,-3.60,17.00,5.04,0.00,0.9527,19,0,None
4070,-3.60,17.00,5.04,0.00,0.9527,19,0,None
4071,-3.60,17.00,5.04,0.00,0.9527,19,0,None
4072,-3.60,17.00,5.04,0.00,0.9527,19,0,None
4073,-3.60,17.00,5.04,0.00,0.9527,19,0,None
4074,-3.60,17.00,5.04,0.00,0.9527,19,0,None
4075,-3.60,17.00,5.04,0.00,0.9527,19,0,None
4076,-3.60,17.00,5.04,0.00,0.9527,19,0,None
4077,-3.60,17.00,5.04,0.00,0.9527,19,0,None
4078,-3.60,17.00,5.04,0.00,0.9526,19,0,None
4079,-3.60,17.00,5.04,0.00,0.9526,19,0,None
4080,-3.60,17.00,5.04,0.00,0.9526,19,0,None
4081,-3.60,17.00,5.04,0.00,0.9526,19,0,None
4082,-3.60,17.00,5.04,0.00,0.9526,19,0,None
4083,-3.60,17.00,5.04,0.00,0.9526,19,0,None
4084,-3.60,17.00,5.04,0.00,0.9526,19,0,None
4085,-3.60,17.00,5.04,0.00,0.9525,19,0,None
4086,-3.60,17.00,5.04,0.00,0.9525,19,0,None
4087,-3.60,17.00,5.04,0.00,0.9525,19,0,None
4088,-3.60,17.05,5.04,0.68,0.9525,19,0,None
4089,-3.60,17.05,5.04,0.68,0.9525,19,0,None
4090,-3.60,17.05,5.04,0.68,0.9525,19,0,None
4091,-3.60,17.05,5.04,0.68,0.9525,19,0,None
4092,-3.60,17.05,5.04,0.68,0.9525,19,0,None
4093,-3.60,17.05,5.04,0.68,0.9525,19,0,None
4094,-3.60,17.20,5.04,1.36,0.9524,19,0,None
4095,-3.60,17.20,5.04,1.36,0.9524,19,0,None
4096,-3.60,17.20,5.04,1.36,0.9524,19,0,None
4097,-3.59,17.37,5.04,2.50,0.9524,19,0,None
4098,-3.59,17.37,5.04,2.50,0.9524,19,0,None
4099,-3.59,17.37,5.04,2.50,0.9524,19,0,None
4100,-3.59,17.37,5.04,2.50,0.9524,19,0,None
4101,-3.59,17.37,5.04,2.50,0.9524,19,0,None
4102,-3.59,17.65,5.04,3.17,0.9524,19,0,None
4103,-3.59,17.65,5.04,3.17,0.9524,19,0,None
4104,-3.59,17.65,5.04,3.17,0.9524,19,0,None
4105,-3.58,17.93,5.04,4.05,0.9523,19,0,None
4106,-3.58,17.93,5.04,4.05,0.9523,19,0,None
4107,-3.58,17.93,5.04,4.05,0.9523,19,0,None
4108,-3.58,18.15,5.04,4.74,0.9523,19,0,None
4109,-3.58,18.15,5.04,4.74,0.9523,19,0,None
4110,-3.58,18.15,5.04,4.74,0.9523,19,0,None
4111,-3.58,18.15,5.04,4.74,0.9523,19,0,None
4112,-3.57,18.60,5.04,5.21,0.9522,19,0,None
4113,-3.57,18.60,5.04,5.21,0.9522,19,0,None
4114,-3.56,18.89,5.04,6.07,0.9522,19,0,None
4115,-3.56,18.89,5.04,6.07,0.9522,19,0,None
4116,-3.56,18.89,5.04,6.07,0.9522,19,0,None
4117,-3.56,18.89,5.04,6.07,0.9522,19,0,None
4118,-3.55,19.33,5.04,6.55,0.9522,19,0,None
4119,-3.55,19.33,5.04,6.55,0.9522,19,0,None
4120,-3.55,19.33,5.04,6.55,0.9522,19,0,None
4121,-3.55,19.33,5.04,6.55,0.9522,19,0,None
4122,-3.54,19.96,5.04,7.23,0.9521,19,0,None
4123,-3.54,19.96,5.04,7.23,0.9521,19,0,None
4124,-3.54,19.96,5.04,7.23,0.9521,19,0,None
4125,-3.53,20.52,5.04,8.09,0.9521,19,0,None
4126,-3.53,20.52,5.04,8.09,0.9521,19,0,None
4127,-3.53,20.52,5.04,8.09,0.9521,19,0,None
4128,-3.52,20.91,5.04,8.79,0.9521,19,0,None
4129,-3.52,21.17,5.04,9.23,0.9521,19,0,None
4130,-3.52,21.17,5.04,9.23,0.9521,19,0,None
4131,-3.52,21.17,5.04,9.23,0.9521,19,0,None
4132,-3.52,21.17,5.04,9.23,0.9521,19,0,None
4133,-3.52,21.17,5.04,9.23,0.9521,19,0,None
4134,-3.50,22.14,5.04,9.52,0.9520,19,0,None
4135,-3.50,22.14,5.04,9.52,0.9520,19,0,None
4136,-3.50,22.14,5.04,9.52,0.9520,19,0,None
4137,-3.50,22.14,5.04,9.52,0.9520,19,0,None
4138,-3.50,22.14,5.04,9.52,0.9520,19,0,None
4139,-3.48,23.10,5.04,10.54,0.9519,19,0,None
4140,-3.48,23.10,5.04,10.54,0.9519,19,0,None
4141,-3.48,23.10,5.04,10.54,0.9519,19,0,None
4142,-3.46,23.74,5.04,11.44,0.9519,19,0,None
4143,-3.46,23.74,5.04,11.44,0.9519,19,0,None
4144,-3.45,24.35,5.04,12.00,0.9519,19,0,None
4145,-3.45,24.35,5.04,12.00,0.9519,19,0,None
4146,-3.45,24.35,5.04,12.00,0.9519,19,0,None
4147,-3.45,24.35,5.04,12.00,0.9519,19,0,None
4148,-3.43,25.43,5.04,12.51,0.9518,19,0,None
4149,-3.43,25.43,5.04,12.51,0.9518,19,0,None
4150,-3.43,25.43,5.04,12.51,0.9518,19,0,None
4151,-3.42,26.03,5.04,13.38,0.9518,19,0,None
4152,-3.41,26.39,5.04,13.82,0.9518,19,0,None
4153,-3.41,26.39,5.04,13.82,0.9518,19,0,None
4154,-3.41,26.39,5.04,13.82,0.9518,19,0,None
4155,-3.41,26.39,5.04,13.82,0.9518,19,0,None
4156,-3.41,26.39,5.04,13.82,0.9518,19,0,None
4157,-3.41,26.39,5.04,13.82,0.9518,19,0,None
4158,-3.38,28.07,5.04,14.09,0.9517,19,0,None
4159,-3.38,28.07,5.04,14.09,0.9517,19,0,None
4160,-3.38,28.07,5.04,14.09,0.9517,19,0,None
4161,-3.35,29.10,5.04,15.28,0.9517,19,0,None
4162,-3.35,29.10,5.04,15.28,0.9517,19,0,None
4163,-3.35,29.10,5.04,15.28,0.9517,19,0,None
4164,-3.34,29.85,5.04,15.95,0.9517,19,0,None
4165,-3.34,29.85,5.04,15.95,0.9517,19,0,None
4166,-3.34,29.85,5.04,15.95,0.9517,19,0,None
4167,-3.34,29.85,5.04,15.95,0.9517,19,0,None
4168,-3.31,31.15,5.04,16.42,0.9516,19,0,None
4169,-3.31,31.15,5.04,16.42,0.9516,19,0,None
4170,-3.30,31.99,5.04,17.22,0.9516,19,0,None
4171,-3.30,31.99,5.04,17.22,0.9516,19,0,None
4172,-3.30,31.99,5.04,17.22,0.9516,19,0,None
4173,-3.27,33.14,5.04,17.70,0.9516,19,0,None
4174,-3.27,33.14,5.04,17.70,0.9516,19,0,None
4175,-3.27,33.14,5.04,17.70,0.9516,19,0,None
4176,-3.25,34.28,5.04,18.35,0.9515,19,0,None
4177,-3.25,34.28,5.04,18.35,0.9515,19,0,None
4178,-3.25,34.28,5.04,18.35,0.9515,19,0,None
4179,-3.23,35.43,5.04,18.98,0.9515,19,0,None
4180,-3.23,35.43,5.04,18.98,0.9515,19,0,None
4181,-3.23,35.43,5.04,18.98,0.9515,19,0,None
4182,-3.23,35.43,5.04,18.98,0.9515,19,0,None
4183,-3.23,35.43,5.04,18.98,0.9515,19,0,None
4184,-3.19,37.05,5.04,19.58,0.9515,19,0,None
4185,-3.19,37.05,5.04,19.58,0.9515,19,0,None
4186,-3.17,37.97,5.04,20.41,0.9514,19,0,None
4187,-3.16,38.49,5.04,20.86,0.9514,19,0,None
4188,-3.16,38.49,5.04,20.86,0.9514,19,0,None
4189,-3.16,38.49,5.04,20.86,0.9514,19,0,None
4190,-3.16,38.49,5.04,20.86,0.9514,19,0,None
4191,-3.16,38.49,5.04,20.86,0.9514,19,0,None
4192,-3.16,38.49,5.04,20.86,0.9514,19,0,None
4193,-3.12,40.92,5.04,21.11,0.9513,19,0,None
4194,-3.12,40.92,5.04,21.11,0.9513,19,0,None
4195,-3.12,40.92,5.04,21.11,0.9513,19,0,None
4196,-3.09,42.37,5.05,22.26,0.9513,19,0,None
4197,-3.09,42.37,5.05,22.26,0.9513,19,0,None
4198,-3.06,43.48,5.07,22.91,0.9513,19,0,None
4199,-3.06,43.48,5.07,22.91,0.9513,19,0,None
4200,-3.06,43.48,5.07,22.91,0.9513,19,0,None
4201,-3.06,43.48,5.07,22.91,0.9513,19,0,None
4202,-3.03,45.22,5.09,23.40,0.9512,19,0,None
4203,-3.03,45.22,5.09,23.40,0.9512,19,0,None
4204,-3.03,45.22,5.09,23.40,0.9512,19,0,None
4205,-3.00,46.39,5.10,24.14,0.9512,19,0,None
4206,-3.00,46.39,5.10,24.14,0.9512,19,0,None
4207,-3.00,46.39,5.10,24.14,0.9512,19,0,None
4208,-2.97,47.97,5.12,24.63,0.9512,19,0,None
4209,-2.97,47.97,5.12,24.63,0.9512,19,0,None
4210,-2.97,47.97,5.12,24.63,0.9512,19,0,None
4211,-2.94,49.51,5.14,25.27,0.9511,19,0,None
4212,-2.94,49.51,5.14,25.27,0.9511,19,0,None
4213,-2.94,49.51,5.14,25.27,0.9511,19,0,None
4214,-2.91,51.09,5.04,25.92,0.9511,19,0,None
4215,-2.91,51.09,5.04,25.92,0.9511,19,0,None
4216,-2.91,51.09,5.04,25.92,0.9511,19,0,None
4217,-2.91,51.09,5.04,25.92,0.9511,19,0,None
4218,-2.87,53.20,5.11,26.50,0.9511,19,0,None
4219,-2.87,53.20,5.11,26.50,0.9511,19,0,None
4220,-2.85,54.00,5.11,0.00,0.9510,19,0,None
4221,-2.85,54.00,5.11,0.00,0.9510,19,0,None
4222,-2.85,54.00,5.11,0.00,0.9510,19,0,None
4223,-2.85,54.00,5.11,0.00,0.9510,19,0,None
4224,-2.85,54.00,5.11,0.00,0.9510,19,0,None
4225,-2.85,54.00,5.11,0.00,0.9510,19,0,None
4226,-2.85,54.00,5.11,0.00,0.9510,19,0,None
4227,-2.85,54.00,5.11,0.00,0.9510,19,0,None
4228,-2.85,54.00,5.11,0.00,0.9510,19,0,None
4229,-2.85,54.00,5.11,0.00,0.9510,19,0,None
4230,-2.85,54.00,5.11,0.00,0.9509,19,0,None
4231,-2.85,54.00,5.11,0.00,0.9509,19,0,None
4232,-2.85,54.00,5.11,0.00,0.9509,19,0,None
4233,-2.85,54.00,5.11,0.00,0.9509,19,0,None
4234,-2.85,54.00,5.11,0.00,0.9509,19,0,None
4235,-2.85,54.00,5.11,0.00,0.9509,19,0,None
4236,-2.85,54.00,5.11,0.00,0.9509,19,0,None
4237,-2.85,54.00,5.11,0.00,0.9509,19,0,None
4238,-2.85,54.00,5.11,0.00,0.9509,19,0,None
4239,-2.85,54.00,5.11,0.00,0.9508,19,0,None
