t,p_t_x,p_t_y,h_t,v_t,e_t,|A_t|,|M_t|,Pi
1106,-13.65,19.49,5.18,6.74,0.9857,19,0,None
1107,-13.64,20.05,5.18,7.30,0.9856,19,0,None
1108,-13.64,20.05,5.18,7.30,0.9856,19,0,None
1109,-13.64,20.39,5.18,8.06,0.9856,19,0,None
1110,-13.64,20.39,5.18,8.06,0.9856,19,0,None
1111,-13.64,20.63,5.19,8.48,0.9856,19,0,None
1112,-13.64,20.63,5.19,8.48,0.9856,19,0,None
1113,-13.64,20.63,5.19,8.48,0.9856,19,0,None
1114,-13.64,20.63,5.19,8.48,0.9856,19,0,None
1115,-13.63,21.36,5.19,8.77,0.9855,19,0,None
1116,-13.63,21.36,5.19,8.77,0.9855,19,0,None
1117,-13.63,21.36,5.19,8.77,0.9855,19,0,None
1118,-13.63,22.03,5.19,9.60,0.9855,19,0,None
1119,-13.63,22.03,5.19,9.60,0.9855,19,0,None
1120,-13.63,22.03,5.19,9.60,0.9855,19,0,None
1121,-13.62,22.46,5.19,10.30,0.9855,19,0,None
1122,-13.62,22.68,5.19,10.71,0.9855,19,0,None
1123,-13.62,22.68,5.19,10.71,0.9855,19,0,None
1124,-13.62,22.68,5.19,10.71,0.9855,19,0,None
1125,-13.62,22.68,5.19,10.71,0.9855,19,0,None
1126,-13.61,23.62,5.18,10.92,0.9854,19,0,None
1127,-13.61,23.62,5.18,10.92,0.9854,19,0,None
1128,-13.61,23.62,5.18,10.92,0.9854,19,0,None
1129,-13.61,24.42,5.18,11.78,0.9854,19,0,None
1130,-13.61,24.42,5.18,11.78,0.9854,19,0,None
1131,-13.60,24.94,5.17,12.46,0.9854,19,0,None
1132,-13.60,25.19,5.17,12.88,0.9854,19,0,None
1133,-13.60,25.19,5.17,12.88,0.9854,19,0,None
1134,-13.60,25.19,5.17,12.88,0.9854,19,0,None
1135,-13.60,25.19,5.17,12.88,0.9854,19,0,None
1136,-13.60,25.19,5.17,12.88,0.9854,19,0,None
1137,-13.59,26.33,5.16,13.07,0.9853,19,0,None
1138,-13.59,26.33,5.16,13.07,0.9853,19,0,None
1139,-13.59,26.33,5.16,13.07,0.9853,19,0,None
1140,-13.58,27.27,5.16,13.95,0.9853,19,0,None
1141,-13.58,27.27,5.16,13.95,0.9853,19,0,None
1142,-13.58,27.88,5.15,14.62,0.9852,19,0,None
1143,-13.57,28.17,5.15,15.04,0.9852,19,0,None
1144,-13.57,28.17,5.15,15.04,0.9852,19,0,None
1145,-13.57,28.17,5.15,15.04,0.9852,19,0,None
1146,-13.57,28.17,5.15,15.04,0.9852,19,0,None
1147,-13.57,28.17,5.15,15.04,0.9852,19,0,None
1148,-13.56,29.52,5.14,15.23,0.9852,19,0,None
1149,-13.56,29.52,5.14,15.23,0.9852,19,0,None
1150,-13.56,29.52,5.14,15.23,0.9852,19,0,None
1151,-13.55,30.62,5.13,16.11,0.9851,19,0,None
1152,-13.55,30.62,5.13,16.11,0.9851,19,0,None
1153,-13.55,31.33,5.13,16.80,0.9851,19,0,None
1154,-13.54,31.67,5.13,17.22,0.9851,19,0,None
1155,-13.54,31.67,5.13,17.22,0.9851,19,0,None
1156,-13.54,31.67,5.13,17.22,0.9851,19,0,None
1157,-13.54,31.67,5.13,17.22,0.9851,19,0,None
1158,-13.54,31.67,5.13,17.22,0.9851,19,0,None
1159,-13.53,33.32,5.11,17.42,0.9851,19,0,None
1160,-13.53,33.32,5.11,17.42,0.9851,19,0,None
1161,-13.53,33.32,5.11,17.42,0.9851,19,0,None
1162,-13.53,33.32,5.11,17.42,0.9851,19,0,None
1163,-13.52,34.77,5.10,18.37,0.9850,19,0,None
1164,-13.52,34.77,5.10,18.37,0.9850,19,0,None
1165,-13.51,35.59,5.10,19.15,0.9850,19,0,None
1166,-13.51,35.59,5.10,19.15,0.9850,19,0,None
1167,-13.51,35.59,5.10,19.15,0.9850,19,0,None
1168,-13.50,36.73,5.09,19.59,0.9850,19,0,None
1169,-13.50,36.73,5.09,19.59,0.9850,19,0,None
1170,-13.50,36.73,5.09,19.59,0.9850,19,0,None
1171,-13.50,36.73,5.09,19.59,0.9850,19,0,None
1172,-13.49,38.30,5.10,20.17,0.9849,19,0,None
1173,-13.49,38.30,5.10,20.17,0.9849,19,0,None
1174,-13.48,39.22,5.11,20.94,0.9849,19,0,None
1175,-13.47,39.69,5.10,21.38,0.9849,19,0,None
1176,-13.47,39.69,5.10,21.38,0.9849,19,0,None
1177,-13.47,39.69,5.10,21.38,0.9849,19,0,None
1178,-13.47,39.69,5.10,21.38,0.9849,19,0,None
1179,-13.47,39.69,5.10,21.38,0.9849,19,0,None
1180,-13.46,41.74,5.09,21.60,0.9848,19,0,None
1181,-13.46,41.74,5.09,21.60,0.9848,19,0,None
1182,-13.46,41.74,5.09,21.60,0.9848,19,0,None
1183,-13.46,41.74,5.09,21.60,0.9848,19,0,None
1184,-13.44,43.45,5.08,22.55,0.9848,19,0,None
1185,-13.44,43.45,5.08,22.55,0.9848,19,0,None
1186,-13.43,44.43,5.07,23.31,0.9848,19,0,None
1187,-13.43,44.43,5.07,23.31,0.9848,19,0,None
1188,-13.42,45.71,5.06,23.73,0.9847,19,0,None
1189,-13.42,45.71,5.06,23.73,0.9847,19,0,None
1190,-13.42,45.71,5.06,23.73,0.9847,19,0,None
1191,-13.42,45.71,5.06,23.73,0.9847,19,0,None
1192,-13.41,47.38,5.05,24.27,0.9847,19,0,None
1193,-13.41,47.38,5.05,24.27,0.9847,19,0,None
1194,-13.40,48.46,5.04,24.96,0.9847,19,0,None
1195,-13.39,48.97,5.04,25.39,0.9847,19,0,None
1196,-13.39,48.97,5.04,25.39,0.9847,19,0,None
1197,-13.38,50.14,5.04,25.59,0.9846,19,0,None
1198,-13.38,50.14,5.04,25.59,0.9846,19,0,None
1199,-13.38,50.14,5.04,25.59,0.9846,19,0,None
1200,-13.38,50.14,5.04,25.59,0.9846,19,0,None
1201,-13.38,50.14,5.04,25.59,0.9846,19,0,None
1202,-13.38,50.14,5.04,25.59,0.9846,19,0,None
1203,-13.36,52.97,5.04,26.05,0.9846,19,0,None
1204,-13.36,52.97,5.04,26.05,0.9846,19,0,None
1205,-13.35,53.91,5.04,16.50,0.9845,19,0,None
1206,-13.35,53.91,5.04,16.50,0.9845,19,0,None
1207,-13.35,53.91,5.04,16.50,0.9845,19,0,None
1208,-13.35,54.00,5.04,0.00,0.9845,19,0,None
1209,-13.35,54.00,5.04,0.00,0.9845,19,0,None
1210,-13.35,54.00,5.04,0.00,0.9845,19,0,None
1211,-13.35,54.00,5.04,0.00,0.9845,19,0,None
1212,-13.35,54.00,5.04,0.00,0.9845,19,0,None
1213,-13.35,54.00,5.04,0.00,0.9845,19,0,None
1214,-13.35,54.00,5.04,0.00,0.9845,19,0,None
1215,-13.35,54.00,5.04,0.00,0.9845,19,0,None
1216,-13.35,54.00,5.04,0.00,0.9844,19,0,None
1217,-13.35,54.00,5.04,0.00,0.9844,19,0,None
1218,-13.35,54.00,5.04,0.00,0.9844,19,0,None
1219,-13.35,54.00,5.04,0.00,0.9844,19,0,None
1220,-13.35,54.00,5.04,0.00,0.9844,19,0,None
1221,-13.35,54.00,5.04,0.00,0.9844,19,0,None
1222,-13.35,54.00,5.04,0.00,0.9844,19,0,None
1223,-13.35,54.00,5.04,0.00,0.9844,19,0,None
1224,-13.35,54.00,5.04,0.00,0.9844,19,0,None
1225,-13.35,54.00,5.04,0.00,0.9843,19,0,None
1226,-13.35,54.00,5.04,0.00,0.9843,19,0,None
1227,-13.35,54.00,5.04,0.00,0.9843,19,0,None
1228,-13.35,54.00,5.04,0.00,0.9843,19,0,None
1229,-13.35,54.00,5.04,0.00,0.9843,19,0,None
1230,-13.35,54.00,5.04,0.00,0.9843,19,0,None
1231,-13.35,54.00,5.04,0.00,0.9843,19,0,None
1232,-13.35,54.00,5.04,0.00,0.9843,19,0,None
1233,-13.35,54.00,5.04,0.00,0.9842,19,0,None
1234,-13.35,54.00,5.04,0.00,0.9842,19,0,None
1235,-13.35,54.00,5.04,0.00,0.9842,19,0,None
1236,-13.35,54.00,5.04,0.00,0.9842,19,0,None
1237,-13.35,54.00,5.04,0.00,0.9842,19,0,None
1238,-13.35,54.00,5.04,0.00,0.9842,19,0,None
1239,-13.35,54.00,5.04,0.00,0.9842,19,0,None
1240,-13.35,54.00,5.04,0.00,0.9842,19,0,None
1241,-13.35,54.00,5.04,0.00,0.9842,19,0,None
1242,-13.35,54.00,5.04,0.00,0.9841,19,0,None
1243,-13.35,54.00,5.04,0.00,0.9841,19,0,None
1244,-13.35,54.00,5.04,0.00,0.9841,19,0,None
1245,-13.35,54.00,5.04,0.00,0.9841,19,0,None
1246,-13.35,54.00,5.04,0.00,0.9841,19,0,None
1247,-13.35,54.00,5.04,0.00,0.9841,19,0,None
1248,-13.35,54.00,5.04,0.00,0.9841,19,0,None
1249,-13.35,54.00,5.04,0.00,0.9841,19,0,None
1250,-13.35,54.00,5.04,0.00,0.9841,19,0,None
1251,-13.35,54.00,5.04,0.00,0.9841,19,0,None
1252,-13.35,54.00,5.04,0.00,0.9841,19,0,None
1253,-13.35,54.00,5.04,0.00,0.9840,19,0,None
1254,-13.35,54.00,5.04,0.00,0.9840,19,0,None
1255,-13.35,54.00,5.04,0.00,0.9840,19,0,None
1256,-13.35,54.00,5.04,0.00,0.9840,19,0,None
1257,-13.35,54.00,5.04,0.00,0.9840,19,0,None
1258,-13.35,54.00,5.04,0.00,0.9840,19,0,None
1259,-13.35,54.00,5.04,0.00,0.9840,19,0,None
1260,-13.35,54.00,5.04,0.00,0.9840,19,0,None
1261,-13.35,54.00,5.04,0.00,0.9839,19,0,None
1262,-13.35,54.00,5.04,0.00,0.9839,19,0,None
1263,-13.35,54.00,5.04,0.00,0.9839,19,0,None
1264,-13.35,54.00,5.04,0.00,0.9839,19,0,None
1265,-13.35,54.00,5.04,0.00,0.9839,19,0,None
1266,-13.35,54.00,5.04,0.00,0.9839,19,0,None
1267,-13.35,54.00,5.04,0.00,0.9839,19,0,None
1268,-13.35,54.00,5.04,0.00,0.9839,19,0,None
1269,-13.35,54.00,5.04,0.00,0.9838,19,0,None
1270,-13.35,54.00,5.04,0.00,0.9838,19,0,None
1271,-13.35,54.00,5.04,0.00,0.9838,19,0,None
1272,-13.35,54.00,5.04,0.00,0.9838,19,0,None
1273,-13.35,54.00,5.04,0.00,0.9838,19,0,None
1274,-13.35,54.00,5.04,0.00,0.9838,19,0,None
1275,-13.35,54.00,5.04,0.00,0.9838,19,0,None
1276,-13.35,54.00,5.04,0.00,0.9838,19,0,None
1277,-13.35,54.00,5.04,0.00,0.9838,19,0,None
1278,-13.35,54.00,5.04,0.00,0.9837,19,0,None
1279,-13.35,54.00,5.04,0.00,0.9837,19,0,None
1280,-13.35,54.00,5.04,0.00,0.9837,19,0,None
1281,-13.35,54.00,5.04,0.00,0.9837,19,0,None
1282,-13.35,54.00,5.04,0.00,0.9837,19,0,None
1283,-13.35,54.00,5.04,0.00,0.9837,19,0,None
1284,-13.35,54.00,5.04,0.00,0.9837,19,0,None
1285,-13.35,54.00,5.04,0.00,0.9837,19,0,None
1286,-13.35,54.00,5.04,0.00,0.9837,19,0,None
1287,-13.35,54.00,5.04,0.00,0.9837,19,0,None
1288,-13.35,54.00,5.04,0.00,0.9837,19,0,None
1289,-13.35,54.00,5.04,0.00,0.9837,19,0,None
1290,-13.35,53.94,5.04,0.55,0.9836,19,0,None
1291,-13.35,53.94,5.04,0.55,0.9836,19,0,None
1292,-13.35,53.94,5.04,0.55,0.9836,19,0,None
1293,-13.35,53.84,5.04,1.56,0.9836,19,0,None
1294,-13.35,53.84,5.04,1.56,0.9836,19,0,None
1295,-13.35,53.84,5.04,1.56,0.9836,19,0,None
1296,-13.34,53.72,5.04,2.21,0.9835,19,0,None
1297,-13.34,53.72,5.04,2.21,0.9835,19,0,None
1298,-13.34,53.72,5.04,2.21,0.9835,19,0,None
1299,-13.34,53.58,5.04,2.76,0.9835,19,0,None
1300,-13.34,53.58,5.04,2.76,0.9835,19,0,None
1301,-13.34,53.58,5.04,2.76,0.9835,19,0,None
1302,-13.34,53.39,5.04,3.26,0.9835,19,0,None
1303,-13.34,53.39,5.04,3.26,0.9835,19,0,None
1304,-13.33,53.23,5.04,3.84,0.9834,19,0,None
1305,-13.33,53.15,5.04,4.27,0.9834,19,0,None
1306,-13.33,53.15,5.04,4.27,0.9834,19,0,None
1307,-13.33,52.94,5.04,4.46,0.9834,19,0,None
1308,-13.33,52.94,5.04,4.46,0.9834,19,0,None
1309,-13.33,52.94,5.04,4.46,0.9834,19,0,None
1310,-13.33,52.94,5.04,4.46,0.9834,19,0,None
1311,-13.33,52.94,5.04,4.46,0.9834,19,0,None
1312,-13.32,52.41,5.04,4.93,0.9834,19,0,None
1313,-13.32,52.41,5.04,4.93,0.9834,19,0,None
1314,-13.32,52.41,5.04,4.93,0.9834,19,0,None
1315,-13.31,52.07,5.04,6.00,0.9833,19,0,None
1316,-13.31,52.07,5.04,6.00,0.9833,19,0,None
1317,-13.31,52.07,5.04,6.00,0.9833,19,0,None
1318,-13.30,51.77,5.04,6.56,0.9833,19,0,None
1319,-13.30,51.77,5.04,6.56,0.9833,19,0,None
1320,-13.30,51.77,5.04,6.56,0.9833,19,0,None
1321,-13.30,51.30,5.04,7.03,0.9833,19,0,None
1322,-13.30,51.30,5.04,7.03,0.9833,19,0,None
1323,-13.30,51.30,5.04,7.03,0.9833,19,0,None
1324,-13.29,50.86,5.04,7.70,0.9832,19,0,None
1325,-13.29,50.86,5.04,7.70,0.9832,19,0,None
1326,-13.28,50.40,5.04,8.26,0.9832,19,0,None
1327,-13.28,50.40,5.04,8.26,0.9832,19,0,None
1328,-13.28,50.40,5.04,8.26,0.9832,19,0,None
1329,-13.27,49.94,5.04,8.82,0.9832,19,0,None
1330,-13.27,49.94,5.04,8.82,0.9832,19,0,None
1331,-13.26,49.55,5.04,9.35,0.9831,19,0,None
1332,-13.26,49.55,5.04,9.35,0.9831,19,0,None
1333,-13.26,49.55,5.04,9.35,0.9831,19,0,None
1334,-13.26,49.55,5.04,9.35,0.9831,19,0,None
1335,-13.25,48.84,5.04,9.77,0.9831,19,0,None
1336,-13.25,48.84,5.04,9.77,0.9831,19,0,None
1337,-13.23,48.29,5.04,10.49,0.9831,19,0,None
1338,-13.23,48.29,5.04,10.49,0.9831,19,0,None
1339,-13.23,48.29,5.04,10.49,0.9831,19,0,None
1340,-13.22,47.81,5.04,11.01,0.9831,19,0,None
1341,-13.22,47.81,5.04,11.01,0.9831,19,0,None
1342,-13.22,47.81,5.04,11.01,0.9831,19,0,None
1343,-13.21,47.00,5.04,11.45,0.9830,19,0,None
1344,-13.21,47.00,5.04,11.45,0.9830,19,0,None
1345,-13.21,47.00,5.04,11.45,0.9830,19,0,None
1346,-13.19,46.34,5.04,12.16,0.9830,19,0,None
1347,-13.19,46.34,5.04,12.16,0.9830,19,0,None
1348,-13.18,45.77,5.04,12.70,0.9830,19,0,None
1349,-13.18,45.77,5.04,12.70,0.9830,19,0,None
1350,-13.18,45.77,5.04,12.70,0.9830,19,0,None
1351,-13.17,44.89,5.04,13.15,0.9829,19,0,None
1352,-13.17,44.89,5.04,13.15,0.9829,19,0,None
1353,-13.17,44.89,5.04,13.15,0.9829,19,0,None
1354,-13.15,44.10,5.04,13.82,0.9829,19,0,None
1355,-13.15,44.10,5.04,13.82,0.9829,19,0,None
1356,-13.15,44.10,5.04,13.82,0.9829,19,0,None
1357,-13.13,43.35,5.04,14.39,0.9829,19,0,None
1358,-13.13,43.35,5.04,14.39,0.9829,19,0,None
1359,-13.12,42.66,5.04,14.91,0.9828,19,0,None
1360,-13.12,42.66,5.04,14.91,0.9828,19,0,None
1361,-13.12,42.66,5.04,14.91,0.9828,19,0,None
1362,-13.10,41.83,5.04,15.37,0.9828,19,0,None
1363,-13.10,41.83,5.04,15.37,0.9828,19,0,None
1364,-13.10,41.83,5.04,15.37,0.9828,19,0,None
1365,-13.09,40.98,5.04,15.91,0.9828,19,0,None
1366,-13.09,40.98,5.04,15.91,0.9828,19,0,None
1367,-13.09,40.98,5.04,15.91,0.9828,19,0,None
1368,-13.06,39.82,5.04,16.45,0.9827,19,0,None
1369,-13.06,39.82,5.04,16.45,0.9827,19,0,None
1370,-13.06,39.82,5.04,16.45,0.9827,19,0,None
1371,-13.04,38.87,5.04,17.15,0.9827,19,0,None
1372,-13.04,38.87,5.04,17.15,0.9827,19,0,None
1373,-13.04,38.87,5.04,17.15,0.9827,19,0,None
1374,-13.02,37.82,5.04,17.71,0.9827,19,0,None
1375,-13.02,37.82,5.04,17.71,0.9827,19,0,None
1376,-13.02,37.82,5.04,17.71,0.9827,19,0,None
1377,-13.00,36.67,5.04,18.30,0.9826,19,0,None
1378,-13.00,36.67,5.04,18.30,0.9826,19,0,None
1379,-13.00,36.67,5.04,18.30,0.9826,19,0,None
1380,-12.98,35.51,5.04,18.93,0.9826,19,0,None
1381,-12.98,35.51,5.04,18.93,0.9826,19,0,None
1382,-12.98,35.51,5.04,18.93,0.9826,19,0,None
1383,-12.95,34.36,5.04,19.54,0.9826,19,0,None
1384,-12.95,34.36,5.04,19.54,0.9826,19,0,None
1385,-12.95,34.36,5.04,19.54,0.9826,19,0,None
1386,-12.93,33.15,5.04,20.13,0.9825,19,0,None
1387,-12.93,33.15,5.04,20.13,0.9825,19,0,None
1388,-12.93,33.15,5.04,20.13,0.9825,19,0,None
1389,-12.90,32.00,5.04,20.73,0.9825,19,0,None
1390,-12.90,32.00,5.04,20.73,0.9825,19,0,None
1391,-12.88,30.97,5.04,21.29,0.9825,19,0,None
1392,-12.88,30.97,5.04,21.29,0.9825,19,0,None
1393,-12.88,30.97,5.04,21.29,0.9825,19,0,None
1394,-12.86,29.62,5.04,21.77,0.9824,19,0,None
1395,-12.86,29.62,5.04,21.77,0.9824,19,0,None
1396,-12.86,29.62,5.04,21.77,0.9824,19,0,None
1397,-12.83,28.26,5.04,22.39,0.9824,19,0,None
1398,-12.83,28.26,5.04,22.39,0.9824,19,0,None
1399,-12.83,28.26,5.04,22.39,0.9824,19,0,None
1400,-12.80,26.95,5.04,23.00,0.9824,19,0,None
1401,-12.80,26.95,5.04,23.00,0.9824,19,0,None
1402,-12.80,26.95,5.04,23.00,0.9824,19,0,None
1403,-12.80,26.95,5.04,23.00,0.9824,19,0,None
1404,-12.77,25.29,5.04,23.57,0.9823,19,0,None
1405,-12.77,25.29,5.04,23.57,0.9823,19,0,None
1406,-12.77,25.29,5.04,23.57,0.9823,19,0,None
1407,-12.74,23.95,5.04,24.27,0.9823,19,0,None
1408,-12.74,23.95,5.04,24.27,0.9823,19,0,None
1409,-12.72,22.90,5.04,24.83,0.9823,19,0,None
1410,-12.72,22.90,5.04,24.83,0.9823,19,0,None
1411,-12.72,22.90,5.04,24.83,0.9823,19,0,None
1412,-12.69,21.25,5.04,25.25,0.9822,19,0,None
1413,-12.69,21.25,5.04,25.25,0.9822,19,0,None
1414,-12.69,21.25,5.04,25.25,0.9822,19,0,None
1415,-12.66,19.75,5.04,25.90,0.9822,19,0,None
1416,-12.65,19.25,5.04,26.48,0.9822,19,0,None
1417,-12.65,19.25,5.04,26.48,0.9822,19,0,None
1418,-12.63,18.24,5.04,26.67,0.9822,19,0,None
1419,-12.63,18.24,5.04,26.67,0.9822,19,0,None
1420,-12.63,18.24,5.04,26.67,0.9822,19,0,None
1421,-12.63,18.24,5.04,26.67,0.9822,19,0,None
1422,-12.63,18.24,5.04,26.67,0.9822,19,0,None
1423,-12.60,17.00,5.05,0.00,0.9821,19,0,None
1424,-12.60,17.00,5.05,0.00,0.9821,19,0,None
1425,-12.60,17.00,5.05,0.00,0.9821,19,0,None
1426,-12.60,17.00,5.05,0.00,0.9821,19,0,None
1427,-12.60,17.00,5.05,0.00,0.9821,19,0,None
1428,-12.60,17.00,5.05,0.00,0.9821,19,0,None
1429,-12.60,17.00,5.05,0.00,0.9821,19,0,None
1430,-12.60,17.00,5.05,0.00,0.9820,19,0,None
1431,-12.60,17.00,5.05,0.00,0.9820,19,0,None
1432,-12.60,17.00,5.05,0.00,0.9820,19,0,None
1433,-12.60,17.00,5.05,0.00,0.9820,19,0,None
1434,-12.60,17.00,5.05,0.00,0.9820,19,0,None
1435,-12.60,17.00,5.05,0.00,0.9820,19,0,None
1436,-12.60,17.00,5.05,0.00,0.9820,19,0,None
1437,-12.60,17.00,5.05,0.00,0.9820,19,0,None
1438,-12.60,17.00,5.05,0.00,0.9820,19,0,None
1439,-12.60,17.00,5.05,0.00,0.9820,19,0,None
1440,-12.60,17.00,5.05,0.00,0.9820,19,0,None
1441,-12.60,17.00,5.05,0.00,0.9819,19,0,None
1442,-12.60,17.00,5.05,0.00,0.9819,19,0,None
1443,-12.60,17.00,5.05,0.00,0.9819,19,0,None
1444,-12.60,17.00,5.05,0.00,0.9819,19,0,None
1445,-12.60,17.00,5.05,0.00,0.9819,19,0,None
1446,-12.60,17.00,5.05,0.00,0.9819,19,0,None
1447,-12.60,17.00,5.05,0.00,0.9819,19,0,None
1448,-12.60,17.00,5.05,0.00,0.9819,19,0,None
1449,-12.60,17.00,5.05,0.00,0.9819,19,0,None
1450,-12.60,17.00,5.05,0.00,0.9818,19,0,None
1451,-12.60,17.00,5.05,0.00,0.9818,19,0,None
1452,-12.60,17.00,5.05,0.00,0.9818,19,0,None
1453,-12.60,17.00,5.05,0.00,0.9818,19,0,None
1454,-12.60,17.00,5.05,0.00,0.9818,19,0,None
1455,-12.60,17.00,5.05,0.00,0.9818,19,0,None
1456,-12.60,17.00,5.05,0.00,0.9818,19,0,None
1457,-12.60,17.00,5.05,0.00,0.9818,19,0,None
1458,-12.60,17.00,5.05,0.00,0.9818,19,0,None
1459,-12.60,17.00,5.05,0.00,0.9817,19,0,None
1460,-12.60,17.00,5.05,0.00,0.9817,19,0,None
1461,-12.60,17.00,5.05,0.00,0.9817,19,0,None
1462,-12.60,17.00,5.05,0.00,0.9817,19,0,None
1463,-12.60,17.00,5.05,0.00,0.9817,19,0,None
1464,-12.60,17.00,5.05,0.00,0.9817,19,0,None
1465,-12.60,17.00,5.05,0.00,0.9817,19,0,None
1466,-12.60,17.00,5.05,0.00,0.9817,19,0,None
1467,-12.60,17.00,5.05,0.00,0.9817,19,0,None
1468,-12.60,17.00,5.05,0.00,0.9816,19,0,None
1469,-12.60,17.00,5.05,0.00,0.9816,19,0,None
1470,-12.60,17.00,5.05,0.00,0.9816,19,0,None
1471,-12.60,17.00,5.05,0.00,0.9816,19,0,None
1472,-12.60,17.00,5.05,0.00,0.9816,19,0,None
1473,-12.60,17.00,5.05,0.00,0.9816,19,0,None
1474,-12.60,17.00,5.05,0.00,0.9816,19,0,None
1475,-12.60,17.00,5.05,0.00,0.9816,19,0,None
1476,-12.60,17.00,5.05,0.00,0.9816,19,0,None
1477,-12.60,17.00,5.05,0.00,0.9815,19,0,None
1478,-12.60,17.00,5.05,0.00,0.9815,19,0,None
1479,-12.60,17.00,5.05,0.00,0.9815,19,0,None
1480,-12.60,17.00,5.05,0.00,0.9815,19,0,None
1481,-12.60,17.00,5.05,0.00,0.9815,19,0,None
1482,-12.60,17.00,5.05,0.00,0.9815,19,0,None
1483,-12.60,17.00,5.05,0.00,0.9815,19,0,None
1484,-12.60,17.00,5.05,0.00,0.9815,19,0,None
1485,-12.60,17.00,5.05,0.00,0.9815,19,0,None
1486,-12.60,17.00,5.05,0.00,0.9815,19,0,None
1487,-12.60,17.00,5.05,0.00,0.9815,19,0,None
1488,-12.60,17.00,5.05,0.00,0.9814,19,0,None
1489,-12.60,17.00,5.05,0.00,0.9814,19,0,None
1490,-12.60,17.00,5.05,0.00,0.9814,19,0,None
1491,-12.60,17.00,5.05,0.00,0.9814,19,0,None
1492,-12.60,17.00,5.05,0.00,0.9814,19,0,None
1493,-12.60,17.00,5.05,0.00,0.9813,19,0,None
1494,-12.60,17.00,5.05,0.00,0.9813,19,0,None
1495,-12.60,17.00,5.05,0.00,0.9813,19,0,None
1496,-12.60,17.00,5.05,0.00,0.9813,19,0,None
1497,-12.60,17.00,5.05,0.00,0.9813,19,0,None
1498,-12.60,17.00,5.05,0.00,0.9813,19,0,None
1499,-12.60,17.00,5.05,0.00,0.9813,19,0,None
1500,-12.60,17.00,5.05,0.00,0.9813,19,0,None
1501,-12.60,17.00,5.05,0.00,0.9813,19,0,None
1502,-12.60,17.00,5.05,0.00,0.9813,19,0,None
1503,-12.60,17.00,5.05,0.00,0.9812,19,0,None
1504,-12.60,17.00,5.05,0.00,0.9812,19,0,None
1505,-12.60,17.03,5.05,0.72,0.9812,19,0,None
1506,-12.60,17.06,5.05,1.15,0.9812,19,0,None
1507,-12.60,17.06,5.05,1.15,0.9812,19,0,None
1508,-12.60,17.06,5.05,1.15,0.9812,19,0,None
1509,-12.60,17.13,5.05,1.39,0.9812,19,0,None
1510,-12.60,17.13,5.05,1.39,0.9812,19,0,None
1511,-12.60,17.13,5.05,1.39,0.9812,19,0,None
1512,-12.60,17.13,5.05,1.39,0.9812,19,0,None
1513,-12.60,17.13,5.05,1.39,0.9812,19,0,None
1514,-12.59,17.33,5.05,1.89,0.9811,19,0,None
1515,-12.59,17.33,5.05,1.89,0.9811,19,0,None
1516,-12.59,17.33,5.05,1.89,0.9811,19,0,None
1517,-12.59,17.33,5.05,1.89,0.9811,19,0,None
1518,-12.59,17.54,5.04,2.94,0.9811,19,0,None
1519,-12.59,17.54,5.04,2.94,0.9811,19,0,None
1520,-12.59,17.54,5.04,2.94,0.9811,19,0,None
1521,-12.58,17.76,5.04,3.66,0.9810,19,0,None
1522,-12.58,17.76,5.04,3.66,0.9810,19,0,None
1523,-12.58,17.76,5.04,3.66,0.9810,19,0,None
1524,-12.58,18.01,5.04,4.28,0.9810,19,0,None
1525,-12.58,18.01,5.04,4.28,0.9810,19,0,None
1526,-12.58,18.01,5.04,4.28,0.9810,19,0,None
1527,-12.57,18.30,5.04,4.86,0.9810,19,0,None
1528,-12.57,18.30,5.04,4.86,0.9810,19,0,None
1529,-12.57,18.30,5.04,4.86,0.9810,19,0,None
1530,-12.57,18.62,5.04,5.45,0.9809,19,0,None
1531,-12.57,18.62,5.04,5.45,0.9809,19,0,None
1532,-12.57,18.62,5.04,5.45,0.9809,19,0,None
1533,-12.56,19.00,5.04,6.04,0.9809,19,0,None
1534,-12.56,19.00,5.04,6.04,0.9809,19,0,None
1535,-12.56,19.00,5.04,6.04,0.9809,19,0,None
1536,-12.55,19.39,5.04,6.67,0.9809,19,0,None
1537,-12.55,19.39,5.04,6.67,0.9809,19,0,None
1538,-12.55,19.39,5.04,6.67,0.9809,19,0,None
1539,-12.54,19.83,5.04,7.25,0.9808,19,0,None
1540,-12.54,19.83,5.04,7.25,0.9808,19,0,None
1541,-12.54,19.83,5.04,7.25,0.9808,19,0,None
1542,-12.53,20.30,5.04,7.86,0.9808,19,0,None
1543,-12.53,20.30,5.04,7.86,0.9808,19,0,None
1544,-12.53,20.30,5.04,7.86,0.9808,19,0,None
1545,-12.52,20.82,5.04,8.45,0.9808,19,0,None
1546,-12.52,20.82,5.04,8.45,0.9808,19,0,None
1547,-12.51,21.30,5.04,9.07,0.9807,19,0,None
1548,-12.51,21.30,5.04,9.07,0.9807,19,0,None
1549,-12.51,21.30,5.04,9.07,0.9807,19,0,None
1550,-12.50,21.83,5.04,9.60,0.9807,19,0,None
1551,-12.50,21.83,5.04,9.60,0.9807,19,0,None
1552,-12.50,21.83,5.04,9.60,0.9807,19,0,None
1553,-12.49,22.39,5.04,10.16,0.9807,19,0,None
1554,-12.49,22.39,5.04,10.16,0.9807,19,0,None
1555,-12.49,22.39,5.04,10.16,0.9807,19,0,None
