TimeStep,PosX,PosZ,Altitude,Velocity,Battery,TrafficAgentsCount,CurrentPolicy
168,5.17,-113.35,5.03,0.00,0.0000,19,None
169,5.17,-113.35,5.03,0.00,0.0000,19,None
170,5.13,-113.24,5.03,0.00,0.0000,19,None
171,5.13,-113.24,5.03,0.00,0.0000,19,None
172,5.13,-113.24,5.03,0.00,0.0000,19,None
173,5.13,-113.24,5.03,0.00,0.0000,19,None
174,5.13,-113.24,5.03,0.00,0.0000,19,None
175,5.13,-113.24,5.03,0.00,0.0000,19,None
176,5.13,-113.24,5.03,0.00,0.0000,19,None
177,5.03,-112.99,5.03,0.00,0.0000,19,None
178,5.03,-112.99,5.03,0.00,0.0000,19,None
179,5.03,-112.99,5.03,0.00,0.0000,19,None
180,5.03,-112.99,5.03,0.00,0.0000,19,None
181,4.97,-112.85,5.03,0.00,0.0000,19,None
182,4.97,-112.85,5.03,0.00,0.0000,19,None
183,4.97,-112.85,5.03,0.00,0.0000,19,None
184,4.92,-112.73,5.03,0.00,0.0000,19,None
185,4.92,-112.73,5.03,0.00,0.0000,19,None
186,4.89,-112.65,5.03,0.00,0.0000,19,None
187,4.89,-112.65,5.03,0.00,0.0000,19,None
188,4.86,-112.59,5.03,0.00,0.0000,19,None
189,4.86,-112.59,5.03,0.00,0.0000,19,None
190,4.86,-112.59,5.03,0.00,0.0000,19,None
191,4.82,-112.48,5.03,0.00,0.0000,19,None
192,4.82,-112.48,5.03,0.00,0.0000,19,None
193,4.82,-112.48,5.03,0.00,0.0000,19,None
194,4.82,-112.48,5.03,0.00,0.0000,19,None
195,4.82,-112.48,5.03,0.00,0.0000,19,None
196,4.74,-112.28,5.03,0.00,0.0000,19,None
197,4.74,-112.28,5.03,0.00,0.0000,19,None
198,4.74,-112.28,5.03,0.00,0.0000,19,None
199,4.74,-112.28,5.03,0.00,0.0000,19,None
200,4.68,-112.15,5.03,0.00,0.0000,19,None
201,4.68,-112.15,5.03,0.00,0.0000,19,None
202,4.66,-112.08,5.03,0.00,0.0000,19,None
203,4.66,-112.08,5.03,0.00,0.0000,19,None
204,4.66,-112.08,5.03,0.00,0.0000,19,None
205,4.66,-112.08,5.03,0.00,0.0000,19,None
206,4.66,-112.08,5.03,0.00,0.0000,19,None
207,4.58,-111.90,5.03,0.00,0.0000,19,None
208,4.58,-111.90,5.03,0.00,0.0000,19,None
209,4.58,-111.90,5.03,0.00,0.0000,19,None
210,4.53,-111.77,5.03,0.00,0.0000,19,None
211,4.53,-111.77,5.03,0.00,0.0000,19,None
212,4.51,-111.70,5.03,0.00,0.0000,19,None
213,4.51,-111.70,5.03,0.00,0.0000,19,None
214,4.51,-111.70,5.03,0.00,0.0000,19,None
215,4.51,-111.70,5.03,0.00,0.0000,19,None
216,4.51,-111.70,5.03,0.00,0.0000,19,None
217,4.43,-111.52,5.03,0.00,0.0000,19,None
218,4.43,-111.52,5.03,0.00,0.0000,19,None
219,4.43,-111.52,5.03,0.00,0.0000,19,None
220,4.38,-111.39,5.03,0.00,0.0000,19,None
221,4.38,-111.39,5.03,0.00,0.0000,19,None
222,4.38,-111.39,5.03,0.00,0.0000,19,None
223,4.38,-111.39,5.03,0.00,0.0000,19,None
224,4.33,-111.26,5.03,0.00,0.0000,19,None
225,4.33,-111.26,5.03,0.00,0.0000,19,None
226,4.33,-111.26,5.03,0.00,0.0000,19,None
227,4.33,-111.26,5.03,0.00,0.0000,19,None
228,4.26,-111.09,5.03,0.00,0.0000,19,None
229,4.26,-111.09,5.03,0.00,0.0000,19,None
230,4.26,-111.09,5.03,0.00,0.0000,19,None
231,4.26,-111.09,5.03,0.00,0.0000,19,None
232,4.20,-110.96,5.03,0.00,0.0000,19,None
233,4.20,-110.96,5.03,0.00,0.0000,19,None
234,4.18,-110.89,5.03,0.00,0.0000,19,None
235,4.18,-110.89,5.03,0.00,0.0000,19,None
236,4.18,-110.89,5.03,0.00,0.0000,19,None
237,4.18,-110.89,5.03,0.00,0.0000,19,None
238,4.18,-110.89,5.03,0.00,0.0000,19,None
239,4.10,-110.71,5.03,0.00,0.0000,19,None
240,4.10,-110.71,5.03,0.00,0.0000,19,None
241,4.07,-110.63,5.03,0.00,0.0000,19,None
242,4.07,-110.63,5.03,0.00,0.0000,19,None
243,4.04,-110.56,5.03,0.00,0.0000,19,None
244,4.04,-110.56,5.03,0.00,0.0000,19,None
245,4.04,-110.56,5.03,0.00,0.0000,19,None
246,4.00,-110.45,5.04,0.00,0.0000,19,None
247,4.00,-110.45,5.04,0.00,0.0000,19,None
248,4.00,-110.45,5.04,0.00,0.0000,19,None
249,4.00,-110.45,5.04,0.00,0.0000,19,None
250,4.00,-110.45,5.04,0.00,0.0000,19,None
251,3.92,-110.25,5.04,0.00,0.0000,19,None
252,3.92,-110.25,5.04,0.00,0.0000,19,None
253,3.92,-110.25,5.04,0.00,0.0000,19,None
254,3.92,-110.25,5.04,0.00,0.0000,19,None
255,3.92,-110.25,5.04,0.00,0.0000,19,None
256,3.85,-110.08,5.04,0.00,0.0000,19,None
257,3.85,-110.08,5.04,0.00,0.0000,19,None
258,3.85,-110.08,5.04,0.00,0.0000,19,None
259,3.80,-109.95,5.04,0.00,0.0000,19,None
260,3.80,-109.95,5.04,0.00,0.0000,19,None
261,3.80,-109.95,5.04,0.00,0.0000,19,None
262,3.80,-109.95,5.04,0.00,0.0000,19,None
263,3.74,-109.82,5.04,0.00,0.0000,19,None
264,3.73,-109.78,5.04,0.00,0.0000,19,None
265,3.73,-109.78,5.04,0.00,0.0000,19,None
266,3.69,-109.69,5.04,0.00,0.0000,19,None
267,3.69,-109.69,5.04,0.00,0.0000,19,None
268,3.69,-109.69,5.04,0.00,0.0000,19,None
269,3.69,-109.69,5.04,0.00,0.0000,19,None
270,3.69,-109.69,5.04,0.00,0.0000,19,None
271,3.61,-109.49,5.04,0.00,0.0000,19,None
272,3.61,-109.49,5.04,0.00,0.0000,19,None
273,3.61,-109.49,5.04,0.00,0.0000,19,None
274,3.61,-109.49,5.04,0.00,0.0000,19,None
275,3.56,-109.36,5.04,0.00,0.0000,19,None
276,3.56,-109.36,5.04,0.00,0.0000,19,None
277,3.53,-109.30,5.04,0.00,0.0000,19,None
278,3.53,-109.30,5.04,0.00,0.0000,19,None
279,3.53,-109.30,5.04,0.00,0.0000,19,None
280,3.53,-109.30,5.04,0.00,0.0000,19,None
281,3.53,-109.30,5.04,0.00,0.0000,19,None
282,3.53,-109.30,5.04,0.00,0.0000,19,None
283,3.44,-109.07,5.04,0.00,0.0000,19,None
284,3.44,-109.07,5.04,0.00,0.0000,19,None
285,3.44,-109.07,5.04,0.00,0.0000,19,None
286,3.44,-109.07,5.04,0.00,0.0000,19,None
287,3.38,-108.93,5.04,0.00,0.0000,19,None
288,3.38,-108.93,5.04,0.00,0.0000,19,None
289,3.36,-108.86,5.04,0.00,0.0000,19,None
290,3.36,-108.86,5.04,0.00,0.0000,19,None
291,3.36,-108.86,5.04,0.00,0.0000,19,None
292,3.31,-108.73,5.04,0.00,0.0000,19,None
293,3.31,-108.73,5.04,0.00,0.0000,19,None
294,3.31,-108.73,5.04,0.00,0.0000,19,None
295,3.25,-108.60,5.04,0.00,0.0000,19,None
296,3.25,-108.60,5.04,0.00,0.0000,19,None
297,3.23,-108.54,5.04,0.00,0.0000,19,None
298,3.23,-108.54,5.04,0.00,0.0000,19,None
299,3.23,-108.54,5.04,0.00,0.0000,19,None
300,3.18,-108.42,5.04,0.00,0.0000,19,None
301,3.18,-108.42,5.04,0.00,0.0000,19,None
302,3.18,-108.42,5.04,0.00,0.0000,19,None
303,3.18,-108.42,5.04,0.00,0.0000,19,None
304,3.18,-108.42,5.04,0.00,0.0000,19,None
305,3.18,-108.42,5.04,0.00,0.0000,19,None
306,3.10,-108.23,5.04,0.00,0.0000,19,None
307,3.10,-108.23,5.04,0.00,0.0000,19,None
308,3.10,-108.23,5.04,0.00,0.0000,19,None
309,3.05,-108.09,5.04,0.00,0.0000,19,None
310,3.05,-108.09,5.04,0.00,0.0000,19,None
311,3.02,-108.03,5.04,0.00,0.0000,19,None
312,3.02,-108.03,5.04,0.00,0.0000,19,None
313,3.02,-108.03,5.04,0.00,0.0000,19,None
314,3.02,-108.03,5.04,0.00,0.0000,19,None
315,3.02,-108.03,5.04,0.00,0.0000,19,None
316,2.95,-107.84,5.04,0.00,0.0000,19,None
317,2.95,-107.84,5.04,0.00,0.0000,19,None
318,2.95,-107.84,5.04,0.00,0.0000,19,None
319,2.89,-107.71,5.05,0.00,0.0000,19,None
320,2.89,-107.71,5.05,0.00,0.0000,19,None
321,2.86,-107.64,5.07,0.00,0.0000,19,None
322,2.86,-107.64,5.07,0.00,0.0000,19,None
323,2.86,-107.64,5.07,0.00,0.0000,19,None
324,2.86,-107.64,5.07,0.00,0.0000,19,None
325,2.86,-107.64,5.07,0.00,0.0000,19,None
326,2.79,-107.46,5.11,0.00,0.0000,19,None
327,2.79,-107.46,5.11,0.00,0.0000,19,None
328,2.79,-107.46,5.11,0.00,0.0000,19,None
329,2.79,-107.46,5.11,0.00,0.0000,19,None
330,2.74,-107.33,5.14,0.00,0.0000,19,None
331,2.74,-107.33,5.14,0.00,0.0000,19,None
332,2.71,-107.26,5.15,0.00,0.0000,19,None
333,2.71,-107.26,5.15,0.00,0.0000,19,None
334,2.71,-107.26,5.15,0.00,0.0000,19,None
335,2.71,-107.26,5.15,0.00,0.0000,19,None
336,2.71,-107.26,5.15,0.00,0.0000,19,None
337,2.64,-107.08,5.20,0.00,0.0000,19,None
338,2.64,-107.08,5.20,0.00,0.0000,19,None
339,2.64,-107.08,5.20,0.00,0.0000,19,None
340,2.64,-107.08,5.20,0.00,0.0000,19,None
341,2.56,-106.90,5.24,0.00,0.0000,19,None
342,2.56,-106.90,5.24,0.00,0.0000,19,None
343,2.56,-106.90,5.24,0.00,0.0000,19,None
344,2.53,-106.82,5.26,0.00,0.0000,19,None
345,2.53,-106.82,5.26,0.00,0.0000,19,None
346,2.53,-106.82,5.26,0.00,0.0000,19,None
347,2.48,-106.69,5.28,0.00,0.0000,19,None
348,2.48,-106.69,5.28,0.00,0.0000,19,None
349,2.48,-106.69,5.28,0.00,0.0000,19,None
350,2.48,-106.69,5.28,0.00,0.0000,19,None
351,2.48,-106.69,5.28,0.00,0.0000,19,None
352,2.40,-106.50,5.27,0.00,0.0000,19,None
353,2.40,-106.50,5.27,0.00,0.0000,19,None
354,2.40,-106.50,5.27,0.00,0.0000,19,None
355,2.40,-106.50,5.27,0.00,0.0000,19,None
356,2.35,-106.37,5.27,0.00,0.0000,19,None
357,2.35,-106.37,5.27,0.00,0.0000,19,None
358,2.35,-106.37,5.27,0.00,0.0000,19,None
359,2.30,-106.25,5.27,0.00,0.0000,19,None
360,2.30,-106.25,5.27,0.00,0.0000,19,None
361,2.27,-106.16,5.27,0.00,0.0000,19,None
362,2.27,-106.16,5.27,0.00,0.0000,19,None
363,2.24,-106.10,5.27,0.00,0.0000,19,None
364,2.24,-106.10,5.27,0.00,0.0000,19,None
365,2.24,-106.10,5.27,0.00,0.0000,19,None
366,2.20,-105.99,5.27,0.00,0.0000,19,None
367,2.20,-105.99,5.27,0.00,0.0000,19,None
368,2.20,-105.99,5.27,0.00,0.0000,19,None
369,2.20,-105.99,5.27,0.00,0.0000,19,None
370,2.20,-105.99,5.27,0.00,0.0000,19,None
371,2.11,-105.79,5.27,0.00,0.0000,19,None
372,2.11,-105.79,5.27,0.00,0.0000,19,None
373,2.11,-105.79,5.27,0.00,0.0000,19,None
374,2.11,-105.79,5.27,0.00,0.0000,19,None
375,2.06,-105.65,5.27,0.00,0.0000,19,None
376,2.06,-105.65,5.27,0.00,0.0000,19,None
377,2.06,-105.65,5.27,0.00,0.0000,19,None
378,2.01,-105.52,5.27,0.00,0.0000,19,None
379,2.01,-105.52,5.27,0.00,0.0000,19,None
380,2.01,-105.52,5.27,0.00,0.0000,19,None
381,2.01,-105.52,5.27,0.00,0.0000,19,None
382,2.01,-105.52,5.27,0.00,0.0000,19,None
383,1.94,-105.35,5.26,0.00,0.0000,19,None
384,1.94,-105.35,5.26,0.00,0.0000,19,None
385,1.94,-105.35,5.26,0.00,0.0000,19,None
386,1.94,-105.35,5.26,0.00,0.0000,19,None
387,1.88,-105.21,5.26,0.00,0.0000,19,None
388,1.88,-105.21,5.26,0.00,0.0000,19,None
389,1.85,-105.14,5.26,0.00,0.0000,19,None
390,1.85,-105.14,5.26,0.00,0.0000,19,None
391,1.85,-105.14,5.26,0.00,0.0000,19,None
392,1.80,-105.01,5.26,0.00,0.0000,19,None
393,1.80,-105.01,5.26,0.00,0.0000,19,None
394,1.80,-105.01,5.26,0.00,0.0000,19,None
395,1.80,-105.01,5.26,0.00,0.0000,19,None
396,1.75,-104.88,5.26,0.00,0.0000,19,None
397,1.75,-104.88,5.26,0.00,0.0000,19,None
398,1.72,-104.81,5.26,0.00,0.0000,19,None
399,1.72,-104.81,5.26,0.00,0.0000,19,None
400,1.72,-104.81,5.26,0.00,0.0000,19,None
401,1.67,-104.69,5.26,0.00,0.0000,19,None
402,1.67,-104.69,5.26,0.00,0.0000,19,None
403,1.67,-104.69,5.26,0.00,0.0000,19,None
404,1.67,-104.69,5.26,0.00,0.0000,19,None
405,1.67,-104.69,5.26,0.00,0.0000,19,None
406,1.59,-104.49,5.26,0.00,0.0000,19,None
407,1.59,-104.49,5.26,0.00,0.0000,19,None
408,1.59,-104.49,5.26,0.00,0.0000,19,None
409,1.59,-104.49,5.26,0.00,0.0000,19,None
410,1.59,-104.49,5.26,0.00,0.0000,19,None
411,1.51,-104.30,5.26,0.00,0.0000,19,None
412,1.51,-104.30,5.26,0.00,0.0000,19,None
413,1.51,-104.30,5.26,0.00,0.0000,19,None
414,1.51,-104.30,5.26,0.00,0.0000,19,None
415,1.46,-104.17,5.26,0.00,0.0000,19,None
416,1.46,-104.17,5.26,0.00,0.0000,19,None
417,1.46,-104.17,5.26,0.00,0.0000,19,None
418,1.41,-104.04,5.26,0.00,0.0000,19,None
419,1.41,-104.04,5.26,0.00,0.0000,19,None
420,1.38,-103.96,5.26,0.00,0.0000,19,None
421,1.38,-103.96,5.26,0.00,0.0000,19,None
422,1.38,-103.96,5.26,0.00,0.0000,19,None
423,1.38,-103.96,5.26,0.00,0.0000,19,None
424,1.32,-103.83,5.27,0.00,0.0000,19,None
425,1.32,-103.83,5.27,0.00,0.0000,19,None
426,1.32,-103.83,5.27,0.00,0.0000,19,None
427,1.32,-103.83,5.27,0.00,0.0000,19,None
428,1.32,-103.83,5.27,0.00,0.0000,19,None
429,1.25,-103.66,5.27,0.00,0.0000,19,None
430,1.25,-103.66,5.27,0.00,0.0000,19,None
431,1.22,-103.57,5.27,0.00,0.0000,19,None
432,1.22,-103.57,5.27,0.00,0.0000,19,None
433,1.19,-103.51,5.27,0.00,0.0000,19,None
434,1.19,-103.51,5.27,0.00,0.0000,19,None
435,1.19,-103.51,5.27,0.00,0.0000,19,None
436,1.19,-103.51,5.27,0.00,0.0000,19,None
437,1.19,-103.51,5.27,0.00,0.0000,19,None
438,1.11,-103.32,5.28,0.00,0.0000,19,None
439,1.11,-103.32,5.28,0.00,0.0000,19,None
440,1.11,-103.32,5.28,0.00,0.0000,19,None
441,1.11,-103.32,5.28,0.00,0.0000,19,None
442,1.11,-103.32,5.28,0.00,0.0000,19,None
443,1.04,-103.14,5.28,0.00,0.0000,19,None
444,1.04,-103.14,5.28,0.00,0.0000,19,None
445,1.04,-103.14,5.28,0.00,0.0000,19,None
446,0.99,-103.01,5.28,0.00,0.0000,19,None
447,0.99,-103.01,5.28,0.00,0.0000,19,None
448,0.96,-102.94,5.28,0.00,0.0000,19,None
449,0.96,-102.94,5.28,0.00,0.0000,19,None
450,0.96,-102.94,5.28,0.00,0.0000,19,None
451,0.96,-102.94,5.28,0.00,0.0000,19,None
452,0.91,-102.80,5.28,0.00,0.0000,19,None
453,0.91,-102.80,5.28,0.00,0.0000,19,None
454,0.91,-102.80,5.28,0.00,0.0000,19,None
455,0.91,-102.80,5.28,0.00,0.0000,19,None
456,0.85,-102.67,5.28,0.00,0.0000,19,None
457,0.85,-102.67,5.28,0.00,0.0000,19,None
458,0.85,-102.67,5.28,0.00,0.0000,19,None
459,0.80,-102.54,5.28,0.00,0.0000,19,None
460,0.80,-102.54,5.28,0.00,0.0000,19,None
461,0.80,-102.54,5.28,0.00,0.0000,19,None
462,0.75,-102.41,5.28,0.00,0.0000,19,None
463,0.75,-102.41,5.28,0.00,0.0000,19,None
464,0.75,-102.41,5.28,0.00,0.0000,19,None
465,0.75,-102.41,5.28,0.00,0.0000,19,None
466,0.69,-102.28,5.28,0.00,0.0000,19,None
467,0.69,-102.28,5.28,0.00,0.0000,19,None
468,0.67,-102.21,5.28,0.00,0.0000,19,None
469,0.67,-102.21,5.28,0.00,0.0000,19,None
470,0.67,-102.21,5.28,0.00,0.0000,19,None
471,0.62,-102.09,5.28,0.00,0.0000,19,None
472,0.62,-102.09,5.28,0.00,0.0000,19,None
473,0.62,-102.09,5.28,0.00,0.0000,19,None
474,0.62,-102.09,5.28,0.00,0.0000,19,None
475,0.62,-102.09,5.28,0.00,0.0000,19,None
476,0.54,-101.89,5.28,0.00,0.0000,19,None
477,0.54,-101.89,5.28,0.00,0.0000,19,None
478,0.54,-101.89,5.28,0.00,0.0000,19,None
479,0.54,-101.89,5.28,0.00,0.0000,19,None
480,0.48,-101.75,5.28,0.00,0.0000,19,None
481,0.48,-101.75,5.28,0.00,0.0000,19,None
482,0.48,-101.75,5.28,0.00,0.0000,19,None
483,0.48,-101.75,5.28,0.00,0.0000,19,None
484,0.43,-101.62,5.28,0.00,0.0000,19,None
485,0.43,-101.62,5.28,0.00,0.0000,19,None
486,0.43,-101.62,5.28,0.00,0.0000,19,None
487,0.43,-101.62,5.28,0.00,0.0000,19,None
488,0.36,-101.44,5.28,0.00,0.0000,19,None
489,0.36,-101.44,5.28,0.00,0.0000,19,None
490,0.36,-101.44,5.28,0.00,0.0000,19,None
491,0.32,-101.35,5.28,0.00,0.0000,19,None
492,0.32,-101.35,5.28,0.00,0.0000,19,None
493,0.32,-101.35,5.28,0.00,0.0000,19,None
494,0.27,-101.23,5.28,0.00,0.0000,19,None
495,0.27,-101.23,5.28,0.00,0.0000,19,None
496,0.27,-101.23,5.28,0.00,0.0000,19,None
