t,agent_id,y_t_x,y_t_y,nu_t,kappa_i
1347,9,-140.75,-62.02,7.83,Pedestrian
1347,10,60.34,-125.73,7.83,Pedestrian
1347,11,105.83,135.26,7.61,Pedestrian
1347,12,72.39,140.85,7.83,Pedestrian
1347,13,15.66,133.26,7.60,Pedestrian
1347,14,-48.22,-60.69,7.74,Pedestrian
1347,15,-107.57,15.36,7.83,Pedestrian
1347,16,109.14,60.45,7.68,Pedestrian
1347,17,59.57,127.00,7.83,Pedestrian
1347,18,-140.84,-122.04,7.83,Pedestrian
1348,0,5.84,-10.98,0.00,Vehicle
1348,1,76.60,57.14,0.00,Vehicle
1348,2,11.85,55.47,0.11,Vehicle
1348,3,-24.45,-145.63,0.00,Vehicle
1348,4,-99.20,-11.38,0.04,Vehicle
1348,5,-57.54,-96.71,0.00,Vehicle
1348,6,2.66,-41.75,0.00,Vehicle
1348,7,-146.49,-139.46,0.00,Vehicle
1348,8,-59.60,-108.68,0.00,Pedestrian
1348,9,-140.75,-62.02,0.00,Pedestrian
1348,10,60.34,-125.73,0.00,Pedestrian
1348,11,105.71,135.26,6.16,Pedestrian
1348,12,72.39,140.85,0.00,Pedestrian
1348,13,15.53,133.26,6.30,Pedestrian
1348,14,-48.22,-60.60,4.09,Pedestrian
1348,15,-107.57,15.36,0.00,Pedestrian
1348,16,109.14,60.44,0.77,Pedestrian
1348,17,59.57,127.00,0.00,Pedestrian
1348,18,-140.84,-122.04,0.00,Pedestrian
1349,0,6.36,-11.07,26.13,Vehicle
1349,1,76.07,57.15,26.51,Vehicle
1349,2,11.88,56.00,26.52,Vehicle
1349,3,-24.98,-145.63,26.41,Vehicle
1349,4,-99.20,-11.38,0.01,Vehicle
1349,5,-57.55,-97.24,26.45,Vehicle
1349,6,2.66,-41.54,10.60,Vehicle
1349,7,-146.49,-139.46,0.00,Vehicle
1349,8,-59.75,-108.74,7.95,Pedestrian
1349,9,-140.75,-62.18,7.95,Pedestrian
1349,10,60.34,-125.57,7.95,Pedestrian
1349,11,105.84,135.29,6.74,Pedestrian
1349,12,72.55,140.85,7.95,Pedestrian
1349,13,15.66,133.27,6.70,Pedestrian
1349,14,-48.34,-60.69,7.45,Pedestrian
1349,15,-107.41,15.36,7.95,Pedestrian
1349,16,109.20,60.58,7.81,Pedestrian
1349,17,59.57,126.84,7.95,Pedestrian
1349,18,-140.85,-121.89,7.95,Pedestrian
1350,0,6.36,-11.07,0.00,Vehicle
1350,1,76.07,57.15,0.00,Vehicle
1350,2,11.88,56.00,0.04,Vehicle
1350,3,-24.98,-145.63,0.00,Vehicle
1350,4,-99.20,-11.38,0.04,Vehicle
1350,5,-57.55,-97.24,0.00,Vehicle
1350,6,2.66,-41.54,0.00,Vehicle
1350,7,-146.49,-139.46,0.00,Vehicle
1350,8,-59.75,-108.74,0.00,Pedestrian
1350,9,-140.75,-62.18,0.00,Pedestrian
1350,10,60.34,-125.57,0.00,Pedestrian
1350,11,105.71,135.29,6.51,Pedestrian
1350,12,72.55,140.85,0.00,Pedestrian
1350,13,15.53,133.27,6.59,Pedestrian
1350,14,-48.34,-60.60,4.28,Pedestrian
1350,15,-107.41,15.36,0.00,Pedestrian
1350,16,109.20,60.58,0.01,Pedestrian
1350,17,59.57,126.84,0.00,Pedestrian
1350,18,-140.85,-121.89,0.00,Pedestrian
1351,0,6.36,-11.07,0.00,Vehicle
1351,1,76.07,57.15,0.00,Vehicle
1351,2,11.88,56.00,0.01,Vehicle
1351,3,-24.98,-145.63,0.00,Vehicle
1351,4,-99.20,-11.38,0.01,Vehicle
1351,5,-57.55,-97.24,0.00,Vehicle
1351,6,2.66,-41.54,0.00,Vehicle
1351,7,-146.49,-139.46,0.00,Vehicle
1351,8,-59.75,-108.74,0.00,Pedestrian
1351,9,-140.75,-62.18,0.00,Pedestrian
1351,10,60.34,-125.57,0.00,Pedestrian
1351,11,105.69,135.29,1.30,Pedestrian
1351,12,72.55,140.85,0.00,Pedestrian
1351,13,15.51,133.27,1.32,Pedestrian
1351,14,-48.34,-60.59,0.86,Pedestrian
1351,15,-107.41,15.36,0.00,Pedestrian
1351,16,109.20,60.58,0.00,Pedestrian
1351,17,59.57,126.84,0.00,Pedestrian
1351,18,-140.85,-121.89,0.00,Pedestrian
1352,0,6.87,-11.15,25.98,Vehicle
1352,1,75.55,57.15,26.33,Vehicle
1352,2,11.91,56.52,26.32,Vehicle
1352,3,-25.50,-145.64,26.23,Vehicle
1352,4,-99.20,-11.38,0.00,Vehicle
1352,5,-57.56,-97.76,26.27,Vehicle
1352,6,2.66,-41.33,10.53,Vehicle
1352,7,-146.49,-139.46,0.00,Vehicle
1352,8,-59.90,-108.79,7.90,Pedestrian
1352,9,-140.75,-62.34,7.90,Pedestrian
1352,10,60.34,-125.42,7.90,Pedestrian
1352,11,105.84,135.32,7.64,Pedestrian
1352,12,72.71,140.85,7.90,Pedestrian
1352,13,15.66,133.28,7.63,Pedestrian
1352,14,-48.46,-60.69,7.79,Pedestrian
1352,15,-107.25,15.36,7.90,Pedestrian
1352,16,109.26,60.73,7.90,Pedestrian
1352,17,59.57,126.68,7.90,Pedestrian
1352,18,-140.85,-121.73,7.90,Pedestrian
1353,0,6.87,-11.15,0.00,Vehicle
1353,1,75.55,57.15,0.00,Vehicle
1353,2,11.91,56.52,0.03,Vehicle
1353,3,-25.50,-145.64,0.00,Vehicle
1353,4,-99.20,-11.38,0.04,Vehicle
1353,5,-57.56,-97.76,0.00,Vehicle
1353,6,2.66,-41.33,0.00,Vehicle
1353,7,-146.49,-139.46,0.00,Vehicle
1353,8,-59.90,-108.79,0.00,Pedestrian
1353,9,-140.75,-62.34,0.00,Pedestrian
1353,10,60.34,-125.42,0.00,Pedestrian
1353,11,105.71,135.32,6.23,Pedestrian
1353,12,72.71,140.85,0.00,Pedestrian
1353,13,15.53,133.28,6.36,Pedestrian
1353,14,-48.46,-60.60,4.14,Pedestrian
1353,15,-107.25,15.36,0.00,Pedestrian
1353,16,109.26,60.73,0.00,Pedestrian
1353,17,59.57,126.68,0.00,Pedestrian
1353,18,-140.85,-121.73,0.00,Pedestrian
1354,0,6.87,-11.15,0.00,Vehicle
1354,1,75.55,57.15,0.00,Vehicle
1354,2,11.91,56.52,0.00,Vehicle
1354,3,-25.50,-145.64,0.00,Vehicle
1354,4,-99.20,-11.38,0.01,Vehicle
1354,5,-57.56,-97.76,0.00,Vehicle
1354,6,2.66,-41.33,0.00,Vehicle
1354,7,-146.49,-139.46,0.00,Vehicle
1354,8,-59.90,-108.79,0.00,Pedestrian
1354,9,-140.75,-62.34,0.00,Pedestrian
1354,10,60.34,-125.42,0.00,Pedestrian
1354,11,105.69,135.32,1.25,Pedestrian
1354,12,72.71,140.85,0.00,Pedestrian
1354,13,15.51,133.28,1.27,Pedestrian
1354,14,-48.46,-60.59,0.83,Pedestrian
1354,15,-107.25,15.36,0.00,Pedestrian
1354,16,109.26,60.73,0.00,Pedestrian
1354,17,59.57,126.68,0.00,Pedestrian
1354,18,-140.85,-121.73,0.00,Pedestrian
1355,0,7.39,-11.24,26.05,Vehicle
1355,1,75.02,57.16,26.36,Vehicle
1355,2,11.94,57.05,26.35,Vehicle
1355,3,-26.03,-145.65,26.28,Vehicle
1355,4,-99.20,-11.38,0.00,Vehicle
1355,5,-57.57,-98.29,26.32,Vehicle
1355,6,2.66,-41.12,10.55,Vehicle
1355,7,-146.49,-139.46,0.00,Vehicle
1355,8,-60.04,-108.85,7.91,Pedestrian
1355,9,-140.75,-62.50,7.91,Pedestrian
1355,10,60.34,-125.26,7.91,Pedestrian
1355,11,105.84,135.35,7.66,Pedestrian
1355,12,72.87,140.85,7.91,Pedestrian
1355,13,15.66,133.30,7.66,Pedestrian
1355,14,-48.58,-60.69,7.80,Pedestrian
1355,15,-107.09,15.35,7.91,Pedestrian
1355,16,109.32,60.87,7.91,Pedestrian
1355,17,59.58,126.52,7.91,Pedestrian
1355,18,-140.85,-121.57,7.91,Pedestrian
1356,0,7.39,-11.24,0.08,Vehicle
1356,1,75.02,57.16,0.00,Vehicle
1356,2,11.92,56.94,5.55,Vehicle
1356,3,-26.03,-145.65,0.00,Vehicle
1356,4,-99.20,-11.38,0.04,Vehicle
1356,5,-57.57,-98.29,0.00,Vehicle
1356,6,2.66,-41.12,0.00,Vehicle
1356,7,-146.49,-139.46,0.00,Vehicle
1356,8,-60.04,-108.85,0.00,Pedestrian
1356,9,-140.75,-62.50,0.00,Pedestrian
1356,10,60.34,-125.26,0.00,Pedestrian
1356,11,105.71,135.35,6.28,Pedestrian
1356,12,72.87,140.85,0.00,Pedestrian
1356,13,15.53,133.30,6.36,Pedestrian
1356,14,-48.58,-60.60,4.14,Pedestrian
1356,15,-107.09,15.35,0.00,Pedestrian
1356,16,109.32,60.87,0.00,Pedestrian
1356,17,59.58,126.52,0.00,Pedestrian
1356,18,-140.85,-121.57,0.00,Pedestrian
1357,0,7.90,-11.32,25.94,Vehicle
1357,1,74.49,57.17,26.25,Vehicle
1357,2,11.93,57.43,24.30,Vehicle
1357,3,-26.55,-145.65,26.17,Vehicle
1357,4,-99.20,-11.38,0.01,Vehicle
1357,5,-57.59,-98.81,26.20,Vehicle
1357,6,2.66,-40.91,10.50,Vehicle
1357,7,-146.49,-139.46,0.00,Vehicle
1357,8,-60.19,-108.91,7.87,Pedestrian
1357,9,-140.75,-62.66,7.87,Pedestrian
1357,10,60.34,-125.10,7.87,Pedestrian
1357,11,105.84,135.38,6.65,Pedestrian
1357,12,73.02,140.85,7.87,Pedestrian
1357,13,15.66,133.31,6.61,Pedestrian
1357,14,-48.70,-60.69,7.36,Pedestrian
1357,15,-106.94,15.35,7.87,Pedestrian
1357,16,109.38,61.02,7.87,Pedestrian
1357,17,59.58,126.37,7.87,Pedestrian
1357,18,-140.85,-121.41,7.87,Pedestrian
1358,0,7.90,-11.32,0.03,Vehicle
1358,1,74.49,57.17,0.00,Vehicle
1358,2,11.90,57.38,2.63,Vehicle
1358,3,-26.55,-145.65,0.00,Vehicle
1358,4,-99.20,-11.38,0.12,Vehicle
1358,5,-57.59,-98.81,0.00,Vehicle
1358,6,2.66,-40.91,0.00,Vehicle
1358,7,-146.49,-139.46,0.00,Vehicle
1358,8,-60.18,-108.91,0.36,Pedestrian
1358,9,-140.75,-62.66,0.00,Pedestrian
1358,10,60.34,-125.10,0.00,Pedestrian
1358,11,105.71,135.38,6.41,Pedestrian
1358,12,73.02,140.85,0.00,Pedestrian
1358,13,15.53,133.31,6.54,Pedestrian
1358,14,-48.70,-60.60,4.26,Pedestrian
1358,15,-106.94,15.35,0.00,Pedestrian
1358,16,109.38,61.02,0.00,Pedestrian
1358,17,59.58,126.37,0.00,Pedestrian
1358,18,-140.85,-121.41,0.00,Pedestrian
1359,0,7.90,-11.32,0.02,Vehicle
1359,1,74.49,57.17,0.00,Vehicle
1359,2,11.91,57.37,0.69,Vehicle
1359,3,-26.55,-145.65,0.00,Vehicle
1359,4,-99.20,-11.38,0.06,Vehicle
1359,5,-57.59,-98.81,0.00,Vehicle
1359,6,2.66,-40.91,0.00,Vehicle
1359,7,-146.49,-139.46,0.00,Vehicle
1359,8,-60.18,-108.91,0.14,Pedestrian
1359,9,-140.75,-62.66,0.00,Pedestrian
1359,10,60.34,-125.10,0.00,Pedestrian
1359,11,105.69,135.38,1.28,Pedestrian
1359,12,73.02,140.85,0.00,Pedestrian
1359,13,15.51,133.31,1.31,Pedestrian
1359,14,-48.70,-60.59,0.85,Pedestrian
1359,15,-106.94,15.35,0.00,Pedestrian
1359,16,109.38,61.02,0.00,Pedestrian
1359,17,59.58,126.37,0.00,Pedestrian
1359,18,-140.85,-121.41,0.00,Pedestrian
1360,0,8.41,-11.40,26.05,Vehicle
1360,1,73.97,57.17,26.31,Vehicle
1360,2,11.91,57.87,25.15,Vehicle
1360,3,-27.07,-145.66,26.24,Vehicle
1360,4,-99.20,-11.38,0.01,Vehicle
1360,5,-57.60,-99.34,26.27,Vehicle
1360,6,2.66,-40.70,10.52,Vehicle
1360,7,-146.49,-139.46,0.00,Vehicle
1360,8,-60.32,-108.97,7.76,Pedestrian
1360,9,-140.75,-62.81,7.89,Pedestrian
1360,10,60.34,-124.94,7.89,Pedestrian
1360,11,105.84,135.41,7.64,Pedestrian
1360,12,73.18,140.85,7.89,Pedestrian
1360,13,15.66,133.32,7.63,Pedestrian
1360,14,-48.82,-60.69,7.78,Pedestrian
1360,15,-106.78,15.35,7.89,Pedestrian
1360,16,109.44,61.16,7.89,Pedestrian
1360,17,59.58,126.21,7.89,Pedestrian
1360,18,-140.85,-121.25,7.89,Pedestrian
1361,0,8.41,-11.40,0.05,Vehicle
1361,1,73.97,57.17,0.00,Vehicle
1361,2,11.91,57.86,0.54,Vehicle
1361,3,-27.07,-145.66,0.00,Vehicle
1361,4,-99.17,-11.34,2.22,Vehicle
1361,5,-57.60,-99.34,0.00,Vehicle
1361,6,2.66,-40.70,0.00,Vehicle
1361,7,-146.49,-139.46,0.00,Vehicle
1361,8,-60.26,-108.97,2.93,Pedestrian
1361,9,-140.75,-62.81,0.00,Pedestrian
1361,10,60.34,-124.94,0.00,Pedestrian
1361,11,105.71,135.41,6.27,Pedestrian
1361,12,73.18,140.85,0.00,Pedestrian
1361,13,15.53,133.32,6.35,Pedestrian
1361,14,-48.82,-60.60,4.13,Pedestrian
1361,15,-106.78,15.35,0.00,Pedestrian
1361,16,109.44,61.16,0.00,Pedestrian
1361,17,59.58,126.21,0.00,Pedestrian
1361,18,-140.85,-121.25,0.00,Pedestrian
1362,0,8.41,-11.40,0.05,Vehicle
1362,1,73.97,57.17,0.00,Vehicle
1362,2,11.91,57.85,0.95,Vehicle
1362,3,-27.07,-145.66,0.00,Vehicle
1362,4,-99.15,-11.33,0.99,Vehicle
1362,5,-57.60,-99.34,0.00,Vehicle
1362,6,2.66,-40.70,0.00,Vehicle
1362,7,-146.49,-139.46,0.00,Vehicle
1362,8,-60.25,-108.97,0.59,Pedestrian
1362,9,-140.75,-62.81,0.00,Pedestrian
1362,10,60.34,-124.94,0.00,Pedestrian
1362,11,105.69,135.41,1.25,Pedestrian
1362,12,73.18,140.85,0.00,Pedestrian
1362,13,15.51,133.32,1.27,Pedestrian
1362,14,-48.82,-60.59,0.83,Pedestrian
1362,15,-106.78,15.35,0.00,Pedestrian
1362,16,109.44,61.16,0.00,Pedestrian
1362,17,59.58,126.21,0.00,Pedestrian
1362,18,-140.85,-121.25,0.00,Pedestrian
1363,0,8.93,-11.49,26.07,Vehicle
1363,1,73.44,57.18,26.29,Vehicle
1363,2,11.91,58.35,25.33,Vehicle
1363,3,-27.60,-145.66,26.23,Vehicle
1363,4,-99.14,-11.33,0.60,Vehicle
1363,5,-57.61,-99.86,26.26,Vehicle
1363,6,2.66,-40.49,10.52,Vehicle
1363,7,-146.49,-139.46,0.00,Vehicle
1363,8,-60.39,-109.03,7.63,Pedestrian
1363,9,-140.75,-62.97,7.89,Pedestrian
1363,10,60.34,-124.79,7.89,Pedestrian
1363,11,105.84,135.44,7.64,Pedestrian
1363,12,73.34,140.85,7.89,Pedestrian
1363,13,15.66,133.33,7.63,Pedestrian
1363,14,-48.94,-60.69,7.78,Pedestrian
1363,15,-106.62,15.35,7.89,Pedestrian
1363,16,109.50,61.31,7.89,Pedestrian
1363,17,59.58,126.05,7.89,Pedestrian
1363,18,-140.85,-121.10,7.89,Pedestrian
1364,0,8.93,-11.49,0.07,Vehicle
1364,1,73.44,57.18,0.00,Vehicle
1364,2,11.91,58.34,0.78,Vehicle
1364,3,-27.60,-145.66,0.00,Vehicle
1364,4,-99.11,-11.29,2.75,Vehicle
1364,5,-57.61,-99.86,0.00,Vehicle
1364,6,2.66,-40.49,0.00,Vehicle
1364,7,-146.49,-139.46,0.00,Vehicle
1364,8,-60.36,-109.03,1.56,Pedestrian
1364,9,-140.75,-62.97,0.00,Pedestrian
1364,10,60.34,-124.79,0.00,Pedestrian
1364,11,105.71,135.44,6.22,Pedestrian
1364,12,73.34,140.85,0.00,Pedestrian
1364,13,15.53,133.33,6.35,Pedestrian
1364,14,-48.94,-60.60,4.14,Pedestrian
1364,15,-106.62,15.35,0.00,Pedestrian
1364,16,109.50,61.31,0.00,Pedestrian
1364,17,59.58,126.05,0.00,Pedestrian
1364,18,-140.85,-121.10,0.00,Pedestrian
1365,0,9.44,-11.57,26.12,Vehicle
1365,1,72.91,57.19,26.34,Vehicle
1365,2,11.91,58.85,25.54,Vehicle
1365,3,-28.12,-145.67,26.28,Vehicle
1365,4,-99.08,-11.27,1.30,Vehicle
1365,5,-57.61,-100.39,26.31,Vehicle
1365,6,2.66,-40.28,10.54,Vehicle
1365,7,-146.49,-139.46,0.00,Vehicle
1365,8,-60.50,-109.09,7.61,Pedestrian
1365,9,-140.75,-63.13,7.90,Pedestrian
1365,10,60.34,-124.63,7.90,Pedestrian
1365,11,105.84,135.47,6.68,Pedestrian
1365,12,73.50,140.85,7.90,Pedestrian
1365,13,15.66,133.34,6.64,Pedestrian
1365,14,-49.06,-60.69,7.39,Pedestrian
1365,15,-106.46,15.35,7.90,Pedestrian
1365,16,109.56,61.46,7.90,Pedestrian
1365,17,59.58,125.89,7.90,Pedestrian
1365,18,-140.85,-120.94,7.90,Pedestrian
1366,0,9.44,-11.57,0.05,Vehicle
1366,1,72.91,57.19,0.00,Vehicle
1366,2,11.90,58.83,0.93,Vehicle
1366,3,-28.12,-145.67,0.00,Vehicle
1366,4,-99.06,-11.21,3.11,Vehicle
1366,5,-57.61,-100.39,0.00,Vehicle
1366,6,2.66,-40.28,0.00,Vehicle
1366,7,-146.49,-139.46,0.00,Vehicle
1366,8,-60.49,-109.09,0.37,Pedestrian
1366,9,-140.75,-63.13,0.00,Pedestrian
1366,10,60.34,-124.63,0.00,Pedestrian
1366,11,105.71,135.47,6.48,Pedestrian
1366,12,73.50,140.85,0.00,Pedestrian
1366,13,15.53,133.34,6.56,Pedestrian
1366,14,-49.06,-60.60,4.28,Pedestrian
1366,15,-106.46,15.35,0.00,Pedestrian
1366,16,109.56,61.46,0.00,Pedestrian
1366,17,59.58,125.89,0.00,Pedestrian
1366,18,-140.85,-120.94,0.00,Pedestrian
1367,0,9.44,-11.57,0.03,Vehicle
1367,1,72.91,57.19,0.00,Vehicle
1367,2,11.90,58.82,0.66,Vehicle
1367,3,-28.12,-145.67,0.00,Vehicle
1367,4,-99.07,-11.21,0.64,Vehicle
1367,5,-57.61,-100.39,0.00,Vehicle
1367,6,2.66,-40.28,0.00,Vehicle
1367,7,-146.49,-139.46,0.00,Vehicle
1367,8,-60.49,-109.09,0.08,Pedestrian
1367,9,-140.75,-63.13,0.00,Pedestrian
1367,10,60.34,-124.63,0.00,Pedestrian
1367,11,105.69,135.47,1.30,Pedestrian
1367,12,73.50,140.85,0.00,Pedestrian
1367,13,15.51,133.34,1.31,Pedestrian
1367,14,-49.06,-60.59,0.86,Pedestrian
1367,15,-106.46,15.35,0.00,Pedestrian
1367,16,109.56,61.46,0.00,Pedestrian
1367,17,59.58,125.89,0.00,Pedestrian
1367,18,-140.85,-120.94,0.00,Pedestrian
1368,0,9.96,-11.66,26.03,Vehicle
1368,1,72.39,57.19,26.25,Vehicle
1368,2,11.90,59.34,26.16,Vehicle
1368,3,-28.65,-145.67,26.19,Vehicle
1368,4,-99.07,-11.20,0.60,Vehicle
1368,5,-57.62,-100.91,26.22,Vehicle
1368,6,2.66,-40.07,10.50,Vehicle
1368,7,-146.49,-139.46,0.00,Vehicle
1368,8,-60.64,-109.15,7.86,Pedestrian
1368,9,-140.75,-63.29,7.87,Pedestrian
1368,10,60.34,-124.47,7.87,Pedestrian
1368,11,105.84,135.50,7.62,Pedestrian
1368,12,73.66,140.85,7.87,Pedestrian
1368,13,15.66,133.35,7.61,Pedestrian
1368,14,-49.18,-60.69,7.76,Pedestrian
1368,15,-106.30,15.35,7.87,Pedestrian
1368,16,109.62,61.60,7.87,Pedestrian
1368,17,59.59,125.73,7.87,Pedestrian
1368,18,-140.85,-120.78,7.87,Pedestrian
1369,0,9.95,-11.66,0.12,Vehicle
1369,1,72.39,57.19,0.00,Vehicle
1369,2,11.90,59.33,0.60,Vehicle
1369,3,-28.65,-145.67,0.00,Vehicle
1369,4,-99.08,-11.18,0.70,Vehicle
1369,5,-57.62,-100.91,0.00,Vehicle
1369,6,2.66,-40.07,0.00,Vehicle
1369,7,-146.49,-139.46,0.00,Vehicle
1369,8,-60.64,-109.15,0.00,Pedestrian
1369,9,-140.75,-63.29,0.00,Pedestrian
1369,10,60.34,-124.47,0.00,Pedestrian
1369,11,105.71,135.50,6.21,Pedestrian
1369,12,73.66,140.85,0.00,Pedestrian
1369,13,15.53,133.35,6.34,Pedestrian
1369,14,-49.18,-60.60,4.14,Pedestrian
1369,15,-106.30,15.35,0.00,Pedestrian
1369,16,109.62,61.60,0.00,Pedestrian
1369,17,59.59,125.73,0.00,Pedestrian
1369,18,-140.85,-120.78,0.00,Pedestrian
1370,0,9.95,-11.66,0.04,Vehicle
1370,1,72.39,57.19,0.00,Vehicle
1370,2,11.90,59.33,0.26,Vehicle
1370,3,-28.65,-145.67,0.00,Vehicle
1370,4,-99.08,-11.17,0.66,Vehicle
1370,5,-57.62,-100.91,0.00,Vehicle
1370,6,2.66,-40.07,0.00,Vehicle
1370,7,-146.49,-139.46,0.00,Vehicle
1370,8,-60.64,-109.15,0.00,Pedestrian
1370,9,-140.75,-63.29,0.00,Pedestrian
1370,10,60.34,-124.47,0.00,Pedestrian
1370,11,105.69,135.50,1.24,Pedestrian
1370,12,73.66,140.85,0.00,Pedestrian
1370,13,15.51,133.35,1.27,Pedestrian
1370,14,-49.18,-60.59,0.83,Pedestrian
1370,15,-106.30,15.35,0.00,Pedestrian
1370,16,109.62,61.60,0.00,Pedestrian
1370,17,59.59,125.73,0.00,Pedestrian
1370,18,-140.85,-120.78,0.00,Pedestrian
1371,0,10.47,-11.74,26.15,Vehicle
1371,1,71.86,57.20,26.35,Vehicle
1371,2,11.90,59.85,26.11,Vehicle
1371,3,-29.17,-145.68,26.30,Vehicle
1371,4,-99.09,-11.16,0.66,Vehicle
1371,5,-57.62,-101.44,26.32,Vehicle
1371,6,2.66,-39.85,10.54,Vehicle
1371,7,-146.49,-139.46,0.00,Vehicle
1371,8,-60.79,-109.21,7.90,Pedestrian
1371,9,-140.75,-63.45,7.90,Pedestrian
1371,10,60.34,-124.31,7.90,Pedestrian
1371,11,105.84,135.53,7.66,Pedestrian
1371,12,73.81,140.85,7.90,Pedestrian
1371,13,15.66,133.36,7.65,Pedestrian
1371,14,-49.30,-60.69,7.80,Pedestrian
1371,15,-106.15,15.35,7.90,Pedestrian
1371,16,109.68,61.75,7.90,Pedestrian
1371,17,59.59,125.58,7.90,Pedestrian
1371,18,-140.85,-120.62,7.90,Pedestrian
1372,0,10.44,-11.72,1.65,Vehicle
1372,1,71.86,57.20,0.00,Vehicle
1372,2,11.88,59.84,0.75,Vehicle
1372,3,-29.17,-145.68,0.00,Vehicle
1372,4,-99.09,-11.14,0.79,Vehicle
1372,5,-57.62,-101.44,0.00,Vehicle
1372,6,2.66,-39.85,0.00,Vehicle
1372,7,-146.49,-139.46,0.00,Vehicle
1372,8,-60.79,-109.21,0.00,Pedestrian
1372,9,-140.75,-63.45,0.00,Pedestrian
1372,10,60.34,-124.31,0.00,Pedestrian
1372,11,105.71,135.53,6.28,Pedestrian
1372,12,73.81,140.85,0.00,Pedestrian
1372,13,15.53,133.36,6.35,Pedestrian
1372,14,-49.30,-60.60,4.15,Pedestrian
1372,15,-106.15,15.35,0.00,Pedestrian
1372,16,109.68,61.75,0.00,Pedestrian
1372,17,59.59,125.58,0.00,Pedestrian
1372,18,-140.85,-120.62,0.00,Pedestrian
1373,0,10.96,-11.81,26.07,Vehicle
1373,1,71.33,57.21,26.42,Vehicle
1373,2,11.88,60.36,26.12,Vehicle
1373,3,-29.70,-145.69,26.37,Vehicle
1373,4,-99.09,-11.13,0.70,Vehicle
1373,5,-57.63,-101.97,26.39,Vehicle
1373,6,2.66,-39.64,10.57,Vehicle
1373,7,-146.49,-139.46,0.00,Vehicle
1373,8,-60.93,-109.27,7.93,Pedestrian
1373,9,-140.75,-63.60,7.93,Pedestrian
1373,10,60.34,-124.15,7.93,Pedestrian
1373,11,105.84,135.56,6.70,Pedestrian
1373,12,73.97,140.85,7.93,Pedestrian
1373,13,15.66,133.37,6.66,Pedestrian
1373,14,-49.42,-60.69,7.41,Pedestrian
1373,15,-105.99,15.35,7.93,Pedestrian
1373,16,109.74,61.89,7.93,Pedestrian
1373,17,59.59,125.42,7.93,Pedestrian
1373,18,-140.85,-120.46,7.93,Pedestrian
1374,0,10.95,-11.81,0.24,Vehicle
1374,1,71.33,57.21,0.00,Vehicle
1374,2,11.86,60.36,0.90,Vehicle
1374,3,-29.70,-145.69,0.00,Vehicle
1374,4,-99.09,-11.11,0.98,Vehicle
1374,5,-57.63,-101.97,0.00,Vehicle
1374,6,2.66,-39.64,0.00,Vehicle
1374,7,-146.49,-139.46,0.00,Vehicle
1374,8,-60.93,-109.27,0.00,Pedestrian
1374,9,-140.75,-63.60,0.00,Pedestrian
1374,10,60.34,-124.15,0.00,Pedestrian
1374,11,105.71,135.56,6.46,Pedestrian
1374,12,73.97,140.85,0.00,Pedestrian
1374,13,15.53,133.37,6.58,Pedestrian
1374,14,-49.42,-60.60,4.31,Pedestrian
1374,15,-105.99,15.35,0.00,Pedestrian
1374,16,109.74,61.89,0.00,Pedestrian
1374,17,59.59,125.42,0.00,Pedestrian
1374,18,-140.85,-120.46,0.00,Pedestrian
1375,0,10.95,-11.81,0.23,Vehicle
1375,1,71.33,57.21,0.00,Vehicle
1375,2,11.85,60.35,0.60,Vehicle
1375,3,-29.70,-145.69,0.00,Vehicle
1375,4,-99.10,-11.10,0.49,Vehicle
1375,5,-57.63,-101.97,0.00,Vehicle
1375,6,2.66,-39.64,0.00,Vehicle
1375,7,-146.49,-139.46,0.00,Vehicle
1375,8,-60.93,-109.27,0.00,Pedestrian
1375,9,-140.75,-63.60,0.00,Pedestrian
1375,10,60.34,-124.15,0.00,Pedestrian
1375,11,105.69,135.56,1.29,Pedestrian
1375,12,73.97,140.85,0.00,Pedestrian
1375,13,15.51,133.37,1.32,Pedestrian
1375,14,-49.42,-60.59,0.86,Pedestrian
1375,15,-105.99,15.35,0.00,Pedestrian
1375,16,109.74,61.89,0.00,Pedestrian
1375,17,59.59,125.42,0.00,Pedestrian
1375,18,-140.85,-120.46,0.00,Pedestrian
1376,0,10.95,-11.81,0.23,Vehicle
1376,1,71.33,57.21,0.00,Vehicle
1376,2,11.84,60.35,0.36,Vehicle
1376,3,-29.70,-145.69,0.00,Vehicle
1376,4,-99.11,-11.09,0.45,Vehicle
1376,5,-57.63,-101.97,0.00,Vehicle
1376,6,2.66,-39.64,0.00,Vehicle
1376,7,-146.49,-139.46,0.00,Vehicle
1376,8,-60.93,-109.27,0.00,Pedestrian
1376,9,-140.75,-63.60,0.00,Pedestrian
1376,10,60.34,-124.15,0.00,Pedestrian
1376,11,105.68,135.56,0.26,Pedestrian
1376,12,73.97,140.85,0.00,Pedestrian
1376,13,15.50,133.37,0.26,Pedestrian
1376,14,-49.42,-60.58,0.17,Pedestrian
1376,15,-105.99,15.35,0.00,Pedestrian
1376,16,109.74,61.89,0.00,Pedestrian
1376,17,59.59,125.42,0.00,Pedestrian
1376,18,-140.85,-120.46,0.00,Pedestrian
1377,0,10.94,-11.80,0.23,Vehicle
1377,1,71.33,57.21,0.00,Vehicle
1377,2,11.84,60.35,0.26,Vehicle
1377,3,-29.70,-145.69,0.00,Vehicle
1377,4,-99.11,-11.09,0.44,Vehicle
1377,5,-57.63,-101.97,0.00,Vehicle
