t,p_t_x,p_t_y,h_t,v_t,e_t,|A_t|,|M_t|,o_s_t,Pi,D_t
2425,-5.93,138.57,5.03,90.43,0.9636,19,0,1.00,None,1
2426,-5.93,138.57,5.03,90.43,0.9636,19,0,1.00,None,1
2427,-5.85,142.60,5.03,0.00,0.9635,19,0,0.20,None,1
2428,-5.85,142.60,5.03,0.00,0.9635,19,0,0.40,None,1
2429,-5.85,142.60,5.03,0.00,0.9635,19,0,0.40,None,1
2430,-5.85,142.60,5.03,0.00,0.9635,19,0,0.40,None,1
2431,-5.85,142.60,5.03,0.00,0.9635,19,0,0.40,None,1
2432,-5.85,142.60,5.03,0.00,0.9635,19,0,0.60,None,1
2433,-5.85,142.60,5.03,0.00,0.9635,19,0,0.60,None,1
2434,-5.85,142.60,5.03,0.00,0.9635,19,0,0.60,None,1
2435,-5.85,142.60,5.03,0.00,0.9635,19,0,0.60,None,1
2436,-5.85,142.60,5.03,0.00,0.9634,19,0,0.60,None,1
2437,-5.85,142.60,5.03,0.00,0.9634,19,0,0.40,None,1
2438,-5.85,142.60,5.03,0.00,0.9634,19,0,0.40,None,1
2439,-5.85,142.60,5.03,0.00,0.9634,19,0,0.40,None,1
2440,-5.85,142.60,5.03,0.00,0.9634,19,0,0.40,None,1
2441,-5.85,142.60,5.03,0.00,0.9634,19,0,0.40,None,1
2442,-5.85,142.60,5.03,0.00,0.9634,19,0,0.40,None,1
2443,-5.85,142.60,5.03,0.00,0.9634,19,0,0.60,None,1
2444,-5.85,142.60,5.03,0.00,0.9634,19,0,0.60,None,1
2445,-5.85,142.60,5.03,0.00,0.9633,19,0,0.60,None,1
2446,-5.85,142.60,5.03,0.00,0.9633,19,0,0.60,None,1
2447,-5.85,142.60,5.03,0.00,0.9633,19,0,0.60,None,1
2448,-5.85,142.60,5.03,0.00,0.9633,19,0,0.80,None,1
2449,-5.85,142.60,5.03,0.00,0.9633,19,0,0.80,None,1
2450,-5.85,142.60,5.03,0.00,0.9633,19,0,0.80,None,1
2451,-5.85,142.60,5.03,0.00,0.9633,19,0,0.80,None,1
2452,-5.85,142.60,5.03,0.00,0.9633,19,0,0.80,None,1
2453,-5.85,142.60,5.03,0.00,0.9633,19,0,0.80,None,1
2454,-5.85,142.60,5.03,0.00,0.9633,19,0,0.80,None,1
2455,-5.85,142.60,5.03,0.00,0.9632,19,0,0.80,None,1
2456,-5.85,142.60,5.03,0.00,0.9632,19,0,0.80,None,1
2457,-5.85,142.60,5.03,0.00,0.9632,19,0,0.80,None,1
2458,-5.85,142.60,5.03,0.00,0.9632,19,0,0.80,None,1
2459,-5.85,142.60,5.03,0.00,0.9632,19,0,0.80,None,1
2460,-5.85,142.60,5.03,0.00,0.9632,19,0,0.80,None,1
2461,-5.85,142.60,5.03,0.00,0.9632,19,0,0.80,None,1
2462,-5.85,142.60,5.03,0.00,0.9632,19,0,0.80,None,1
2463,-5.85,142.60,5.03,0.00,0.9632,19,0,0.80,None,1
2464,-5.85,142.60,5.03,0.00,0.9631,19,0,0.80,None,1
2465,-5.85,142.60,5.03,0.00,0.9631,19,0,0.80,None,1
2466,-5.85,142.60,5.03,0.00,0.9631,19,0,0.80,None,1
2467,-5.85,142.60,5.03,0.00,0.9631,19,0,0.80,None,1
2468,-5.85,142.60,5.03,0.00,0.9631,19,0,0.80,None,1
2469,-5.85,142.60,5.03,0.00,0.9631,19,0,0.80,None,1
2470,-5.85,142.60,5.03,0.00,0.9631,19,0,0.80,None,1
2471,-5.85,142.60,5.03,0.00,0.9631,19,0,0.80,None,1
2472,-5.85,142.60,5.03,0.00,0.9631,19,0,1.00,None,1
2473,-5.85,142.60,5.03,0.00,0.9630,19,0,1.00,None,1
2474,-5.85,142.60,5.03,0.00,0.9630,19,0,1.00,None,1
2475,-5.85,142.60,5.03,0.00,0.9630,19,0,1.00,None,1
2476,-5.85,142.60,5.03,0.00,0.9630,19,0,1.00,None,1
2477,-5.85,142.60,5.03,0.00,0.9630,19,0,1.00,None,1
2478,-5.85,142.60,5.03,0.00,0.9630,19,0,1.00,None,1
2479,-5.85,142.60,5.03,0.00,0.9630,19,0,1.00,None,1
2480,-5.85,142.60,5.03,0.00,0.9630,19,0,1.00,None,1
2481,-5.85,142.60,5.03,0.00,0.9630,19,0,1.00,None,1
2482,-5.85,142.60,5.03,0.00,0.9629,19,0,1.00,None,1
2483,-5.85,142.60,5.03,0.00,0.9629,19,0,1.00,None,1
2484,-5.85,142.60,5.03,0.00,0.9629,19,0,1.00,None,1
2485,-5.85,142.60,5.03,0.00,0.9629,19,0,1.00,None,1
2486,-5.85,142.60,5.03,0.00,0.9629,19,0,1.00,None,1
2487,-5.85,142.60,5.03,0.00,0.9629,19,0,1.00,None,1
2488,-5.85,142.60,5.03,0.00,0.9629,19,0,1.00,None,1
2489,-5.85,142.60,5.03,0.00,0.9629,19,0,1.00,None,1
2490,-5.85,142.60,5.03,0.00,0.9628,19,0,1.00,None,1
2491,-5.85,142.60,5.03,0.00,0.9628,19,0,1.00,None,1
2492,-5.85,142.60,5.03,0.00,0.9628,19,0,1.00,None,1
2493,-5.85,142.60,5.03,0.00,0.9628,19,0,1.00,None,1
2494,-5.85,142.60,5.03,0.00,0.9628,19,0,1.00,None,1
2495,-5.85,142.60,5.03,0.00,0.9628,19,0,1.00,None,1
2496,-5.85,142.60,5.03,0.00,0.9628,19,0,1.00,None,1
2497,-5.85,142.60,5.03,0.00,0.9628,19,0,1.00,None,1
2498,-5.85,142.60,5.03,0.00,0.9628,19,0,1.00,None,1
2499,-5.84,142.30,5.03,6.98,0.9627,19,0,1.00,None,1
2500,-5.84,142.30,5.03,6.98,0.9627,19,0,1.00,None,1
2501,-5.83,141.70,5.03,14.07,0.9627,19,0,1.00,None,1
2502,-5.83,141.70,5.03,14.07,0.9627,19,0,1.00,None,1
2503,-5.81,140.79,5.03,21.02,0.9627,19,0,1.00,None,1
2504,-5.81,140.79,5.03,21.02,0.9627,19,0,1.00,None,1
2505,-5.79,139.60,5.03,28.04,0.9627,19,0,1.00,None,1
2506,-5.79,139.60,5.03,28.04,0.9627,19,0,1.00,None,1
2507,-5.79,139.60,5.03,28.04,0.9627,19,0,1.00,None,1
2508,-5.79,139.60,5.03,28.04,0.9627,19,0,1.00,None,1
2509,-5.73,136.72,5.03,34.94,0.9626,19,0,1.00,None,1
2510,-5.73,136.72,5.03,34.94,0.9626,19,0,1.00,None,1
2511,-5.73,136.72,5.03,34.94,0.9626,19,0,1.00,None,1
2512,-5.68,134.40,5.03,48.39,0.9626,19,0,1.00,None,1
2513,-5.68,134.40,5.03,48.39,0.9626,19,0,1.00,None,1
2514,-5.64,132.17,5.03,56.21,0.9626,19,0,1.00,None,1
2515,-5.64,132.17,5.03,56.21,0.9626,19,0,1.00,None,1
2516,-5.58,129.13,5.03,62.66,0.9626,19,0,1.00,None,1
2517,-5.58,129.13,5.03,62.66,0.9626,19,0,1.00,None,1
2518,-5.51,125.87,5.03,70.58,0.9625,19,0,1.00,None,1
2519,-5.51,125.87,5.03,70.58,0.9625,19,0,1.00,None,1
2520,-5.47,124.02,5.03,78.11,0.9625,19,0,1.00,None,1
2521,-5.47,124.02,5.03,78.11,0.9625,19,0,1.00,None,1
2522,-5.47,124.02,5.03,78.11,0.9625,19,0,1.00,None,1
2523,-5.36,118.69,5.03,81.96,0.9625,19,0,1.00,None,1
2524,-5.36,118.69,5.03,81.96,0.9625,19,0,1.00,None,1
2525,-5.36,118.69,5.03,81.96,0.9625,19,0,1.00,None,1
2526,-5.26,113.77,5.03,90.43,0.9624,19,0,1.00,None,1
2527,-5.20,110.52,5.04,90.43,0.9624,19,0,1.00,None,1
2528,-5.17,109.27,5.04,90.43,0.9624,19,0,1.00,None,1
2529,-5.17,109.27,5.04,90.43,0.9624,19,0,1.00,None,1
2530,-5.11,106.29,5.04,78.52,0.9624,19,0,1.00,None,1
2531,-5.11,106.29,5.04,78.52,0.9624,19,0,1.00,None,1
2532,-5.11,106.29,5.04,78.52,0.9624,19,0,1.00,None,1
2533,-5.11,106.29,5.04,78.52,0.9624,19,0,1.00,None,1
2534,-5.10,105.75,5.04,0.00,0.9624,19,0,1.00,None,1
2535,-5.10,105.75,5.04,0.00,0.9624,19,0,1.00,None,1
2536,-5.10,105.75,5.04,0.00,0.9624,19,0,1.00,None,1
2537,-5.10,105.75,5.04,0.00,0.9623,19,0,1.00,None,1
2538,-5.10,105.75,5.04,0.00,0.9623,19,0,1.00,None,1
2539,-5.10,105.75,5.04,0.00,0.9623,19,0,1.00,None,1
2540,-5.10,105.75,5.04,0.00,0.9623,19,0,1.00,None,1
2541,-5.10,105.75,5.04,0.00,0.9623,19,0,1.00,None,1
2542,-5.10,105.75,5.04,0.00,0.9623,19,0,1.00,None,1
2543,-5.10,105.75,5.04,0.00,0.9623,19,0,1.00,None,1
2544,-5.10,105.75,5.04,0.00,0.9623,19,0,1.00,None,1
2545,-5.10,105.75,5.04,0.00,0.9622,19,0,1.00,None,1
2546,-5.10,105.75,5.04,0.00,0.9622,19,0,1.00,None,1
2547,-5.10,105.75,5.04,0.00,0.9622,19,0,1.00,None,1
2548,-5.10,105.75,5.04,0.00,0.9622,19,0,1.00,None,1
2549,-5.10,105.75,5.04,0.00,0.9622,19,0,1.00,None,1
2550,-5.10,105.75,5.04,0.00,0.9622,19,0,1.00,None,1
2551,-5.10,105.75,5.04,0.00,0.9622,19,0,1.00,None,1
2552,-5.10,105.75,5.04,0.00,0.9622,19,0,1.00,None,1
2553,-5.10,105.75,5.04,0.00,0.9621,19,0,1.00,None,1
2554,-5.10,105.75,5.04,0.00,0.9621,19,0,1.00,None,1
2555,-5.10,105.75,5.04,0.00,0.9621,19,0,1.00,None,1
2556,-5.10,105.75,5.04,0.00,0.9621,19,0,1.00,None,1
2557,-5.10,105.75,5.04,0.00,0.9621,19,0,1.00,None,1
2558,-5.10,105.75,5.04,0.00,0.9621,19,0,1.00,None,1
2559,-5.10,105.75,5.04,0.00,0.9621,19,0,1.00,None,1
2560,-5.10,105.75,5.04,0.00,0.9621,19,0,1.00,None,1
2561,-5.10,105.75,5.04,0.00,0.9621,19,0,1.00,None,1
2562,-5.10,105.75,5.04,0.00,0.9620,19,0,1.00,None,1
2563,-5.10,105.75,5.04,0.00,0.9620,19,0,1.00,None,1
2564,-5.10,105.75,5.04,0.00,0.9620,19,0,1.00,None,1
2565,-5.10,105.75,5.04,0.00,0.9620,19,0,1.00,None,1
2566,-5.10,105.75,5.04,0.00,0.9620,19,0,1.00,None,1
2567,-5.10,105.75,5.04,0.00,0.9620,19,0,1.00,None,1
2568,-5.10,105.75,5.04,0.00,0.9620,19,0,1.00,None,1
2569,-5.10,105.75,5.04,0.00,0.9620,19,0,1.00,None,1
2570,-5.10,105.75,5.04,0.00,0.9620,19,0,1.00,None,1
2571,-5.10,105.75,5.04,0.00,0.9619,19,0,1.00,None,1
2572,-5.10,105.75,5.04,0.00,0.9619,19,0,1.00,None,1
2573,-5.10,105.75,5.04,0.00,0.9619,19,0,1.00,None,1
2574,-5.10,105.75,5.04,0.00,0.9619,19,0,1.00,None,1
2575,-5.10,105.75,5.04,0.00,0.9619,19,0,1.00,None,1
2576,-5.10,105.75,5.04,0.00,0.9619,19,0,1.00,None,1
2577,-5.10,105.75,5.04,0.00,0.9619,19,0,1.00,None,1
2578,-5.10,105.75,5.04,0.00,0.9619,19,0,1.00,None,1
2579,-5.10,105.75,5.04,0.00,0.9619,19,0,1.00,None,1
2580,-5.10,105.75,5.04,0.00,0.9618,19,0,1.00,None,1
2581,-5.10,105.75,5.04,0.00,0.9618,19,0,1.00,None,1
2582,-5.10,105.75,5.04,0.00,0.9618,19,0,1.00,None,1
2583,-5.10,105.75,5.04,0.00,0.9618,19,0,1.00,None,1
2584,-5.10,105.75,5.04,0.00,0.9618,19,0,1.00,None,1
2585,-5.10,105.75,5.04,0.00,0.9618,19,0,1.00,None,1
2586,-5.10,105.75,5.04,0.00,0.9618,19,0,1.00,None,1
2587,-5.10,105.75,5.04,0.00,0.9618,19,0,1.00,None,1
2588,-5.10,105.75,5.04,0.00,0.9618,19,0,1.00,None,1
2589,-5.10,105.75,5.04,0.00,0.9617,19,0,1.00,None,1
2590,-5.10,105.75,5.04,0.00,0.9617,19,0,1.00,None,1
2591,-5.10,105.75,5.04,0.00,0.9617,19,0,1.00,None,1
2592,-5.10,105.75,5.04,0.00,0.9617,19,0,1.00,None,1
2593,-5.10,105.75,5.04,0.00,0.9617,19,0,1.00,None,1
2594,-5.10,105.75,5.04,0.00,0.9617,19,0,1.00,None,1
2595,-5.10,105.75,5.04,0.00,0.9617,19,0,1.00,None,1
2596,-5.10,105.75,5.04,0.00,0.9617,19,0,1.00,None,1
2597,-5.10,105.75,5.04,0.00,0.9617,19,0,1.00,None,1
2598,-5.10,105.75,5.04,0.00,0.9616,19,0,1.00,None,1
2599,-5.10,105.75,5.04,0.00,0.9616,19,0,1.00,None,1
2600,-5.10,105.75,5.04,0.00,0.9616,19,0,1.00,None,1
2601,-5.10,105.75,5.04,0.00,0.9616,19,0,1.00,None,1
2602,-5.10,105.75,5.04,0.00,0.9616,19,0,1.00,None,1
2603,-5.09,106.09,5.04,7.42,0.9616,19,0,1.00,None,1
2604,-5.09,106.09,5.04,7.42,0.9616,19,0,1.00,None,1
2605,-5.08,106.76,5.04,14.80,0.9616,19,0,1.00,None,1
2606,-5.08,106.76,5.04,14.80,0.9616,19,0,1.00,None,1
2607,-5.06,107.76,5.04,22.20,0.9615,19,0,1.00,None,1
2608,-5.06,107.76,5.04,22.20,0.9615,19,0,1.00,None,1
2609,-5.03,109.08,5.04,29.54,0.9615,19,0,1.00,None,1
2610,-5.03,109.08,5.04,29.54,0.9615,19,0,1.00,None,1
2611,-5.03,109.08,5.04,29.54,0.9615,19,0,1.00,None,1
2612,-5.03,109.08,5.04,29.54,0.9615,19,0,1.00,None,1
2613,-5.03,109.08,5.04,29.54,0.9615,19,0,1.00,None,1
2614,-4.97,112.28,5.03,36.82,0.9615,19,0,1.00,None,1
2615,-4.97,112.28,5.03,36.82,0.9615,19,0,1.00,None,1
2616,-4.92,114.66,5.03,51.00,0.9614,19,0,1.00,None,1
2617,-4.90,115.56,5.03,58.59,0.9614,19,0,1.00,None,1
2618,-4.86,117.37,5.03,61.11,0.9614,19,0,1.00,None,1
2619,-4.86,117.37,5.03,61.11,0.9614,19,0,1.00,None,1
2620,-4.86,117.37,5.03,61.11,0.9614,19,0,1.00,None,1
2621,-4.86,117.37,5.03,61.11,0.9614,19,0,1.00,None,1
2622,-4.75,122.79,5.03,65.92,0.9614,19,0,1.00,None,1
2623,-4.75,122.79,5.03,65.92,0.9614,19,0,1.00,None,1
2624,-4.75,122.79,5.03,65.92,0.9614,19,0,1.00,None,1
2625,-4.68,126.61,5.03,79.32,0.9613,19,0,1.00,None,1
2626,-4.68,126.61,5.03,79.32,0.9613,19,0,1.00,None,1
2627,-4.60,130.09,5.04,87.16,0.9613,19,0,1.00,None,1
2628,-4.60,130.09,5.04,87.16,0.9613,19,0,1.00,None,1
2629,-4.52,134.13,5.04,90.43,0.9613,19,0,1.00,None,1
2630,-4.52,134.13,5.04,90.43,0.9613,19,0,1.00,None,1
2631,-4.44,137.98,5.04,90.43,0.9613,19,0,1.00,None,1
2632,-4.42,139.33,5.04,90.43,0.9613,19,0,1.00,None,1
2633,-4.42,139.33,5.04,90.43,0.9613,19,0,1.00,None,1
2634,-4.35,142.40,5.04,77.27,0.9612,19,0,1.00,None,1
2635,-4.35,142.40,5.04,77.27,0.9612,19,0,1.00,None,1
2636,-4.35,142.40,5.04,77.27,0.9612,19,0,1.00,None,1
2637,-4.35,142.40,5.04,77.27,0.9612,19,0,1.00,None,1
2638,-4.35,142.60,5.04,0.00,0.9612,19,0,1.00,None,1
2639,-4.35,142.60,5.04,0.00,0.9612,19,0,1.00,None,1
2640,-4.35,142.60,5.04,0.00,0.9612,19,0,1.00,None,1
2641,-4.35,142.60,5.04,0.00,0.9612,19,0,1.00,None,1
2642,-4.35,142.60,5.04,0.00,0.9611,19,0,1.00,None,1
2643,-4.35,142.60,5.04,0.00,0.9611,19,0,1.00,None,1
2644,-4.35,142.60,5.04,0.00,0.9611,19,0,1.00,None,1
2645,-4.35,142.60,5.04,0.00,0.9611,19,0,1.00,None,1
2646,-4.35,142.60,5.04,0.00,0.9611,19,0,1.00,None,1
2647,-4.35,142.60,5.04,0.00,0.9611,19,0,1.00,None,1
2648,-4.35,142.60,5.04,0.00,0.9611,19,0,1.00,None,1
2649,-4.35,142.60,5.04,0.00,0.9611,19,0,1.00,None,1
2650,-4.35,142.60,5.04,0.00,0.9611,19,0,1.00,None,1
2651,-4.35,142.60,5.04,0.00,0.9610,19,0,1.00,None,1
2652,-4.35,142.60,5.04,0.00,0.9610,19,0,1.00,None,1
2653,-4.35,142.60,5.04,0.00,0.9610,19,0,1.00,None,1
2654,-4.35,142.60,5.04,0.00,0.9610,19,0,1.00,None,1
2655,-4.35,142.60,5.04,0.00,0.9610,19,0,1.00,None,1
2656,-4.35,142.60,5.04,0.00,0.9610,19,0,1.00,None,1
2657,-4.35,142.60,5.04,0.00,0.9610,19,0,1.00,None,1
2658,-4.35,142.60,5.04,0.00,0.9610,19,0,1.00,None,1
2659,-4.35,142.60,5.04,0.00,0.9610,19,0,1.00,None,1
2660,-4.35,142.60,5.04,0.00,0.9610,19,0,1.00,None,1
2661,-4.35,142.60,5.04,0.00,0.9610,19,0,1.00,None,1
2662,-4.35,142.60,5.04,0.00,0.9609,19,0,1.00,None,1
2663,-4.35,142.60,5.04,0.00,0.9609,19,0,1.00,None,1
2664,-4.35,142.60,5.04,0.00,0.9609,19,0,1.00,None,1
2665,-4.35,142.60,5.04,0.00,0.9609,19,0,1.00,None,1
2666,-4.35,142.60,5.04,0.00,0.9609,19,0,1.00,None,1
2667,-4.35,142.60,5.04,0.00,0.9609,19,0,1.00,None,1
2668,-4.35,142.60,5.04,0.00,0.9609,19,0,1.00,None,1
2669,-4.35,142.60,5.04,0.00,0.9609,19,0,1.00,None,1
2670,-4.35,142.60,5.04,0.00,0.9609,19,0,1.00,None,1
2671,-4.35,142.60,5.04,0.00,0.9608,19,0,1.00,None,1
2672,-4.35,142.60,5.04,0.00,0.9608,19,0,1.00,None,1
2673,-4.35,142.60,5.04,0.00,0.9608,19,0,1.00,None,1
2674,-4.35,142.60,5.04,0.00,0.9608,19,0,1.00,None,1
2675,-4.35,142.60,5.04,0.00,0.9608,19,0,1.00,None,1
2676,-4.35,142.60,5.04,0.00,0.9608,19,0,1.00,None,1
2677,-4.35,142.60,5.04,0.00,0.9608,19,0,1.00,None,1
2678,-4.35,142.60,5.04,0.00,0.9608,19,0,1.00,None,1
2679,-4.35,142.60,5.04,0.00,0.9607,19,0,1.00,None,1
2680,-4.35,142.60,5.04,0.00,0.9607,19,0,1.00,None,1
2681,-4.35,142.60,5.04,0.00,0.9607,19,0,1.00,None,1
2682,-4.35,142.60,5.04,0.00,0.9607,19,0,1.00,None,1
2683,-4.35,142.60,5.04,0.00,0.9607,19,0,1.00,None,1
2684,-4.35,142.60,5.04,0.00,0.9607,19,0,1.00,None,1
2685,-4.35,142.60,5.04,0.00,0.9607,19,0,1.00,None,1
2686,-4.35,142.60,5.04,0.00,0.9607,19,0,1.00,None,1
2687,-4.35,142.60,5.04,0.00,0.9607,19,0,1.00,None,1
2688,-4.35,142.60,5.04,0.00,0.9606,19,0,1.00,None,1
2689,-4.35,142.60,5.04,0.00,0.9606,19,0,1.00,None,1
2690,-4.35,142.60,5.04,0.00,0.9606,19,0,1.00,None,1
2691,-4.35,142.60,5.04,0.00,0.9606,19,0,1.00,None,1
2692,-4.35,142.60,5.04,0.00,0.9606,19,0,1.00,None,1
2693,-4.35,142.60,5.04,0.00,0.9606,19,0,1.00,None,1
2694,-4.35,142.60,5.04,0.00,0.9606,19,0,1.00,None,1
2695,-4.35,142.60,5.04,0.00,0.9606,19,0,1.00,None,1
2696,-4.35,142.60,5.04,0.00,0.9606,19,0,1.00,None,1
2697,-4.35,142.60,5.04,0.00,0.9605,19,0,1.00,None,1
2698,-4.35,142.60,5.04,0.00,0.9605,19,0,1.00,None,1
2699,-4.35,142.60,5.04,0.00,0.9605,19,0,1.00,None,1
2700,-4.35,142.60,5.04,0.00,0.9605,19,0,1.00,None,1
2701,-4.35,142.60,5.04,0.00,0.9605,19,0,1.00,None,1
2702,-4.35,142.60,5.04,0.00,0.9605,19,0,1.00,None,1
2703,-4.35,142.60,5.04,0.00,0.9605,19,0,1.00,None,1
2704,-4.35,142.60,5.04,0.00,0.9605,19,0,1.00,None,1
2705,-4.35,142.60,5.04,0.00,0.9605,19,0,1.00,None,1
2706,-4.35,142.60,5.04,0.00,0.9605,19,0,1.00,None,1
2707,-4.34,142.30,5.04,6.94,0.9604,19,0,1.00,None,1
2708,-4.34,142.30,5.04,6.94,0.9604,19,0,1.00,None,1
2709,-4.34,142.30,5.04,6.94,0.9604,19,0,1.00,None,1
2710,-4.33,141.70,5.04,13.98,0.9604,19,0,1.00,None,1
2711,-4.33,141.70,5.04,13.98,0.9604,19,0,1.00,None,1
2712,-4.33,141.70,5.04,13.98,0.9604,19,0,1.00,None,1
2713,-4.33,141.70,5.04,13.98,0.9604,19,0,1.00,None,1
2714,-4.30,139.94,5.04,21.03,0.9604,19,0,1.00,None,1
2715,-4.30,139.94,5.04,21.03,0.9604,19,0,1.00,None,1
2716,-4.26,138.36,5.04,34.66,0.9603,19,0,1.00,None,1
2717,-4.25,137.76,5.04,42.09,0.9603,19,0,1.00,None,1
2718,-4.22,136.35,5.04,44.40,0.9603,19,0,1.00,None,1
2719,-4.22,136.35,5.04,44.40,0.9603,19,0,1.00,None,1
2720,-4.22,136.35,5.04,44.40,0.9603,19,0,1.00,None,1
2721,-4.22,136.35,5.04,44.40,0.9603,19,0,1.00,None,1
2722,-4.22,136.35,5.04,44.40,0.9603,19,0,1.00,None,1
2723,-4.14,132.13,5.04,49.57,0.9603,19,0,1.00,None,1
2724,-4.14,132.13,5.04,49.57,0.9603,19,0,1.00,None,1
2725,-4.07,128.80,5.04,63.44,0.9602,19,0,1.00,None,1
2726,-4.07,128.80,5.04,63.44,0.9602,19,0,1.00,None,1
2727,-4.01,125.91,5.04,71.99,0.9602,19,0,1.00,None,1
2728,-4.01,125.91,5.04,71.99,0.9602,19,0,1.00,None,1
2729,-4.01,125.91,5.04,71.99,0.9602,19,0,1.00,None,1
2730,-3.93,122.10,5.04,78.54,0.9602,19,0,1.00,None,1
2731,-3.93,122.10,5.04,78.54,0.9602,19,0,1.00,None,1
2732,-3.83,117.11,5.04,90.43,0.9601,19,0,1.00,None,1
2733,-3.83,117.11,5.04,90.43,0.9601,19,0,1.00,None,1
2734,-3.76,113.76,5.04,90.43,0.9601,19,0,1.00,None,1
2735,-3.76,113.76,5.04,90.43,0.9601,19,0,1.00,None,1
2736,-3.76,113.76,5.04,90.43,0.9601,19,0,1.00,None,1
2737,-3.76,113.76,5.04,90.43,0.9601,19,0,1.00,None,1
2738,-3.62,106.60,5.04,90.43,0.9601,19,0,1.00,None,1
2739,-3.62,106.60,5.04,90.43,0.9601,19,0,1.00,None,1
2740,-3.62,106.60,5.04,90.43,0.9601,19,0,1.00,None,1
2741,-3.60,105.75,5.04,0.00,0.9601,19,0,1.00,None,1
2742,-3.60,105.75,5.04,0.00,0.9601,19,0,1.00,None,1
2743,-3.60,105.75,5.04,0.00,0.9600,19,0,1.00,None,1
2744,-3.60,105.75,5.04,0.00,0.9600,19,0,1.00,None,1
2745,-3.60,105.75,5.04,0.00,0.9600,19,0,1.00,None,1
2746,-3.60,105.75,5.04,0.00,0.9600,19,0,1.00,None,1
2747,-3.60,105.75,5.04,0.00,0.9600,19,0,1.00,None,1
2748,-3.60,105.75,5.04,0.00,0.9600,19,0,1.00,None,1
2749,-3.60,105.75,5.04,0.00,0.9600,19,0,1.00,None,1
2750,-3.60,105.75,5.04,0.00,0.9600,19,0,1.00,None,1
2751,-3.60,105.75,5.04,0.00,0.9600,19,0,1.00,None,1
2752,-3.60,105.75,5.04,0.00,0.9599,19,0,1.00,None,1
2753,-3.60,105.75,5.04,0.00,0.9599,19,0,1.00,None,1
2754,-3.60,105.75,5.04,0.00,0.9599,19,0,1.00,None,1
2755,-3.60,105.75,5.04,0.00,0.9599,19,0,1.00,None,1
2756,-3.60,105.75,5.04,0.00,0.9599,19,0,1.00,None,1
2757,-3.60,105.75,5.04,0.00,0.9599,19,0,1.00,None,1
2758,-3.60,105.75,5.04,0.00,0.9599,19,0,1.00,None,1
2759,-3.60,105.75,5.04,0.00,0.9599,19,0,1.00,None,1
2760,-3.60,105.75,5.04,0.00,0.9598,19,0,1.00,None,1
2761,-3.60,105.75,5.04,0.00,0.9598,19,0,1.00,None,1
2762,-3.60,105.75,5.04,0.00,0.9598,19,0,1.00,None,1
2763,-3.60,105.75,5.04,0.00,0.9598,19,0,1.00,None,1
2764,-3.60,105.75,5.04,0.00,0.9598,19,0,1.00,None,1
2765,-3.60,105.75,5.04,0.00,0.9598,19,0,1.00,None,1
2766,-3.60,105.75,5.04,0.00,0.9598,19,0,1.00,None,1
2767,-3.60,105.75,5.04,0.00,0.9598,19,0,1.00,None,1
2768,-3.60,105.75,5.04,0.00,0.9598,19,0,1.00,None,1
2769,-3.60,105.75,5.04,0.00,0.9597,19,0,1.00,None,1
2770,-3.60,105.75,5.04,0.00,0.9597,19,0,1.00,None,1
2771,-3.60,105.75,5.04,0.00,0.9597,19,0,1.00,None,1
2772,-3.60,105.75,5.04,0.00,0.9597,19,0,1.00,None,1
2773,-3.60,105.75,5.04,0.00,0.9597,19,0,1.00,None,1
2774,-3.60,105.75,5.04,0.00,0.9597,19,0,1.00,None,1
2775,-3.60,105.75,5.04,0.00,0.9597,19,0,1.00,None,1
2776,-3.60,105.75,5.04,0.00,0.9597,19,0,1.00,None,1
2777,-3.60,105.75,5.04,0.00,0.9597,19,0,1.00,None,1
2778,-3.60,105.75,5.04,0.00,0.9596,19,0,1.00,None,1
2779,-3.60,105.75,5.04,0.00,0.9596,19,0,1.00,None,1
2780,-3.60,105.75,5.04,0.00,0.9596,19,0,1.00,None,1
2781,-3.60,105.75,5.04,0.00,0.9596,19,0,1.00,None,1
2782,-3.60,105.75,5.04,0.00,0.9596,19,0,1.00,None,1
2783,-3.60,105.75,5.04,0.00,0.9596,19,0,1.00,None,1
2784,-3.60,105.75,5.04,0.00,0.9596,19,0,1.00,None,1
2785,-3.60,105.75,5.04,0.00,0.9596,19,0,1.00,None,1
2786,-3.60,105.75,5.04,0.00,0.9596,19,0,1.00,None,1
2787,-3.60,105.75,5.04,0.00,0.9596,19,0,1.00,None,1
2788,-3.60,105.75,5.04,0.00,0.9595,19,0,1.00,None,1
2789,-3.60,105.75,5.04,0.00,0.9595,19,0,1.00,None,1
2790,-3.60,105.75,5.04,0.00,0.9595,19,0,1.00,None,1
2791,-3.60,105.75,5.04,0.00,0.9595,19,0,1.00,None,1
2792,-3.60,105.75,5.04,0.00,0.9595,19,0,1.00,None,1
2793,-3.60,105.75,5.04,0.00,0.9595,19,0,1.00,None,1
2794,-3.60,105.75,5.04,0.00,0.9595,19,0,1.00,None,1
2795,-3.60,105.75,5.04,0.00,0.9595,19,0,1.00,None,1
2796,-3.60,105.75,5.04,0.00,0.9595,19,0,1.00,None,1
2797,-3.60,105.75,5.04,0.00,0.9594,19,0,1.00,None,1
2798,-3.60,105.75,5.04,0.00,0.9594,19,0,1.00,None,1
2799,-3.60,105.75,5.04,0.00,0.9594,19,0,1.00,None,1
2800,-3.60,105.75,5.04,0.00,0.9594,19,0,1.00,None,1
