t,p_t_x,p_t_y,h_t,v_t,e_t,|A_t|,|M_t|,o_s_t,Pi,D_t
1673,-11.10,105.75,5.04,0.00,0.9719,19,0,1.00,None,1
1674,-11.10,105.75,5.04,0.00,0.9719,19,0,1.00,None,1
1675,-11.10,105.75,5.04,0.00,0.9719,19,0,1.00,None,1
1676,-11.10,105.75,5.04,0.00,0.9719,19,0,1.00,None,1
1677,-11.10,105.75,5.04,0.00,0.9719,19,0,1.00,None,1
1678,-11.10,105.75,5.04,0.00,0.9719,19,0,1.00,None,1
1679,-11.10,105.75,5.04,0.00,0.9718,19,0,1.00,None,1
1680,-11.10,105.75,5.04,0.00,0.9718,19,0,1.00,None,1
1681,-11.10,105.75,5.04,0.00,0.9718,19,0,1.00,None,1
1682,-11.10,105.75,5.04,0.00,0.9718,19,0,1.00,None,1
1683,-11.10,105.75,5.04,0.00,0.9718,19,0,1.00,None,1
1684,-11.10,105.75,5.04,0.00,0.9718,19,0,1.00,None,1
1685,-11.10,105.75,5.04,0.00,0.9718,19,0,1.00,None,1
1686,-11.10,105.75,5.04,0.00,0.9718,19,0,1.00,None,1
1687,-11.10,105.75,5.04,0.00,0.9718,19,0,1.00,None,1
1688,-11.10,105.75,5.04,0.00,0.9718,19,0,1.00,None,1
1689,-11.10,105.75,5.04,0.00,0.9718,19,0,1.00,None,1
1690,-11.10,105.75,5.04,0.00,0.9717,19,0,1.00,None,1
1691,-11.10,105.75,5.04,0.00,0.9717,19,0,1.00,None,1
1692,-11.10,105.75,5.04,0.00,0.9717,19,0,1.00,None,1
1693,-11.10,105.75,5.04,0.00,0.9717,19,0,1.00,None,1
1694,-11.10,105.75,5.04,0.00,0.9717,19,0,1.00,None,1
1695,-11.10,105.75,5.04,0.00,0.9717,19,0,1.00,None,1
1696,-11.10,105.75,5.04,0.00,0.9717,19,0,1.00,None,1
1697,-11.10,105.75,5.04,0.00,0.9717,19,0,1.00,None,1
1698,-11.10,105.75,5.04,0.00,0.9717,19,0,1.00,None,1
1699,-11.10,105.75,5.04,0.00,0.9716,19,0,1.00,None,1
1700,-11.10,105.75,5.04,0.00,0.9716,19,0,1.00,None,1
1701,-11.10,105.75,5.04,0.00,0.9716,19,0,1.00,None,1
1702,-11.10,105.75,5.04,0.00,0.9716,19,0,1.00,None,1
1703,-11.10,105.75,5.04,0.00,0.9716,19,0,1.00,None,1
1704,-11.10,105.75,5.04,0.00,0.9716,19,0,1.00,None,1
1705,-11.10,105.75,5.04,0.00,0.9716,19,0,1.00,None,1
1706,-11.10,105.75,5.04,0.00,0.9716,19,0,1.00,None,1
1707,-11.10,105.75,5.04,0.00,0.9716,19,0,1.00,None,1
1708,-11.10,105.75,5.04,0.00,0.9715,19,0,1.00,None,1
1709,-11.10,105.75,5.04,0.00,0.9715,19,0,1.00,None,1
1710,-11.10,105.75,5.04,0.00,0.9715,19,0,1.00,None,1
1711,-11.10,105.75,5.04,0.00,0.9715,19,0,1.00,None,1
1712,-11.10,105.75,5.04,0.00,0.9715,19,0,1.00,None,1
1713,-11.10,105.75,5.04,0.00,0.9715,19,0,1.00,None,1
1714,-11.10,105.75,5.04,0.00,0.9715,19,0,1.00,None,1
1715,-11.10,105.75,5.04,0.00,0.9715,19,0,1.00,None,1
1716,-11.10,105.75,5.04,0.00,0.9715,19,0,1.00,None,1
1717,-11.10,105.75,5.04,0.00,0.9714,19,0,1.00,None,1
1718,-11.10,105.75,5.04,0.00,0.9714,19,0,1.00,None,1
1719,-11.10,105.75,5.04,0.00,0.9714,19,0,1.00,None,1
1720,-11.10,105.75,5.04,0.00,0.9714,19,0,1.00,None,1
1721,-11.10,105.75,5.04,0.00,0.9714,19,0,1.00,None,1
1722,-11.10,105.75,5.04,0.00,0.9714,19,0,1.00,None,1
1723,-11.10,105.75,5.04,0.00,0.9714,19,0,1.00,None,1
1724,-11.10,105.75,5.04,0.00,0.9714,19,0,1.00,None,1
1725,-11.10,105.75,5.04,0.00,0.9714,19,0,1.00,None,1
1726,-11.10,105.75,5.04,0.00,0.9713,19,0,1.00,None,1
1727,-11.10,105.75,5.04,0.00,0.9713,19,0,1.00,None,1
1728,-11.10,105.75,5.04,0.00,0.9713,19,0,1.00,None,1
1729,-11.10,105.75,5.04,0.00,0.9713,19,0,1.00,None,1
1730,-11.10,105.75,5.04,0.00,0.9713,19,0,1.00,None,1
1731,-11.10,105.75,5.04,0.00,0.9713,19,0,1.00,None,1
1732,-11.10,105.75,5.04,0.00,0.9713,19,0,1.00,None,1
1733,-11.10,105.75,5.04,0.00,0.9713,19,0,1.00,None,1
1734,-11.10,105.75,5.04,0.00,0.9713,19,0,1.00,None,1
1735,-11.08,106.07,5.04,7.29,0.9712,19,0,1.00,None,1
1736,-11.08,106.07,5.04,7.29,0.9712,19,0,1.00,None,1
1737,-11.06,106.71,5.04,14.48,0.9712,19,0,1.00,None,1
1738,-11.06,106.71,5.04,14.48,0.9712,19,0,1.00,None,1
1739,-11.04,107.66,5.04,21.63,0.9712,19,0,1.00,None,1
1740,-11.04,107.66,5.04,21.63,0.9712,19,0,1.00,None,1
1741,-11.00,108.94,5.04,28.78,0.9712,19,0,1.00,None,1
1742,-11.00,108.94,5.04,28.78,0.9712,19,0,1.00,None,1
1743,-11.00,108.94,5.04,28.78,0.9712,19,0,1.00,None,1
1744,-11.00,108.94,5.04,28.78,0.9712,19,0,1.00,None,1
1745,-10.93,111.92,5.03,36.05,0.9711,19,0,1.00,None,1
1746,-10.93,111.92,5.03,36.05,0.9711,19,0,1.00,None,1
1747,-10.93,111.92,5.03,36.05,0.9711,19,0,1.00,None,1
1748,-10.85,114.28,5.03,49.50,0.9711,19,0,1.00,None,1
1749,-10.85,114.28,5.03,49.50,0.9711,19,0,1.00,None,1
1750,-10.78,116.58,5.02,57.28,0.9711,19,0,1.00,None,1
1751,-10.78,116.58,5.02,57.28,0.9711,19,0,1.00,None,1
1752,-10.70,119.50,5.02,63.83,0.9710,19,0,1.00,None,1
1753,-10.70,119.50,5.02,63.83,0.9710,19,0,1.00,None,1
1754,-10.63,122.51,5.02,71.28,0.9710,19,0,1.00,None,1
1755,-10.61,123.75,5.02,78.15,0.9710,19,0,1.00,None,1
1756,-10.61,123.75,5.02,78.15,0.9710,19,0,1.00,None,1
1757,-10.55,126.55,5.02,80.72,0.9710,19,0,1.00,None,1
1758,-10.55,126.55,5.02,80.72,0.9710,19,0,1.00,None,1
1759,-10.55,126.55,5.02,80.72,0.9710,19,0,1.00,None,1
1760,-10.55,126.55,5.02,80.72,0.9710,19,0,1.00,None,1
1761,-10.45,133.39,5.02,86.38,0.9709,19,0,1.00,None,1
1762,-10.45,133.39,5.02,86.38,0.9709,19,0,1.00,None,1
1763,-10.39,138.24,5.02,90.43,0.9709,19,0,1.00,None,1
1764,-10.39,138.24,5.02,90.43,0.9709,19,0,1.00,None,1
1765,-10.35,141.40,5.02,90.43,0.9709,19,0,1.00,None,1
1766,-10.35,142.30,5.03,57.62,0.9709,19,0,1.00,None,1
1767,-10.35,142.30,5.03,57.62,0.9709,19,0,1.00,None,1
1768,-10.35,142.60,5.03,0.00,0.9709,19,0,1.00,None,1
1769,-10.35,142.60,5.03,0.00,0.9709,19,0,1.00,None,1
1770,-10.35,142.60,5.03,0.00,0.9709,19,0,1.00,None,1
1771,-10.35,142.60,5.03,0.00,0.9709,19,0,1.00,None,1
1772,-10.35,142.60,5.03,0.00,0.9708,19,0,1.00,None,1
1773,-10.35,142.60,5.03,0.00,0.9708,19,0,1.00,None,1
1774,-10.35,142.60,5.03,0.00,0.9708,19,0,1.00,None,1
1775,-10.35,142.60,5.03,0.00,0.9708,19,0,1.00,None,1
1776,-10.35,142.60,5.03,0.00,0.9708,19,0,1.00,None,1
1777,-10.35,142.60,5.03,0.00,0.9708,19,0,1.00,None,1
1778,-10.35,142.60,5.03,0.00,0.9708,19,0,1.00,None,1
1779,-10.35,142.60,5.03,0.00,0.9707,19,0,1.00,None,1
1780,-10.35,142.60,5.03,0.00,0.9707,19,0,1.00,None,1
1781,-10.35,142.60,5.03,0.00,0.9707,19,0,1.00,None,1
1782,-10.35,142.60,5.03,0.00,0.9707,19,0,1.00,None,1
1783,-10.35,142.60,5.03,0.00,0.9707,19,0,1.00,None,1
1784,-10.35,142.60,5.03,0.00,0.9707,19,0,1.00,None,1
1785,-10.35,142.60,5.03,0.00,0.9707,19,0,1.00,None,1
1786,-10.35,142.60,5.03,0.00,0.9707,19,0,1.00,None,1
1787,-10.35,142.60,5.03,0.00,0.9707,19,0,1.00,None,1
1788,-10.35,142.60,5.03,0.00,0.9707,19,0,1.00,None,1
1789,-10.35,142.60,5.03,0.00,0.9706,19,0,1.00,None,1
1790,-10.35,142.60,5.03,0.00,0.9706,19,0,1.00,None,1
1791,-10.35,142.60,5.03,0.00,0.9706,19,0,1.00,None,1
1792,-10.35,142.60,5.03,0.00,0.9706,19,0,1.00,None,1
1793,-10.35,142.60,5.03,0.00,0.9706,19,0,1.00,None,1
1794,-10.35,142.60,5.03,0.00,0.9706,19,0,1.00,None,1
1795,-10.35,142.60,5.03,0.00,0.9706,19,0,1.00,None,1
1796,-10.35,142.60,5.03,0.00,0.9706,19,0,1.00,None,1
1797,-10.35,142.60,5.03,0.00,0.9706,19,0,1.00,None,1
1798,-10.35,142.60,5.03,0.00,0.9705,19,0,1.00,None,1
1799,-10.35,142.60,5.03,0.00,0.9705,19,0,1.00,None,1
1800,-10.35,142.60,5.03,0.00,0.9705,19,0,1.00,None,1
1801,-10.35,142.60,5.03,0.00,0.9705,19,0,1.00,None,1
1802,-10.35,142.60,5.03,0.00,0.9705,19,0,1.00,None,1
1803,-10.35,142.60,5.03,0.00,0.9705,19,0,1.00,None,1
1804,-10.35,142.60,5.03,0.00,0.9705,19,0,1.00,None,1
1805,-10.35,142.60,5.03,0.00,0.9705,19,0,1.00,None,1
1806,-10.35,142.60,5.03,0.00,0.9704,19,0,1.00,None,1
1807,-10.35,142.60,5.03,0.00,0.9704,19,0,1.00,None,1
1808,-10.35,142.60,5.03,0.00,0.9704,19,0,1.00,None,1
1809,-10.35,142.60,5.03,0.00,0.9704,19,0,1.00,None,1
1810,-10.35,142.60,5.03,0.00,0.9704,19,0,1.00,None,1
1811,-10.35,142.60,5.03,0.00,0.9704,19,0,1.00,None,1
1812,-10.35,142.60,5.03,0.00,0.9704,19,0,1.00,None,1
1813,-10.35,142.60,5.03,0.00,0.9704,19,0,1.00,None,1
1814,-10.35,142.60,5.03,0.00,0.9704,19,0,1.00,None,1
1815,-10.35,142.60,5.03,0.00,0.9703,19,0,1.00,None,1
1816,-10.35,142.60,5.03,0.00,0.9703,19,0,1.00,None,1
1817,-10.35,142.60,5.03,0.00,0.9703,19,0,1.00,None,1
1818,-10.35,142.60,5.03,0.00,0.9703,19,0,1.00,None,1
1819,-10.35,142.60,5.03,0.00,0.9703,19,0,1.00,None,1
1820,-10.35,142.60,5.03,0.00,0.9703,19,0,1.00,None,1
1821,-10.35,142.60,5.03,0.00,0.9703,19,0,1.00,None,1
1822,-10.35,142.60,5.03,0.00,0.9703,19,0,1.00,None,1
1823,-10.35,142.60,5.03,0.00,0.9703,19,0,1.00,None,1
1824,-10.35,142.60,5.03,0.00,0.9702,19,0,1.00,None,1
1825,-10.35,142.60,5.03,0.00,0.9702,19,0,1.00,None,1
1826,-10.35,142.60,5.03,0.00,0.9702,19,0,1.00,None,1
1827,-10.35,142.60,5.03,0.00,0.9702,19,0,1.00,None,1
1828,-10.35,142.60,5.03,0.00,0.9702,19,0,1.00,None,1
1829,-10.35,142.60,5.03,0.00,0.9702,19,0,1.00,None,1
1830,-10.35,142.60,5.03,0.00,0.9702,19,0,1.00,None,1
1831,-10.35,142.60,5.03,0.00,0.9702,19,0,1.00,None,1
1832,-10.35,142.60,5.03,0.00,0.9702,19,0,1.00,None,1
1833,-10.35,142.60,5.03,0.00,0.9702,19,0,1.00,None,1
1834,-10.35,142.60,5.03,0.00,0.9701,19,0,1.00,None,1
1835,-10.35,142.60,5.03,0.00,0.9701,19,0,1.00,None,1
1836,-10.35,142.60,5.03,0.00,0.9701,19,0,1.00,None,1
1837,-10.35,142.60,5.03,0.00,0.9701,19,0,1.00,None,1
1838,-10.35,142.60,5.03,0.00,0.9701,19,0,1.00,None,1
1839,-10.34,142.31,5.03,6.79,0.9701,19,0,1.00,None,1
1840,-10.34,142.31,5.03,6.79,0.9701,19,0,1.00,None,1
1841,-10.33,141.72,5.02,13.79,0.9701,19,0,1.00,None,1
1842,-10.33,141.72,5.02,13.79,0.9701,19,0,1.00,None,1
1843,-10.33,141.72,5.02,13.79,0.9701,19,0,1.00,None,1
1844,-10.33,141.72,5.02,13.79,0.9701,19,0,1.00,None,1
1845,-10.30,140.05,5.02,20.71,0.9700,19,0,1.00,None,1
1846,-10.30,140.05,5.02,20.71,0.9700,19,0,1.00,None,1
1847,-10.27,138.49,5.02,33.91,0.9700,19,0,1.00,None,1
1848,-10.27,138.49,5.02,33.91,0.9700,19,0,1.00,None,1
1849,-10.23,136.86,5.02,41.38,0.9700,19,0,1.00,None,1
1850,-10.23,136.86,5.02,41.38,0.9700,19,0,1.00,None,1
1851,-10.19,134.67,5.02,47.81,0.9699,19,0,1.00,None,1
1852,-10.19,134.67,5.02,47.81,0.9699,19,0,1.00,None,1
1853,-10.19,134.67,5.02,47.81,0.9699,19,0,1.00,None,1
1854,-10.12,131.30,5.02,62.44,0.9699,19,0,1.00,None,1
1855,-10.12,131.30,5.02,62.44,0.9699,19,0,1.00,None,1
1856,-10.07,128.79,5.01,64.90,0.9699,19,0,1.00,None,1
1857,-10.07,128.79,5.01,64.90,0.9699,19,0,1.00,None,1
1858,-10.07,128.79,5.01,64.90,0.9699,19,0,1.00,None,1
1859,-10.07,128.79,5.01,64.90,0.9699,19,0,1.00,None,1
1860,-9.95,123.10,5.01,71.20,0.9698,19,0,1.00,None,1
1861,-9.95,123.10,5.01,71.20,0.9698,19,0,1.00,None,1
1862,-9.95,123.10,5.01,71.20,0.9698,19,0,1.00,None,1
1863,-9.86,118.38,5.02,84.21,0.9698,19,0,1.00,None,1
1864,-9.86,118.38,5.02,84.21,0.9698,19,0,1.00,None,1
1865,-9.79,115.17,5.02,90.43,0.9698,19,0,1.00,None,1
1866,-9.76,113.81,5.03,90.43,0.9698,19,0,1.00,None,1
1867,-9.70,110.49,5.03,90.43,0.9698,19,0,1.00,None,1
1868,-9.70,110.49,5.03,90.43,0.9698,19,0,1.00,None,1
1869,-9.70,110.49,5.03,90.43,0.9698,19,0,1.00,None,1
1870,-9.70,110.49,5.03,90.43,0.9698,19,0,1.00,None,1
1871,-9.60,105.75,5.04,0.00,0.9697,19,0,1.00,None,1
1872,-9.60,105.75,5.04,0.00,0.9697,19,0,1.00,None,1
1873,-9.60,105.75,5.04,0.00,0.9697,19,0,1.00,None,1
1874,-9.60,105.75,5.04,0.00,0.9697,19,0,1.00,None,1
1875,-9.60,105.75,5.04,0.00,0.9697,19,0,1.00,None,1
1876,-9.60,105.75,5.04,0.00,0.9697,19,0,1.00,None,1
1877,-9.60,105.75,5.04,0.00,0.9697,19,0,1.00,None,1
1878,-9.60,105.75,5.04,0.00,0.9696,19,0,1.00,None,1
1879,-9.60,105.75,5.04,0.00,0.9696,19,0,1.00,None,1
1880,-9.60,105.75,5.04,0.00,0.9696,19,0,1.00,None,1
1881,-9.60,105.75,5.04,0.00,0.9696,19,0,1.00,None,1
1882,-9.60,105.75,5.04,0.00,0.9696,19,0,1.00,None,1
1883,-9.60,105.75,5.04,0.00,0.9696,19,0,1.00,None,1
1884,-9.60,105.75,5.04,0.00,0.9696,19,0,1.00,None,1
1885,-9.60,105.75,5.04,0.00,0.9696,19,0,1.00,None,1
1886,-9.60,105.75,5.04,0.00,0.9696,19,0,1.00,None,1
1887,-9.60,105.75,5.04,0.00,0.9695,19,0,1.00,None,1
1888,-9.60,105.75,5.04,0.00,0.9695,19,0,1.00,None,1
1889,-9.60,105.75,5.04,0.00,0.9695,19,0,1.00,None,1
1890,-9.60,105.75,5.04,0.00,0.9695,19,0,1.00,None,1
1891,-9.60,105.75,5.04,0.00,0.9695,19,0,1.00,None,1
1892,-9.60,105.75,5.04,0.00,0.9695,19,0,1.00,None,1
1893,-9.60,105.75,5.04,0.00,0.9695,19,0,1.00,None,1
1894,-9.60,105.75,5.04,0.00,0.9695,19,0,1.00,None,1
1895,-9.60,105.75,5.04,0.00,0.9695,19,0,1.00,None,1
1896,-9.60,105.75,5.04,0.00,0.9694,19,0,1.00,None,1
1897,-9.60,105.75,5.04,0.00,0.9694,19,0,1.00,None,1
1898,-9.60,105.75,5.04,0.00,0.9694,19,0,1.00,None,1
1899,-9.60,105.75,5.04,0.00,0.9694,19,0,1.00,None,1
1900,-9.60,105.75,5.04,0.00,0.9694,19,0,1.00,None,1
1901,-9.60,105.75,5.04,0.00,0.9694,19,0,1.00,None,1
1902,-9.60,105.75,5.04,0.00,0.9694,19,0,1.00,None,1
1903,-9.60,105.75,5.04,0.00,0.9694,19,0,1.00,None,1
1904,-9.60,105.75,5.04,0.00,0.9694,19,0,1.00,None,1
1905,-9.60,105.75,5.04,0.00,0.9693,19,0,1.00,None,1
1906,-9.60,105.75,5.04,0.00,0.9693,19,0,1.00,None,1
1907,-9.60,105.75,5.04,0.00,0.9693,19,0,1.00,None,1
1908,-9.60,105.75,5.04,0.00,0.9693,19,0,1.00,None,1
1909,-9.60,105.75,5.04,0.00,0.9693,19,0,1.00,None,1
1910,-9.60,105.75,5.04,0.00,0.9693,19,0,1.00,None,1
1911,-9.60,105.75,5.04,0.00,0.9693,19,0,1.00,None,1
1912,-9.60,105.75,5.04,0.00,0.9693,19,0,1.00,None,1
1913,-9.60,105.75,5.04,0.00,0.9693,19,0,1.00,None,1
1914,-9.60,105.75,5.04,0.00,0.9692,19,0,1.00,None,1
1915,-9.60,105.75,5.04,0.00,0.9692,19,0,1.00,None,1
1916,-9.60,105.75,5.04,0.00,0.9692,19,0,1.00,None,1
1917,-9.60,105.75,5.04,0.00,0.9692,19,0,1.00,None,1
1918,-9.60,105.75,5.04,0.00,0.9692,19,0,1.00,None,1
1919,-9.60,105.75,5.04,0.00,0.9692,19,0,1.00,None,1
1920,-9.60,105.75,5.04,0.00,0.9692,19,0,1.00,None,1
1921,-9.60,105.75,5.04,0.00,0.9692,19,0,1.00,None,1
1922,-9.60,105.75,5.04,0.00,0.9692,19,0,1.00,None,1
1923,-9.60,105.75,5.04,0.00,0.9691,19,0,1.00,None,1
1924,-9.60,105.75,5.04,0.00,0.9691,19,0,1.00,None,1
1925,-9.60,105.75,5.04,0.00,0.9691,19,0,1.00,None,1
1926,-9.60,105.75,5.04,0.00,0.9691,19,0,1.00,None,1
1927,-9.60,105.75,5.04,0.00,0.9691,19,0,1.00,None,1
1928,-9.60,105.75,5.04,0.00,0.9691,19,0,1.00,None,1
1929,-9.60,105.75,5.04,0.00,0.9691,19,0,1.00,None,1
1930,-9.60,105.75,5.04,0.00,0.9691,19,0,1.00,None,1
1931,-9.60,105.75,5.04,0.00,0.9691,19,0,1.00,None,1
1932,-9.60,105.75,5.04,0.00,0.9690,19,0,1.00,None,1
1933,-9.60,105.75,5.04,0.00,0.9690,19,0,1.00,None,1
1934,-9.60,105.75,5.04,0.00,0.9690,19,0,1.00,None,1
1935,-9.60,105.75,5.04,0.00,0.9690,19,0,1.00,None,1
1936,-9.60,105.75,5.04,0.00,0.9690,19,0,1.00,None,1
1937,-9.60,105.75,5.04,0.00,0.9690,19,0,1.00,None,1
1938,-9.60,105.75,5.04,0.00,0.9690,19,0,1.00,None,1
1939,-9.60,105.75,5.04,0.00,0.9690,19,0,1.00,None,1
1940,-9.60,105.75,5.04,0.00,0.9689,19,0,1.00,None,1
1941,-9.60,105.75,5.04,0.00,0.9689,19,0,1.00,None,1
1942,-9.60,105.75,5.04,0.00,0.9689,19,0,1.00,None,1
1943,-9.60,105.75,5.04,0.00,0.9689,19,0,1.00,None,1
1944,-9.60,105.75,5.04,0.00,0.9689,19,0,1.00,None,1
1945,-9.60,105.75,5.04,0.00,0.9689,19,0,1.00,None,1
1946,-9.60,105.75,5.04,0.00,0.9689,19,0,1.00,None,1
1947,-9.60,105.75,5.04,0.00,0.9689,19,0,1.00,None,1
1948,-9.60,105.75,5.04,0.00,0.9689,19,0,1.00,None,1
1949,-9.60,105.75,5.04,0.00,0.9689,19,0,1.00,None,1
1950,-9.60,105.75,5.04,0.00,0.9689,19,0,1.00,None,1
1951,-9.60,105.75,5.04,0.00,0.9688,19,0,1.00,None,1
1952,-9.60,105.75,5.04,0.00,0.9688,19,0,1.00,None,1
1953,-9.60,105.75,5.04,0.00,0.9688,19,0,1.00,None,1
1954,-9.60,105.75,5.04,0.00,0.9688,19,0,1.00,None,1
1955,-9.60,105.75,5.04,0.00,0.9688,19,0,1.00,None,1
1956,-9.60,105.75,5.04,0.00,0.9688,19,0,1.00,None,1
1957,-9.60,105.75,5.04,0.00,0.9688,19,0,1.00,None,1
1958,-9.60,105.75,5.04,0.00,0.9688,19,0,1.00,None,1
1959,-9.60,105.75,5.04,0.00,0.9688,19,0,1.00,None,1
1960,-9.60,105.75,5.04,0.00,0.9687,19,0,1.00,None,1
1961,-9.60,105.75,5.04,0.00,0.9687,19,0,1.00,None,1
1962,-9.60,105.75,5.04,0.00,0.9687,19,0,1.00,None,1
1963,-9.60,105.75,5.04,0.00,0.9687,19,0,1.00,None,1
1964,-9.60,105.75,5.04,0.00,0.9687,19,0,1.00,None,1
1965,-9.60,105.75,5.04,0.00,0.9687,19,0,1.00,None,1
1966,-9.60,105.75,5.04,0.00,0.9687,19,0,1.00,None,1
1967,-9.60,105.75,5.04,0.00,0.9687,19,0,1.00,None,1
1968,-9.60,105.75,5.04,0.00,0.9687,19,0,1.00,None,1
1969,-9.60,105.75,5.04,0.00,0.9686,19,0,1.00,None,1
1970,-9.60,105.75,5.04,0.00,0.9686,19,0,1.00,None,1
1971,-9.60,106.07,5.04,7.16,0.9686,19,0,1.00,None,1
1972,-9.60,106.07,5.04,7.16,0.9686,19,0,1.00,None,1
1973,-9.59,106.70,5.04,14.39,0.9686,19,0,1.00,None,1
1974,-9.59,106.70,5.04,14.39,0.9686,19,0,1.00,None,1
1975,-9.59,106.70,5.04,14.39,0.9686,19,0,1.00,None,1
1976,-9.57,107.65,5.04,21.52,0.9686,19,0,1.00,None,1
1977,-9.57,107.65,5.04,21.52,0.9686,19,0,1.00,None,1
1978,-9.55,108.92,5.03,28.72,0.9685,19,0,1.00,None,1
1979,-9.55,108.92,5.03,28.72,0.9685,19,0,1.00,None,1
1980,-9.55,108.92,5.03,28.72,0.9685,19,0,1.00,None,1
1981,-9.55,108.92,5.03,28.72,0.9685,19,0,1.00,None,1
1982,-9.49,112.05,5.03,35.94,0.9685,19,0,1.00,None,1
1983,-9.49,112.05,5.03,35.94,0.9685,19,0,1.00,None,1
1984,-9.49,112.05,5.03,35.94,0.9685,19,0,1.00,None,1
1985,-9.43,115.38,5.02,57.73,0.9684,19,0,1.00,None,1
1986,-9.43,115.38,5.02,57.73,0.9684,19,0,1.00,None,1
1987,-9.43,115.38,5.02,57.73,0.9684,19,0,1.00,None,1
1988,-9.43,115.38,5.02,57.73,0.9684,19,0,1.00,None,1
1989,-9.35,119.37,5.01,60.53,0.9684,19,0,1.00,None,1
1990,-9.35,119.37,5.01,60.53,0.9684,19,0,1.00,None,1
1991,-9.28,122.69,5.01,71.27,0.9684,19,0,1.00,None,1
1992,-9.28,122.69,5.01,71.27,0.9684,19,0,1.00,None,1
1993,-9.21,125.86,5.01,78.85,0.9684,19,0,1.00,None,1
1994,-9.21,125.86,5.01,78.85,0.9684,19,0,1.00,None,1
1995,-9.13,129.69,5.01,85.41,0.9683,19,0,1.00,None,1
1996,-9.13,129.69,5.01,85.41,0.9683,19,0,1.00,None,1
1997,-9.05,133.50,5.01,90.43,0.9683,19,0,1.00,None,1
1998,-9.01,135.04,5.01,90.43,0.9683,19,0,1.00,None,1
1999,-9.01,135.04,5.01,90.43,0.9683,19,0,1.00,None,1
2000,-8.95,138.11,5.01,90.43,0.9683,19,0,1.00,None,1
2001,-8.95,138.11,5.01,90.43,0.9683,19,0,1.00,None,1
2002,-8.95,138.11,5.01,90.43,0.9683,19,0,1.00,None,1
2003,-8.95,138.11,5.01,90.43,0.9683,19,0,1.00,None,1
2004,-8.85,142.60,5.02,0.00,0.9682,19,0,1.00,None,1
2005,-8.85,142.60,5.02,0.00,0.9682,19,0,1.00,None,1
2006,-8.85,142.60,5.02,0.00,0.9682,19,0,1.00,None,1
2007,-8.85,142.60,5.02,0.00,0.9682,19,0,1.00,None,1
2008,-8.85,142.60,5.02,0.00,0.9682,19,0,1.00,None,1
2009,-8.85,142.60,5.02,0.00,0.9682,19,0,1.00,None,1
2010,-8.85,142.60,5.02,0.00,0.9682,19,0,1.00,None,1
2011,-8.85,142.60,5.02,0.00,0.9682,19,0,1.00,None,1
2012,-8.85,142.60,5.02,0.00,0.9682,19,0,1.00,None,1
2013,-8.85,142.60,5.02,0.00,0.9681,19,0,1.00,None,1
2014,-8.85,142.60,5.02,0.00,0.9681,19,0,1.00,None,1
2015,-8.85,142.60,5.02,0.00,0.9681,19,0,1.00,None,1
2016,-8.85,142.60,5.02,0.00,0.9681,19,0,1.00,None,1
2017,-8.85,142.60,5.02,0.00,0.9681,19,0,1.00,None,1
2018,-8.85,142.60,5.02,0.00,0.9681,19,0,1.00,None,1
2019,-8.85,142.60,5.02,0.00,0.9681,19,0,1.00,None,1
2020,-8.85,142.60,5.02,0.00,0.9681,19,0,1.00,None,1
2021,-8.85,142.60,5.02,0.00,0.9681,19,0,1.00,None,1
2022,-8.85,142.60,5.02,0.00,0.9680,19,0,1.00,None,1
2023,-8.85,142.60,5.02,0.00,0.9680,19,0,1.00,None,1
2024,-8.85,142.60,5.02,0.00,0.9680,19,0,1.00,None,1
2025,-8.85,142.60,5.02,0.00,0.9680,19,0,1.00,None,1
2026,-8.85,142.60,5.02,0.00,0.9680,19,0,1.00,None,1
2027,-8.85,142.60,5.02,0.00,0.9680,19,0,1.00,None,1
2028,-8.85,142.60,5.02,0.00,0.9680,19,0,1.00,None,1
2029,-8.85,142.60,5.02,0.00,0.9680,19,0,1.00,None,1
2030,-8.85,142.60,5.02,0.00,0.9679,19,0,1.00,None,1
2031,-8.85,142.60,5.02,0.00,0.9679,19,0,1.00,None,1
2032,-8.85,142.60,5.02,0.00,0.9679,19,0,1.00,None,1
2033,-8.85,142.60,5.02,0.00,0.9679,19,0,1.00,None,1
2034,-8.85,142.60,5.02,0.00,0.9679,19,0,1.00,None,1
2035,-8.85,142.60,5.02,0.00,0.9679,19,0,1.00,None,1
2036,-8.85,142.60,5.02,0.00,0.9679,19,0,1.00,None,1
2037,-8.85,142.60,5.02,0.00,0.9679,19,0,1.00,None,1
2038,-8.85,142.60,5.02,0.00,0.9679,19,0,1.00,None,1
2039,-8.85,142.60,5.02,0.00,0.9679,19,0,1.00,None,1
2040,-8.85,142.60,5.02,0.00,0.9679,19,0,1.00,None,1
2041,-8.85,142.60,5.02,0.00,0.9678,19,0,1.00,None,1
2042,-8.85,142.60,5.02,0.00,0.9678,19,0,1.00,None,1
2043,-8.85,142.60,5.02,0.00,0.9678,19,0,1.00,None,1
2044,-8.85,142.60,5.02,0.00,0.9678,19,0,1.00,None,1
2045,-8.85,142.60,5.02,0.00,0.9678,19,0,1.00,None,1
2046,-8.85,142.60,5.02,0.00,0.9678,19,0,1.00,None,1
2047,-8.85,142.60,5.02,0.00,0.9678,19,0,1.00,None,1
2048,-8.85,142.60,5.02,0.00,0.9678,19,0,1.00,None,1
